reference_number,event,type,start_date,end_date,theater,campaign,threats,ownership_federal,ownership_local,ownership_private,ownership_state,ownership_unknown,park,integrity,military,interpretive_political,interpretive_commander_loss,interpretive_casualties,interpretive_tactics_strategy,interpretive_public_mind,interpretive_combat_arm,interpretive_military_firsts,interpretive_minority_troops,interpretive_economic,interpretive_archaelolgical,interpretive_logistics,interpretive_individual_bravery,interpretive_group_behavior,interpretive_joint_ops,interpretive_coop_armies,interpretive_naval,military_jim,military_ed,military_bill,protected_acres,protected_percent,county,land_value,priority1,url
VA055,North Anna,Combat,1864-05-23,1864-05-24,Main Eastern Theater of Operation,"Grant's Overland Campaign (1864), 05/03/64, I",Mod,0,0,1,0,0,1,Fair,B,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,"Caroline, Hanover",,1,http://aad.archives.gov/aad/record-detail.jsp?rid=315&dt=295
VA056,Wilson's Wharf,Action,1864-05-24,1864-05-24,Main Eastern Theater of Operation,"Grant's Overland Campaign (1864), 05/03/64, I",High,0,0,0,0,1,0,Good,D,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,D,,,,Charles City,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=253&dt=295
VA057,Totopotomy Ck/Bethesda Ch,Battle,1864-05-30,1864-05-30,Main Eastern Theater of Operation,"Grant's Overland Campaign (1864), 05/03/64, I",High,0,0,1,0,0,0,Poor,B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,B,C,,,Hanover,$1000-4000,0,http://aad.archives.gov/aad/record-detail.jsp?rid=260&dt=295
VA058,Haw's Shop,Combat,1864-05-28,1864-05-28,Main Eastern Theater of Operation,"Grant's Overland Campaign (1864), 05/03/64, I",Mod,0,0,1,0,0,0,Good,C,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,C,,,,Hanover,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=257&dt=295
VA059,Old Church,Combat,1864-05-30,1864-05-30,Main Eastern Theater of Operation,"Grant's Overland Campaign (1864), 05/03/64, I",Low,0,0,1,0,0,0,Good,C,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,D,,,,Hanover,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=258&dt=295
VA062,Cold Harbor,Battle,1864-06-01,1864-06-03,Main Eastern Theater of Operation,"Grant's Overland Campaign (1864), 05/03/64, I",High,1,0,1,0,0,1,Fair,A,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,,,,151,2,Hanover,,1,http://aad.archives.gov/aad/record-detail.jsp?rid=259&dt=295
VA063,Petersburg,Battle,1864-06-15,1864-06-18,Main Eastern Theater of Operation,"Richmond-Petersburg Campaign (1864-1865), 06/15/64, I",Low,1,0,1,0,0,1,Good,A,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,1335,90,"Dinwiddie, Petersburg, City of",$2850(City Pt.),0,http://aad.archives.gov/aad/record-detail.jsp?rid=265&dt=295
VA064,Lynchburg,Engagement,1864-06-17,1864-06-18,Main Eastern Theater of Operation,"Lynchburg Campaign (1864), 05/01/64, II",,0,1,1,0,0,1,Lost,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,,,,,"Lynchburg, City of",,0,http://aad.archives.gov/aad/record-detail.jsp?rid=288&dt=295
VA065,Jerusalem Plank Road,Engagement,1864-06-22,1864-06-22,Main Eastern Theater of Operation,"Richmond-Petersburg Campaign (1864-1865), 06/15/64, I",High,0,0,1,0,0,0,Poor,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"Dinwiddie, Petersburg, City of",,0,http://aad.archives.gov/aad/record-detail.jsp?rid=268&dt=295
VA066,Saint Mary's Church,Combat,1864-06-24,1864-06-24,Main Eastern Theater of Operation,"Grant's Overland Campaign (1864), 05/03/64, I",Low,0,0,0,0,1,0,Fair,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,D,,,,Charles City,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=289&dt=295
VA067,Sappony Church,Engagement,1864-06-28,1864-06-29,Main Eastern Theater of Operation,"Richmond-Petersburg Campaign (1864-1865), 06/15/64, I",Low,0,0,1,0,0,0,Fair,D,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,C,,,,Sussex,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=270&dt=295
VA068,Ream's Station,Engagement,1864-06-29,1864-06-29,Main Eastern Theater of Operation,"Richmond-Petersburg Campaign (1864-1865), 06/15/64, I",Low,0,0,1,0,0,0,Good,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C,,,,Dinwiddie,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=271&dt=295
VA069,First Deep Bottom,Engagement,1864-07-27,1864-07-27,Main Eastern Theater of Operation,"Richmond-Petersburg Campaign (1864-1865), 06/15/64, I",Mod,0,0,1,0,0,0,Fair,C,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Henrico,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=273&dt=295
VA070,Crater,Battle,1864-07-30,1864-07-30,Main Eastern Theater of Operation,"Richmond-Petersburg Campaign (1864-1865), 06/15/64, I",Low,1,0,0,0,0,1,Good,A,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,,,1335,90,"Dinwiddie, Petersburg, City of",,0,http://aad.archives.gov/aad/record-detail.jsp?rid=292&dt=295
VA071,Second Deep Bottom,Demonstration,1864-08-13,1864-08-20,Main Eastern Theater of Operation,"Richmond-Petersburg Campaign (1864-1865), 06/15/64, I",Mod,0,0,1,0,0,0,Fair,B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C,,,Henrico,,1,http://aad.archives.gov/aad/record-detail.jsp?rid=293&dt=295
VA072,Globe Tavern (Weldon RR),Battle,1864-08-18,1864-08-21,Main Eastern Theater of Operation,"Richmond-Petersburg Campaign (1864-1865), 06/15/64, I",High,1,1,1,0,0,1,Poor,B,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,Dinwiddie,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=287&dt=295
VA073,Ream's Station,Battle,1864-08-25,1864-08-25,Main Eastern Theater of Operation,"Richmond-Petersburg Campaign (1864-1865), 06/15/64, I",Low,0,0,1,0,0,0,Good,B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,B,,,,Dinwiddie,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=276&dt=295
VA074,Peebles' Farm,Battle,1864-09-29,1864-10-02,Main Eastern Theater of Operation,"Richmond-Petersburg Campaign (1864-1865), 06/15/64, I",Low,1,0,1,0,0,1,Fair,B,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,B,,,,Dinwiddie,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=279&dt=295
VA075,Chaffin's Farm (NMrkHgts),Battle,1864-09-29,1864-09-30,Main Eastern Theater of Operation,"Richmond-Petersburg Campaign (1864-1865), 06/15/64, I",High,1,1,1,0,0,1,Fair,B,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,,B,,,,Henrico,$1000-3000,1,http://aad.archives.gov/aad/record-detail.jsp?rid=291&dt=295
VA076,Saltville,Action,1864-10-02,1864-10-02,Main Western Theater of Operations & the Gulf Approach (1861-1863),"Burbridge's Raid into Southwest Virginia (1864), 09/01/64, III",Mod,0,0,1,0,0,0,Fair,C,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,C,,,,Smyth,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=347&dt=295
VA077,Darbytown and New Market,Combat,1864-10-07,1864-10-07,Main Eastern Theater of Operation,"Richmond-Petersburg Campaign (1864-1865), 06/15/64, I",,0,1,1,0,0,1,Lost,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Henrico,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=354&dt=295
VA078,Darbytown Road,Engagement,1864-10-13,1864-10-13,Main Eastern Theater of Operation,"Richmond-Petersburg Campaign (1864-1865), 06/15/64, I",Mod,0,1,1,0,0,1,Poor,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Henrico,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=282&dt=295
VA079,Boydton Plank Road,Engagement,1864-10-27,1864-10-28,Main Eastern Theater of Operation,"Richmond-Petersburg Campaign (1864-1865), 06/15/64, I",Mod,0,0,1,0,0,0,Fair,B,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,Dinwiddie,,1,http://aad.archives.gov/aad/record-detail.jsp?rid=284&dt=295
VA080,Fair Oaks Darbytown Road,Engagement,1864-10-27,1864-10-28,Main Eastern Theater of Operation,"Richmond-Petersburg Campaign (1864-1865), 06/15/64, I",,0,0,0,0,1,0,Unk,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,D,,,,Henrico,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=290&dt=295
VA081,Marion,Engagement,1864-12-17,1864-12-18,Main Western Theater of Operations & the Gulf Approach (1861-1863),"Stoneman's Raid into Southwest Virginia (1864), 12/01/64, III",Mod,0,0,1,0,0,0,Poor,D,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,D,,,,Smyth,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=272&dt=295
VA082,Saltville,Action,1864-12-20,1864-12-21,Main Western Theater of Operations & the Gulf Approach (1861-1863),"Stoneman's Raid into Southwest Virginia (1864), 12/01/64, III",Mod,0,0,1,0,0,0,Fair,C,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,Smyth,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=382&dt=295
VA083,Hatcher's Run,Battle,1865-02-05,1865-02-07,Main Eastern Theater of Operation,"Richmond-Petersburg Campaign (1864-1865), 06/15/64, I",Low,0,0,1,0,0,0,Good,B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Dinwiddie,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=285&dt=295
VA084,Fort Stedman,Assault,1865-03-25,1865-03-25,Main Eastern Theater of Operation,"Richmond-Petersburg Campaign (1864-1865), 06/15/64, I",Low,1,1,1,0,0,1,Good,A,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,A,,1355,90,"Dinwiddie, Petersburg, City of",,0,http://aad.archives.gov/aad/record-detail.jsp?rid=275&dt=295
VA085,Lewis's Farm,Engagement,1865-03-29,1865-03-29,Main Eastern Theater of Operation,"Appomattox Campaign (1865), 03/29/65, I",Mod,0,0,1,0,0,0,Good,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C,,,,Dinwiddie,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=274&dt=295
VA086,Dinwiddie Court-House,Engagement,1865-03-31,1865-03-31,Main Eastern Theater of Operation,"Appomattox Campaign (1865), 03/29/65, I",High,0,0,1,0,0,0,Good,C,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,Dinwiddie,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=277&dt=295
VA087,White Oak Road,Engagement,1865-03-31,1865-03-31,Main Eastern Theater of Operation,"Appomattox Campaign (1865), 03/29/65, I",Mod,0,0,1,0,0,0,Good,B,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,B,,,,,Dinwiddie,,1,http://aad.archives.gov/aad/record-detail.jsp?rid=278&dt=295
VA088,Five Forks,Battle,1865-04-01,1865-04-01,Main Eastern Theater of Operation,"Appomattox Campaign (1865), 03/29/65, I",Low,1,0,1,0,0,1,Good,A,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,,,,1600,90,Dinwiddie,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=280&dt=295
VA089,Petersburg,Assault,1865-04-02,1865-04-02,Main Eastern Theater of Operation,"Appomattox Campaign (1865), 03/29/65, I",High,1,0,1,0,0,1,Fair,A,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,,,,20,20,"Dinwiddie, Petersburg, City of",,1,http://aad.archives.gov/aad/record-detail.jsp?rid=281&dt=295
VA090,Sutherland's Station,Engagement,1865-04-02,1865-04-02,Main Eastern Theater of Operation,"Appomattox Campaign (1865), 03/29/65, I",High,0,0,1,0,0,0,Fair,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Dinwiddie,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=283&dt=295
VA091,Amelia Springs,Engagement,1865-04-05,1865-04-05,Main Eastern Theater of Operation,"Appomattox Campaign (1865), 03/29/65, I",Low,0,0,1,0,0,0,Good,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C,,,,Amelia,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=261&dt=295
VA092,Rice's Station,Engagement,1865-04-06,1865-04-06,Main Eastern Theater of Operation,"Appomattox Campaign (1865), 03/29/65, I",Mod,0,0,1,0,0,0,Fair,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Prince Edward,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=262&dt=295
VA093,Sailor's Creek,Engagement,1865-04-06,1865-04-06,Main Eastern Theater of Operation,"Appomattox Campaign (1865), 03/29/65, I",Low,0,0,1,1,0,1,Good,B,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,"Amelia, Prince Edward",,0,http://aad.archives.gov/aad/record-detail.jsp?rid=264&dt=295
VA094,Cumberland Church,Engagement,1865-04-07,1865-04-07,Main Eastern Theater of Operation,"Appomattox Campaign (1865), 03/29/65, I",Mod,0,0,1,0,0,0,Fair,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Cumberland,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=266&dt=295
VA095,High Bridge,Engagement,1865-04-07,1865-04-07,Main Eastern Theater of Operation,"Appomattox Campaign (1865), 03/29/65, I",Low,0,0,1,0,0,0,Good,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,"Prince Edward, Cumberland",,0,http://aad.archives.gov/aad/record-detail.jsp?rid=267&dt=295
VA096,Appomattox Station,Engagement,1865-04-08,1865-04-08,Main Eastern Theater of Operation,"Appomattox Campaign (1865), 03/29/65, I",,0,0,1,0,0,0,Lost,B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,A,,,,"Appomattox, Appomattox, Town of",,0,http://aad.archives.gov/aad/record-detail.jsp?rid=348&dt=295
VA097,Appomattox Courthouse,Engagement,1865-04-09,1865-04-09,Main Eastern Theater of Operation,"Appomattox Campaign (1865), 03/29/65, I",Low,1,0,1,0,0,1,Good,A,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,,,,1775,100,Appomattox,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=269&dt=295
VA098,Petersburg,Engagement,1864-06-09,1864-06-09,Main Eastern Theater of Operation,"Richmond-Petersburg Campaign (1864-1865), 06/15/64, I",,0,0,1,0,0,1,Lost,D,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,"Dinwiddie, Petersburg, City of",,0,http://aad.archives.gov/aad/record-detail.jsp?rid=286&dt=295
VA099,Trevilian Station,Combat,1864-06-11,1864-06-11,Main Eastern Theater of Operation,"Grant's Overland Campaign (1864), 05/03/64, I",Low,0,0,1,0,0,0,Fair,B,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,Louisa,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=263&dt=295
VA100,Cockpit Point,Engagement,1862-01-03,1862-01-03,Main Eastern Theater of Operation,"Blockade [C] of the Potomac River (1861-62), 08/01/61, III",Low,0,0,1,0,0,0,Good,C,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,,,,,,Prince William,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=355&dt=295
VA101,First Kernstown,Engagement,1862-03-23,1862-03-23,Main Eastern Theater of Operation,"Jackson's Valley Campaign (1862), 03/01/62, I",High,0,0,1,0,0,0,Fair,B,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,"Frederick, Winchester, City of",,1,http://aad.archives.gov/aad/record-detail.jsp?rid=356&dt=295
VA102,McDowell,Engagement,1862-05-08,1862-05-08,Main Eastern Theater of Operation,"Jackson's Valley Campaign (1862), 03/01/62, I",Low,0,0,1,0,0,0,Good,C,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,Highland,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=358&dt=295
VA103,Front Royal,Action,1862-05-23,1862-05-23,Main Eastern Theater of Operation,"Jackson's Valley Campaign (1862), 03/01/62, I",High,0,0,1,0,0,0,Poor,C,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,Warren,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=359&dt=295
VA104,First Winchester,Battle,1862-05-25,1862-05-25,Main Eastern Theater of Operation,"Jackson's Valley Campaign (1862), 03/01/62, I",,0,0,1,0,0,0,Lost,A,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,"Frederick, Winchester, City of",,0,http://aad.archives.gov/aad/record-detail.jsp?rid=360&dt=295
VA105,Cross Keys,Battle,1862-06-08,1862-06-08,Main Eastern Theater of Operation,"Jackson's Valley Campaign (1862), 03/01/62, I",Low,0,0,1,0,0,0,Good,B,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,Rockingham,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=361&dt=295
VA106,Port Republic,Engagement,1862-06-09,1862-06-09,Main Eastern Theater of Operation,"Jackson's Valley Campaign (1862), 03/01/62, I",Low,0,0,1,0,0,0,Good,B,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,Rockinham,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=362&dt=295
VA107,Second Winchester,Engagement,1863-06-13,1863-06-15,Main Eastern Theater of Operation,"Gettysburg Campaign (1863), 06/09/63, I",High,0,0,1,0,0,0,Poor,B,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"Frederick, Winchester, City of",,0,http://aad.archives.gov/aad/record-detail.jsp?rid=363&dt=295
VA108,Manassas Gap,Action,1863-07-23,1863-07-23,Main Eastern Theater of Operation,"Gettysburg Campaign (1863), 06/09/63, I",Low,0,0,1,0,0,0,Good,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Warren,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=364&dt=295
VA109,Cove Mountain,Engagement,1864-05-10,1864-05-10,Main Eastern Theater of Operation,"Crook-Averell Raid on VA&TN Railroad (1864), 05/09/64, III",Low,0,0,1,0,0,0,Good,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Wythe,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=365&dt=295
VA110,New Market,Engagement,1864-05-15,1864-05-15,Main Eastern Theater of Operation,"Lynchburg Campaign (1864), 05/01/64, II",Mod,0,0,1,1,0,1,Poor,B,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,Shenandoah,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=366&dt=295
VA111,Piedmont,Engagement,1864-06-05,1864-06-05,Main Eastern Theater of Operation,"Lynchburg Campaign (1864), 05/01/64, II",Low,0,0,1,0,0,0,Good,B,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,Augusta,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=367&dt=295
VA113,Staunton River Bridge,Engagement,1864-06-25,1864-06-25,Main Eastern Theater of Operation,"Richmond-Petersburg Campaign (1864-1865), 06/15/64, I",Low,0,1,1,1,0,1,Good,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"Halifax, Charlotte",,0,http://aad.archives.gov/aad/record-detail.jsp?rid=368&dt=295
VA114,Cool Spring,Engagement,1864-07-17,1864-07-18,Main Eastern Theater of Operation,"Early's Raid and Ops agnst B&O RR (1864), 06/01/64, II",Mod,0,0,1,0,0,0,Good,C,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Clarke,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=369&dt=295
VA115,Rutherford's Farm,Engagement,1864-07-20,1864-07-20,Main Eastern Theater of Operation,"Early's Raid and Ops agnst B&O RR (1864), 06/01/64, II",High,0,0,1,0,0,0,Poor,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Frederick,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=370&dt=295
VA116,Second Kernstown,Battle,1864-07-24,1864-07-24,Main Eastern Theater of Operation,"Early's Raid and Ops agnst B&O RR (1864), 06/01/64, II",High,0,0,1,0,0,0,Poor,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"Frederick, Winchester, City of",,0,http://aad.archives.gov/aad/record-detail.jsp?rid=371&dt=295
VA117,Guard Hill,Engagement,1864-08-16,1864-08-16,Main Eastern Theater of Operation,"Sheridan's Valley Campaign (1864), 08/07/64, I",High,0,0,1,0,0,0,Poor,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Warren,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=372&dt=295
VA118,Berryville,Engagement,1864-09-03,1864-09-04,Main Eastern Theater of Operation,"Sheridan's Valley Campaign (1864), 08/07/64, I",Mod,0,0,1,0,0,0,Good,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Clarke,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=373&dt=295
VA119,Opequon,Battle,1864-09-19,1864-09-19,Main Eastern Theater of Operation,"Sheridan's Valley Campaign (1864), 08/07/64, I",High,0,0,1,0,0,0,Poor,A,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,0,0,"Frederick, Winchester, City of",,0,http://aad.archives.gov/aad/record-detail.jsp?rid=374&dt=295
VA120,Fisher's Hill,Battle,1864-09-21,1864-09-22,Main Eastern Theater of Operation,"Sheridan's Valley Campaign (1864), 08/07/64, I",Mod,0,0,1,0,0,0,Fair,B,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,Shenandoah,,1,http://aad.archives.gov/aad/record-detail.jsp?rid=375&dt=295
VA121,Tom's Brook,Engagement,1864-10-09,1864-10-09,Main Eastern Theater of Operation,"Sheridan's Valley Campaign (1864), 08/07/64, I",Mod,0,0,1,0,0,0,Fair,C,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,Shenandoah,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=376&dt=295
VA122,Cedar Creek,Battle,1864-10-19,1864-10-19,Main Eastern Theater of Operation,"Sheridan's Valley Campaign (1864), 08/07/64, I",Mod,0,0,1,0,0,1,Fair,A,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,,,,350,5,"Frederick, Warren, Shenandoah",,1,http://aad.archives.gov/aad/record-detail.jsp?rid=377&dt=295
VA123,Waynesboro,Engagement,1865-03-02,1865-03-02,Main Eastern Theater of Operation,"Sheridan's Expedition to Petersburg (1865), 02/01/65, II",,0,0,1,0,0,0,Lost,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Augusta,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=378&dt=295
VA124,Namozine Church,Action,1865-04-03,1865-04-03,Main Eastern Theater of Operation,"Appomattox Campaign (1865), 03/29/65, I",Low,0,0,1,0,0,0,Good,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Amelia,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=379&dt=295
VA125,Walkerton (Mantapike Hll),Skirmish,1864-03-02,1864-03-02,Main Eastern Theater of Operation,"Kilpatrick-Dahlgren Raid (1864), 02/28/64, III",Low,0,0,0,0,1,0,Good,C,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,King and Queen,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=384&dt=295
WV001,Philippi,Action,1861-06-03,1861-06-03,Main Eastern Theater of Operation,"Operations in Western Virginia (1861), 06/01/61, II",Low,0,1,1,0,0,0,Poor,D,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,C,D,,,,"Barbour, Pilippi, City of",,0,http://aad.archives.gov/aad/record-detail.jsp?rid=294&dt=295
WV002,Hoke's Run,Engagement,1861-07-02,1861-07-02,Main Eastern Theater of Operation,"Manassas Campaign (1861), 07/01/61 I",Mod,0,0,1,0,0,0,Fair,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,D,,,,Berkeley,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=295&dt=295
WV003,Rich Mountain,Engagement,1861-07-11,1861-07-11,Main Eastern Theater of Operation,"Operations in Western Virginia (1861), 06/01/61, II",Mod,0,0,1,0,0,0,Good,B,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,Randolph,,1,http://aad.archives.gov/aad/record-detail.jsp?rid=296&dt=295
WV004,Kessler's Cross Lanes,Action,1861-08-26,1861-08-26,Main Eastern Theater of Operation,"Operations in Western Virginia (1861), 06/01/61, II",Low,0,0,1,0,0,0,Fair,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,D,,,,Nicholas,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=297&dt=295
WV005,Cheat Mountain,Engagement,1861-09-12,1861-09-12,Main Eastern Theater of Operation,"Operations in Western Virginia (1861), 06/01/61, II",Low,1,0,1,0,0,1,Good,B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,B,,,,Pocahontas,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=299&dt=295
WV006,Carnifex Ferry,Engagement,1861-09-10,1861-09-10,Main Eastern Theater of Operation,"Operations in Western Virginia (1861), 06/01/61, II",Low,0,0,0,1,0,1,Good,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,B,,,,Nicholas,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=298&dt=295
WV007,Greenbrier River,Engagement,1861-10-03,1861-10-03,Main Eastern Theater of Operation,"Operations in Western Virginia (1861), 06/01/61, II",Low,0,0,1,0,0,0,Fair,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,D,,,,"Pocahontas, Bartow, City of",,0,http://aad.archives.gov/aad/record-detail.jsp?rid=300&dt=295
WV008,Camp Allegheny,Engagement,1861-12-13,1861-12-13,Main Eastern Theater of Operation,"Operations in Western Virginia (1861), 06/01/61, II",Low,1,0,1,0,0,0,Good,C,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,C,,,,Pocahontas,,0,http://aad.archives.gov/aad/record-detail.jsp?rid=301&dt=295
WV009,Princeton Court-House,Action,1862-05-16,1862-05-17,Main Eastern Theater of Operation,Undefined Code,,0,0,1,0,0,0,Lost,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,,,,,"Mercer, Princeton, City of",,0,http://aad.archives.gov/aad/record-detail.jsp?rid=302&dt=295
WV010,Harpers Ferry,Siege,1862-09-12,1862-09-15,Main Eastern Theater of Operation,"Maryland Campaign (1862), 09/02/62, I",Mod,1,0,1,0,0,1,Fair,B,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,,,,,,Jefferson,,1,http://aad.archives.gov/aad/record-detail.jsp?rid=303&dt=295
