cwsac_id,battle_name,start_date,end_date,theater_code,campaign_code,result,cwss_url,partof_cwss,operation,forces_text,casualties_text,results_text,preservation,significance,cwsac_url,other_names,partof_cwsac,cws2_url,study_area,core_area,potnr_boundary,partof_cws2,interpretive_political,interpretive_commander_loss,interpretive_casualties,interpretive_tactics_strategy,interpretive_public_mind,interpretive_combat_arm,interpretive_military_firsts,interpretive_minority_troops,interpretive_economic,interpretive_archaelolgical,interpretive_logistics,interpretive_individual_bravery,interpretive_group_behavior,interpretive_joint_ops,interpretive_coop_armies,interpretive_naval,significance_jim,significance_ed,significance_bill,aad_url,battle_type,partof_aad,lat,long,state,strength_mean,strength_var,casualties_kwm_mean,casualties_kwm_var,comment
GA006,Dalton I,1864-02-22,1864-02-27,MW,MW64-04,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=GA006,TRUE,0,Army of the Cumberland [US]; Army of Tennessee [CS],Unknown,Confederate victory,II.3,C,http://www.nps.gov/abpp/battles/ga006.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Adairsville to Davis Cross Roads.pdf,7011.4,669.48,1866.79,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C,,http://aad.archives.gov/aad/record-detail.jsp?rid=26&dt=295,Demonstration,TRUE,34.8031,-85.0124,GA,,,429,8.416666666666668,
GA007,Rocky Face Ridge,1864-05-07,1864-05-13,MW,MW64-06,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=GA007,TRUE,0,Military Division of the Mississippi [US]; Army of Tennessee [CS],Unknown,"Union victory (Union casualties were high, but they did force the Confederates off Rocky Face Ridge.)",II.3,C,http://www.nps.gov/abpp/battles/ga007.htm,Combats at Buzzard Roost; Mill Creek; Dug Gap,TRUE,http://www.nps.gov/abpp/CWSII/Peachtree Creek to Waynesborough.pdf,16250.89,2482.24,3598.68,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,C,C,C,http://aad.archives.gov/aad/record-detail.jsp?rid=27&dt=295,Demonstration,TRUE,34.7411,-85.0157,GA,,,1437,833.4166666666667,
GA008,Resaca,1864-05-13,1864-05-15,MW,MW64-06,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=GA008,TRUE,0,Military Division of the Mississippi [US]; Army of Tennessee [CS],"5,547 total (US 2,747; CS 2,800)",Inconclusive,II.3,C,http://www.nps.gov/abpp/battles/ga008.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Peachtree Creek to Waynesborough.pdf,7596.32,3574.48,4617.9,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,,,http://aad.archives.gov/aad/record-detail.jsp?rid=28&dt=295,Battle,TRUE,34.5815,-84.9385,GA,,,5547,833.4166666666667,
GA009,Adairsville,1864-05-17,1864-05-17,MW,MW64-06,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=GA009,TRUE,0,Military Division of the Mississippi [US]; Army of Tennessee [CS],Total unknown (US 200; CS unknown),Confederate delaying action (Allowed Johnston to bait a trap at Cassville.),III.3,C,http://www.nps.gov/abpp/battles/ga009.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Adairsville to Davis Cross Roads.pdf,6975.76,715.88,2950.39,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,C,C,,http://aad.archives.gov/aad/record-detail.jsp?rid=29&dt=295,Engagement,TRUE,34.4083,-84.9389,GA,,,,,
GA010,New Hope Church,1864-05-25,1864-05-26,MW,MW64-06,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=GA010,TRUE,0,Military Division of the Mississippi [US]; Army of Tennessee [CS],"Total unknown (US 1,600; CS unknown)",Confederate victory,II.3,C,http://www.nps.gov/abpp/battles/ga010.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Jonesborough to New Hope Church.pdf,2753.88,490.26,0,TRUE,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,B,,,http://aad.archives.gov/aad/record-detail.jsp?rid=48&dt=295,Combat,TRUE,33.961,-84.7875,GA,,,1015,8.416666666666668,"Limit the battle to the actions at New Hope Chuch on May 25-26. This was what https://www.nps.gov/abpp/battles/ga010.htm used.
"
GA011,Dallas,1864-05-26,1864-06-01,MW,MW64-06,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=GA011,TRUE,0,Military Division of Mississippi [US]; Army of Tennessee [CS],"5,400 total (US 2,400; CS 3,000)",Union victory,IV.1,C,http://www.nps.gov/abpp/battles/ga011.htm,New Hope Church; Pumpkinvine Creek,TRUE,http://www.nps.gov/abpp/CWSII/Adairsville to Davis Cross Roads.pdf,2965.42,852.47,0,TRUE,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,B,C,,http://aad.archives.gov/aad/record-detail.jsp?rid=39&dt=295,Combat,TRUE,33.9127,-84.828,GA,,,1880,841.6666666666667,"Use dates from https://www.nps.gov/abpp/battles/ga011.htm. However, battle of Dallas was May 28th only.
"
GA012,Pickett's Mill,1864-05-27,1864-05-27,MW,MW64-06,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=GA012,TRUE,0,IV Corps [US]; Cleburne's Division and Brig. Gen. John H. Kelly's Brigade [CS],"2,100 total (US 1,600; CS 500)",Confederate victory,III.3,C,http://www.nps.gov/abpp/battles/ga012.htm,New Hope; New Hope Church,TRUE,http://www.nps.gov/abpp/CWSII/Peachtree Creek to Waynesborough.pdf,1773.4,295.34,851.2,TRUE,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,B,C,,http://aad.archives.gov/aad/record-detail.jsp?rid=32&dt=295,Combat,TRUE,33.975,-84.759,GA,,,2050,841.6666666666667,
GA013,Marietta Operations,1864-06-10,1864-07-03,MW,MW64-06,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=GA013,TRUE,1,Military Division of the Mississippi [US]; Army of Tennessee [CS],Unknown,Union victory,IV.1,B,http://www.nps.gov/abpp/battles/ga013.htm,Marietta Operations,TRUE,http://www.nps.gov/abpp/CWSII/Jonesborough to New Hope Church.pdf,60906.6,7935.61,0,TRUE,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,B,,http://aad.archives.gov/aad/record-detail.jsp?rid=43&dt=295,Operation,TRUE,33.9531,-84.5499,GA,,,,,
GA014,Kolb's Farm,1864-06-22,1864-06-22,MW,MW64-06,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=GA014,TRUE,0,Two corps [US]; Hood s Corps [CS],"1,350 total (US 350; CS 1,000)",Union victory,II.3,C,http://www.nps.gov/abpp/battles/ga014.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Jonesborough to New Hope Church.pdf,3745.22,1894.7,836.87,TRUE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,C,,http://aad.archives.gov/aad/record-detail.jsp?rid=33&dt=295,Combat,TRUE,33.94,-84.58,GA,,,1350,83341.66666666666,
GA015,Kennesaw Mountain,1864-06-27,1864-06-27,MW,MW64-06,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=GA015,TRUE,0,Military Division of the Mississippi [US]; Army of Tennessee [CS],"4,000 total (US 3,000; CS 1,000)",Confederate victory,I.3,B,http://www.nps.gov/abpp/battles/ga015.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Jonesborough to New Hope Church.pdf,15940.66,5498.21,3039.31,TRUE,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=40&dt=295,Combat,TRUE,33.9363,-84.5979,GA,,,4e3,166666.66666666666,
GA016,Peachtree Creek,1864-07-20,1864-07-20,MW,MW64-06,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=GA016,TRUE,0,Army of the Cumberland [US]; Army of Tennessee [CS],"6,506 total (US 1,710; CS 4,796)",Union victory,IV.2,B,http://www.nps.gov/abpp/battles/ga016.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Peachtree Creek to Waynesborough.pdf,6097.03,2092.04,0,TRUE,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,B,B,B,http://aad.archives.gov/aad/record-detail.jsp?rid=35&dt=295,Battle,TRUE,33.8109,-84.4038,GA,,,6506,8.416666666666668,
GA017,Atlanta,1864-07-22,1864-07-22,MW,MW64-06,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=GA017,TRUE,0,Military Division of the Mississippi [US]; Army of Tennessee [CS],"12,140 total (US 3,641; CS 8,499)",Union victory,IV.2,B,http://www.nps.gov/abpp/battles/ga017.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Adairsville to Davis Cross Roads.pdf,6986.79,3043.83,0,TRUE,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,B,B,A,http://aad.archives.gov/aad/record-detail.jsp?rid=37&dt=295,Battle,TRUE,33.7459,-84.3488,GA,,,12140,0.16666666666666666,
GA018,Ezra Church,1864-07-28,1864-07-28,MW,MW64-06,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=GA018,TRUE,0,Army of the Tennessee [US]; two corps of Army of Tennessee [CS],"3,562 total (US 562; CS 3,000)",Union victory,IV.2,B,http://www.nps.gov/abpp/battles/ga018.htm,Battle of the Poor House,TRUE,http://www.nps.gov/abpp/CWSII/Ezra Church to Griswoldville.pdf,2719.21,1053.07,0,TRUE,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=38&dt=295,Battle,TRUE,33.7528,-84.4392,GA,,,5342,833.4166666666667,
GA019,Utoy Creek,1864-08-05,1864-08-07,MW,MW64-06,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=GA019,TRUE,0,Army of the Ohio [US]; Army of Tennessee [CS],Unknown,Inconclusive,IV.1,C,http://www.nps.gov/abpp/battles/ga019.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Peachtree Creek to Waynesborough.pdf,2826.68,930.38,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=42&dt=295,Assault,TRUE,33.7209,-84.4704,GA,,,625,833.4166666666667,
GA020,Dalton II,1864-08-14,1864-08-15,MW,MW64-06,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=GA020,TRUE,0,District of Etowah [US]; Wheeler's cavalry force [CS],Unknown,Union victory (The Confederates withdrew.),,D,http://www.nps.gov/abpp/battles/ga020.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Adairsville to Davis Cross Roads.pdf,6002.08,523.24,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=31&dt=295,Combat,TRUE,34.7889,-84.9807,GA,,,,,
GA021,Lovejoy's Station,1864-08-20,1864-08-20,MW,MW64-06,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=GA021,TRUE,0,Kilpatrick's Cavalry Division [US]; Jackson's Cavalry Division [CS],Unknown,Confederate victory,II.4,D,http://www.nps.gov/abpp/battles/ga021.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Jonesborough to New Hope Church.pdf,3880.28,1135.86,1179.98,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=317&dt=295,Combat,TRUE,33.4441,-84.3084,GA,,,477,8.416666666666668,
GA022,Jonesborough,1864-08-31,1864-09-01,MW,MW64-06,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=GA022,TRUE,0,Six corps [US]; two corps [CS],"3,149 total (US 1,149; CS 2,000)",Union victory,IV.2,A,http://www.nps.gov/abpp/battles/ga022.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Jonesborough to New Hope Church.pdf,4656.82,2343.84,0,TRUE,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,A,A,,http://aad.archives.gov/aad/record-detail.jsp?rid=34&dt=295,Battle,TRUE,33.5307,-84.3621,GA,,,3149,83333.41666666666,
GA023,Allatoona,1864-10-05,1864-10-05,MW,MW64-13,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=GA023,TRUE,0,"One brigade (1,944 men) [US]; one division (approx. 2,000 men) [CS]","1,505 total (US 706; CS 799)",Union victory,I.3,B,http://www.nps.gov/abpp/battles/ga023.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Adairsville to Davis Cross Roads.pdf,1067.73,416.36,294.59,TRUE,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=36&dt=295,Engagement,TRUE,34.116,-84.716,GA,3944,83333.41666666666,1603,0.16666666666666666,
GA025,Griswoldville,1864-11-22,1864-11-22,MW,MW64-12,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=GA025,TRUE,0,"2nd Brigade, 1st Division, XV Corps, Army of the Tennessee and two regiments of cavalry [US]; 1st Division Georgia Militia and Cavalry Corps, Department of South Carolina, Georgia, and Florida [CS]",712 total (US 62; CS 650),Union victory,II.2,B,http://www.nps.gov/abpp/battles/ga025.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Ezra Church to Griswoldville.pdf,7880.25,1627.79,5700.33,TRUE,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,C,http://aad.archives.gov/aad/record-detail.jsp?rid=45&dt=295,Engagement,TRUE,32.8668,-83.4695,GA,,,712,8.416666666666668,
GA026,Buck Head Creek,1864-11-28,1864-11-28,MW,MW64-12,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=GA026,TRUE,0,"3rd Cavalry Division, Military Division of the Mississippi [US]; cavalry corps, Department of South Carolina, Georgia, and Florida [CS]",646 total (US 46; CS 600),Union victory,III.3,C,http://www.nps.gov/abpp/battles/ga026.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Adairsville to Davis Cross Roads.pdf,3137.32,298.86,3137.32,TRUE,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=46&dt=295,Engagement,TRUE,32.8991,-82.0255,GA,,,646,833.4166666666667,
GA027,Waynesborough,1864-12-04,1864-12-04,MW,MW64-12,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=GA027,TRUE,0,"3rd Cavalry Division, Military Division of the Mississippi [US]; Cavalry Command, Army of Tennessee [CS]",440 total (US 190; CS 250),Union victory,IV.1,C,http://www.nps.gov/abpp/battles/ga027.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Peachtree Creek to Waynesborough.pdf,10572.55,1293.37,4907.14,TRUE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,C,,http://aad.archives.gov/aad/record-detail.jsp?rid=47&dt=295,Engagement,TRUE,33.08972,-82.01583,GA,,,440,16.666666666666668,
GA028,Fort Mcallister II,1864-12-13,1864-12-13,MW,MW64-12,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=GA028,TRUE,0,"2nd Division, XV Corps, Army of the Tennessee [US]; Fort McAllister Garrison (120 men) [CS]",205 total (US 134; CS 71),Union victory,III.2,B,http://www.nps.gov/abpp/battles/ga028.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Ezra Church to Griswoldville.pdf,4198.44,1552.41,2514.54,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,B,,http://aad.archives.gov/aad/record-detail.jsp?rid=30&dt=295,Engagement,TRUE,31.8888,-81.1941,GA,,,384,8.416666666666668,
ID001,Bear River,1863-01-29,1863-01-29,PC,PC63-01,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=ID001,TRUE,0,District of Utah [US]; Shoshoni Indians [I],451 total (US 67; I 384),Union victory (massacre),III.3,C,http://www.nps.gov/abpp/battles/id001.htm,Massacre at Boa Ogoi,TRUE,http://www.nps.gov/abpp/CWSII/CWSACReportFarWestUpdate.pdf,2e3,448.48,2e3,TRUE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,C,,D,http://aad.archives.gov/aad/record-detail.jsp?rid=49&dt=295,Engagement,TRUE,42.146192,-111.914034,ID,,,315,8.416666666666668,
IN001,Corydon,1863-07-09,1863-07-09,MW,MW63-05,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=IN001,TRUE,0,"2,200 total (US 400; CS 1,800)",401 total (US 360; CS 41),Confederate victory,III.3,C,http://www.nps.gov/abpp/battles/in001.htm,,TRUE,http://www.nps.gov/abpp/CWSII/CWSACReportIndianaUpdatewithCover.pdf,3806.29,280.31,2456.81,TRUE,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,C,D,C,http://aad.archives.gov/aad/record-detail.jsp?rid=328&dt=295,Skirmish,TRUE,38.199,-86.129,IN,2200,1666.6666666666667,411,8.416666666666668,
KS001,Lawrence,1863-08-21,1863-08-21,TM,TM63-06,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=KS001,TRUE,0,No Union troops [US]; Quantrill's Raiders and other guerrillas [CS],204 total (US 164; CS 40),Confederate victory,IV.2,C,http://www.nps.gov/abpp/battles/ks001.htm,Lawrence Massacre,TRUE,http://www.nps.gov/abpp/CWSII/CWSACReportKansasUpdate.pdf,914.77,386.94,0,TRUE,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,D,C,http://aad.archives.gov/aad/record-detail.jsp?rid=329&dt=295,Massacre,TRUE,38.96427,-95.2359,KS,,,190,16.666666666666668,
KS002,Baxter Springs,1863-10-06,1863-10-06,TM,TM63-09,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=KS002,TRUE,0,Detachments from three regiments and an escort [US]; Quantrill's Raiders (approx. 400) [CS],106 total (US 103; CS 3),Confederate victory,IV.2,C,http://www.nps.gov/abpp/battles/ks002.htm,Baxter Springs Massacre,TRUE,http://www.nps.gov/abpp/CWSII/CWSACReportKansasUpdate.pdf,736.21,333.22,0,TRUE,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,C,,http://aad.archives.gov/aad/record-detail.jsp?rid=50&dt=295,Action,TRUE,37.0308,-94.735,KS,,,106,0.16666666666666666,
KS003,Mine Creek,1864-10-25,1864-10-25,TM,TM64-05,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=KS003,TRUE,0,Provisional cavalry division [US]; cavalry division [CS],"1,300 total (US 100; CS 1,200)",Union victory,III.3,C,http://www.nps.gov/abpp/battles/ks003.htm,Battle of the Osage,TRUE,http://www.nps.gov/abpp/CWSII/CWSACReportKansasUpdate.pdf,12189.44,1233.92,9219.06,TRUE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=51&dt=295,Engagement,TRUE,38.141,-94.7246,KS,,,950,841.6666666666667,
KS004,Marais Des Cygnes,1864-10-25,1864-10-25,TM,TM64-05,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=KS004,TRUE,0,Provisional cavalry division [US]; cavalry division [CS],Unknown,Union victory,III.3,C,http://www.nps.gov/abpp/battles/ks004.htm,Battle of Osage; Battle of Trading Post,TRUE,http://www.nps.gov/abpp/CWSII/CWSACReportKansasUpdate.pdf,4930.85,1589.31,4573.82,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=52&dt=295,Engagement,TRUE,38.2552,-94.6783,KS,,,,,
KY001,Barbourville,1861-09-19,1861-09-19,MW,MW61-01,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=KY001,TRUE,0,Home Guard (approx. 300 men) [US]; detachment of approx. 800 men under command of Col. Joel A. Battle [CS],20 total (US 15; CS 5),Confederate victory,IV.2,D,http://www.nps.gov/abpp/battles/ky001.htm,,TRUE,http://www.nps.gov/abpp/CWSII/CWSACReportKentuckyUpdate.pdf,940.11,101.42,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=53&dt=295,Action,TRUE,36.8611,-83.8794,KY,1100,1666.6666666666667,20,0.16666666666666666,
KY002,Camp Wildcat,1861-10-21,1861-10-21,MW,MW61-01,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=KY002,TRUE,0,"Camp Wildcat Garrison and Schoepf's Brigade (approx. 7,000 men) [US]; Zollicoffer's Brigade [CS]",78 total (US 25; CS 53),Union victory,III.3,C,http://www.nps.gov/abpp/battles/ky002.htm,Wildcat Mountain,TRUE,http://www.nps.gov/abpp/CWSII/CWSACReportKentuckyUpdate.pdf,2245.51,710.34,1804.92,TRUE,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,C,,,http://aad.archives.gov/aad/record-detail.jsp?rid=54&dt=295,Action,TRUE,37.2634,-84.1996,KY,,,96,0.16666666666666666,
KY003,Ivy Mountain,1861-11-08,1861-11-09,MW,MW61-01,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=KY003,TRUE,0,"Combination of detachments from twelve Union Ohio and Kentucky units [US]; nine companies of infantry and two of mounted men (1,010 men) [CS]",293 total (US 30; CS 263),"Union victory (Indecisive, but Confederates withdrew.)",IV.2,D,http://www.nps.gov/abpp/battles/ky003.htm,Ivy Creek; Ivy Narrows,TRUE,http://www.nps.gov/abpp/CWSII/CWSACReportKentuckyUpdate.pdf,8182.2,258.6,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=55&dt=295,Engagement,TRUE,37.5956,-82.6733,KY,,,293,8.416666666666668,
KY004,Rowlett's Station,1861-12-17,1861-12-17,MW,MW61-01,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=KY004,TRUE,0,"32nd Indiana Volunteer Infantry Regiment [US]; Terry's Texas Rangers, 7th Texas Cavalry and 1st Arkansas Battalion (approx. 1,350 men) [CS]",131 total (US 40; CS 91),Indecisive,III.4,D,http://www.nps.gov/abpp/battles/ky004.htm,Woodsonville; Green River,TRUE,http://www.nps.gov/abpp/CWSII/CWSACReportKentuckyUpdate.pdf,2267.74,656.82,969.43,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=56&dt=295,Action,TRUE,37.2498,-85.8935,KY,,,131,8.416666666666668,
KY005,Middle Creek,1862-01-10,1862-01-10,MW,MW62-01,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=KY005,TRUE,0,18th Brigade [US]; brigade [CS],92 total (US 27; CS 65),Union victory (indecisive),III.3,C,http://www.nps.gov/abpp/battles/ky005.htm,,TRUE,http://www.nps.gov/abpp/CWSII/CWSACReportKentuckyUpdate.pdf,1462.19,248.8,288.09,TRUE,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,C,B,C,http://aad.archives.gov/aad/record-detail.jsp?rid=57&dt=295,Engagement,TRUE,37.6507,-82.8147,KY,,,92,0.16666666666666666,
KY006,Mill Springs,1862-01-19,1862-01-19,MW,MW62-01,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=KY006,TRUE,0,"1st Division, Army of the Ohio, and Brig. Gen. A. Schoepf's Brigade (total of four brigades) [US]; division of two brigades [CS]",671 total (US 232; CS 439),Union victory,I.3,B,http://www.nps.gov/abpp/battles/ky006.htm,Logan's Cross-Roads; Fishing Creek,TRUE,http://www.nps.gov/abpp/CWSII/CWSACReportKentuckyUpdate.pdf,4434.58,1193.7,1749.35,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A,,http://aad.archives.gov/aad/record-detail.jsp?rid=59&dt=295,Engagement,TRUE,37.0562,-84.7383,KY,,,791,0.16666666666666666,
KY007,Richmond,1862-08-29,1862-08-30,MW,MW62-04,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=KY007,TRUE,0,"1st and 2nd Brigades, Army of Kentucky [US]; Army of Kentucky [CS]","5,650 total (US 4,900; CS 750)",Confederate victory,II.2,B,http://www.nps.gov/abpp/battles/ky007.htm,,TRUE,http://www.nps.gov/abpp/CWSII/CWSACReportKentuckyUpdate.pdf,9706.73,3178.78,1209.87,TRUE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,B,,http://aad.archives.gov/aad/record-detail.jsp?rid=60&dt=295,Battle,TRUE,37.6848,-84.2594,KY,,,6223,833.4166666666667,
KY008,Munfordville,1862-09-14,1862-09-17,MW,MW62-04,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=KY008,TRUE,0,Union garrison [US]; Army of the Mississippi [CS],"4,862 total (US 4,148; CS 714)",Confederate victory,II.2,B,http://www.nps.gov/abpp/battles/ky008.htm,Green River Bridge,TRUE,http://www.nps.gov/abpp/CWSII/CWSACReportKentuckyUpdate.pdf,8652.18,769.78,1128.72,TRUE,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,B,,,http://aad.archives.gov/aad/record-detail.jsp?rid=58&dt=295,Siege,TRUE,37.2622,-85.8901,KY,,,4433,0.16666666666666666,
KY009,Perryville,1862-10-08,1862-10-08,MW,MW62-04,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=KY009,TRUE,0,Army of the Ohio [US]; Army of the Mississippi [CS],"7,407 total (US 4,211; CS 3,196)",Union strategic victory,I.1,A,http://www.nps.gov/abpp/battles/ky009.htm,,TRUE,http://www.nps.gov/abpp/CWSII/CWSACReportKentuckyUpdate.pdf,16664.86,2218.75,9765.92,TRUE,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,A,A,http://aad.archives.gov/aad/record-detail.jsp?rid=61&dt=295,Battle,TRUE,37.6752,-84.9711,KY,,,7607,0.16666666666666666,
KY010,Paducah,1864-03-25,1864-03-25,MW,MW64-05,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=KY010,TRUE,0,Union Garrison (approx. 650 men) [US]; Forrest's Cavalry Department [CS],140 total (US 90; CS 50),Confederate victory,IV.2,C,http://www.nps.gov/abpp/battles/ky010.htm,,TRUE,http://www.nps.gov/abpp/CWSII/CWSACReportKentuckyUpdate.pdf,3038.55,162.9,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C,,http://aad.archives.gov/aad/record-detail.jsp?rid=330&dt=295,Attack,TRUE,37.0931,-88.6058,KY,3650,83341.66666666666,140,16.666666666666668,
KY011,Cynthiana,1864-06-11,1864-06-12,MW,MW64-07,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=KY011,TRUE,0,"168th Regiment Ohio Volunteer Infantry, 171st Ohio National Guard, and the Kentucky Harrison County Home Guards [US]; Morgan's Division [CS]","2,092 total (US 1,092; CS 1,000)",Union victory,II.3,C,http://www.nps.gov/abpp/battles/ky011.htm,Kellar's Bridge,TRUE,http://www.nps.gov/abpp/CWSII/CWSACReportKentuckyUpdate.pdf,9394.7,1061.33,830.04,TRUE,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,C,C,C,http://aad.archives.gov/aad/record-detail.jsp?rid=331&dt=295,Action,TRUE,38.407,-84.3056,KY,,,2092,83333.41666666666,
