BattlefieldCode,Comment,Source,UnitCode,companies,batteries,detachment,section
GA004,,CRUTE,CGA0046RI,,,,
GA004,,CRUTE,CGA0047RI,,,,
GA004,,CRUTE,CGA0053RI,,,,
GA004,,CRUTE,CGA0059RI,,,,
GA004,,CRUTE,CGA0065RI,,,,
GA004,,CRUTE,CGAHOWECAL,,,,
GA004,,CRUTE,CGAPHILL,,,,
GA004,,CRUTE,CKY0002RIT,,,,
GA004,,CRUTE,CKY0004RIT,,,,
GA004,,CRUTE,CKY0005RIT,,,,
GA004,,CRUTE,CKY0006RIT,,,,
GA004,,CRUTE,CKY0009RIT,,,,
GA004,,CRUTE,CKYCOBBCAL,,,,
GA004,,CRUTE,CLA0001RC,,,,
GA004,,CRUTE,CLA0001RI02,,,,
GA004,,CRUTE,CLA0004RI,,,,
GA004,,CRUTE,CLA0013RI01,,,,
GA004,,CRUTE,CLA0014BS,,,,
GA004,,CRUTE,CLA0016RI,,,,
GA004,,CRUTE,CLA0019RI,,,,
GA004,,CRUTE,CLA0020RI,,,,
GA004,,CRUTE,CLA0025RI,,,,
GA004,,CRUTE,CLAWASHBA,,,,
GA004,,CRUTE,CMOHBLECAL,,,,
GA004,,CRUTE,CMS0005RI01,,,,
GA004,,CRUTE,CMS0007RI,,,,
GA004,,CRUTE,CMS0008RI,,,,
GA004,,CRUTE,CMS0009RI,,,,
GA004,,CRUTE,CMS0013RI,,,,
GA004,,CRUTE,CMS0015BS,,,,
GA004,,CRUTE,CMS0017RI,,,,
GA004,,CRUTE,CMS0018RI,,,,
GA004,,CRUTE,CMS0021RI,,,,
GA004,,CRUTE,CMS0024RI,,,,
GA004,,CRUTE,CMS0027RI,,,,
GA004,,CRUTE,CMS0029RI,,,,
GA004,,CRUTE,CMS0030RI,,,,
GA004,,CRUTE,CMS0032RI,,,,
GA004,,CRUTE,CMS0034RI,,,,
GA004,,CRUTE,CMS0041RI,,,,
GA004,,CRUTE,CMS0044RI,,,,
GA004,,CRUTE,CMSDARDCAL,,,,
GA004,,CRUTE,CMSSTANC,,,,
GA004,,CRUTE,CMSSWETCAL,,,,
GA004,,CRUTE,CMSTURNCAL,,,,
GA004,,CRUTE,CNC0029RI,,,,
GA004,,CRUTE,CNC0039RI,,,,
GA004,,CRUTE,CNC0058RI,,,,
GA004,,CRUTE,CNC0060RI,,,,
GA004,,CRUTE,CSC0002RI,,,,
GA004,,CRUTE,CSC0003BAL,,,,
GA004,,CRUTE,CSC0003BI,,,,
GA004,,CRUTE,CSC0007RI,,,,
GA004,,CRUTE,CSC0008RI,,,,
GA004,,CRUTE,CSC0015RI,,,,
GA004,,CRUTE,CSC0019RI,,,,
GA004,,CRUTE,CSC0024RI,,,,
GA004,,CRUTE,CSCHAMPL,,,,
GA004,,CRUTE,CSCPALMRS,,,,
GA004,,CRUTE,CTN0001BI,,,,
GA004,,CRUTE,CTN0001RI03,,,,
GA004,,CRUTE,CTN0002RC01,,,,
GA004,,CRUTE,CTN0002RI02,,,,
GA004,,CRUTE,CTN0004RC01,,,,
GA004,,CRUTE,CTN0005RC01,,,,
GA004,,CRUTE,CTN0005RI,,,,
GA004,,CRUTE,CTN0006RC,,,,
GA004,,CRUTE,CTN0006RI01,,,,
GA004,,CRUTE,CTN0008RC,,,,
GA004,,CRUTE,CTN0008RI,,,,
GA004,,CRUTE,CTN0009RI,,,,
GA004,,CRUTE,CTN0010RC01,,,,
GA004,,CRUTE,CTN0010RI,,,,
GA004,,CRUTE,CTN0011RC01,,,,
GA004,,CRUTE,CTN0012BC,,,,
GA004,,CRUTE,CTN0012RI01,,,,
GA004,,CRUTE,CTN0013RC01,,,,
GA004,,CRUTE,CTN0013RI,,,,
GA004,,CRUTE,CTN0015RI,,,,
GA004,,CRUTE,CTN0016BC,,,,
GA004,,CRUTE,CTN0016RI,,,,
GA004,,CRUTE,CTN0017RI01,,,,
GA004,,CRUTE,CTN0018RI,,,,
GA004,,CRUTE,CTN0019RC01,,,,
GA004,,CRUTE,CTN0019RI,,,,
GA004,,CRUTE,CTN0020RI,,,,
GA004,,CRUTE,CTN0023BI,,,,
GA004,,CRUTE,CTN0023RI,,,,
GA004,,CRUTE,CTN0024BS,,,,
GA004,,CRUTE,CTN0024RI,,,,
GA004,,CRUTE,CTN0025RI,,,,
GA004,,CRUTE,CTN0027RI,,,,
GA004,,CRUTE,CTN0028RIV,,,,
GA004,,CRUTE,CTN0029RI,,,,
GA004,,CRUTE,CTN0030RI,,,,
GA004,,CRUTE,CTN0032RI,,,,
GA004,,CRUTE,CTN0034RI,,,,
GA004,,CRUTE,CTN0035RI,,,,
GA004,,CRUTE,CTN0037RI,,,,
GA004,,CRUTE,CTN0038RI,,,,
GA004,,CRUTE,CTN0041RI,,,,
GA004,,CRUTE,CTN0044RI02,,,,
GA004,,CRUTE,CTNBAXTCAL,,,,
GA004,,CRUTE,CTNJACKCC,,,,
GA004,,CRUTE,CTX0001RI01,,,,
GA004,,CRUTE,CTX0005RI01,,,,
GA004,,CRUTE,CTX0006R0V,,,,
GA004,,CRUTE,CTX0006RI,,,,
GA004,,CRUTE,CTX0008RC,,,,
GA004,,CRUTE,CTX0009RI02,,,,
GA004,,CRUTE,CTX0010RI,,,,
GA004,,CRUTE,CTX0011RC,,,,
GA004,,CRUTE,CTX0024RC01,,,,
GA004,,CRUTE,CTX0025RC,,,,
GA004,,CRUTE,CVA0054RI,,,,
GA004,,CRUTE,CVA0063RI,,,,
GA004,,CRUTE,CVAJEFFCAL,,,,
GA004,,CRUTE,CVATAYLCAL,,,,
GA004,,DYER,UIL0001RAL,,,,
GA004,,DYER,UIL0002RAL,,,,
GA004,,DYER,UIL0007RC,,,,
GA004,,DYER,UIL0015RC,,,,
GA004,,DYER,UIL0019RI,,,,
GA004,,DYER,UIL0021RI,,,,
GA004,,DYER,UIL0022RI,,,,
GA004,,DYER,UIL0024RI,,,,
GA004,,DYER,UIL0025RI,,,,
GA004,,DYER,UIL0027RI,,,,
GA004,,DYER,UIL0035RI,,,,
GA004,,DYER,UIL0036RI,,,,
GA004,,DYER,UIL0038RI,,,,
GA004,,DYER,UIL0042RI,,,,
GA004,,DYER,UIL0044RI,,,,
GA004,,DYER,UIL0051RI,,,,
GA004,,DYER,UIL0073RI,,,,
GA004,,DYER,UIL0078RI,,,,
GA004,,DYER,UIL0079RI,,,,
GA004,,DYER,UIL0084RI,,,,
GA004,,DYER,UIL0085RI,,,,
GA004,,DYER,UIL0086RI,,,,
GA004,,DYER,UIL0088RI,,,,
GA004,,DYER,UIL0089RI,,,,
GA004,,DYER,UIL0092RI,,,,
GA004,,DYER,UIL0096RI,,,,
GA004,,DYER,UIL0098RI,,,,
GA004,,DYER,UIL0100RI,,,,
GA004,,DYER,UIL0104RI,,,,
GA004,,DYER,UIL0123RI,,,,
GA004,,DYER,UIL0125RI,,,,
GA004,,DYER,UILBRIDYAL,,,,
GA004,,DYER,UILCHICYAL1,,,,
GA004,,DYER,UIN0002RC,,,,
GA004,,DYER,UIN0003RC,,,,
GA004,,DYER,UIN0004RC,,,,
GA004,,DYER,UIN0004YAL,,,,
GA004,,DYER,UIN0005YAL,,,,
GA004,,DYER,UIN0006RI01,,,,
GA004,,DYER,UIN0007YAL,,,,
GA004,,DYER,UIN0008YAL,,,,
GA004,,DYER,UIN0009RI01,,,,
GA004,,DYER,UIN0010RI01,,,,
GA004,,DYER,UIN0011YAL,,,,
GA004,,DYER,UIN0017RI,,,,
GA004,,DYER,UIN0018YAL,,,,
GA004,,DYER,UIN0019YAL,,,,
GA004,,DYER,UIN0021YAL,,,,
GA004,,DYER,UIN0029RI,,,,
GA004,,DYER,UIN0030RI,,,,
GA004,,DYER,UIN0031RI,,,,
GA004,,DYER,UIN0032RI,,,,
GA004,,DYER,UIN0035RI,,,,
GA004,,DYER,UIN0036RI,,,,
GA004,,DYER,UIN0037RI,,,,
GA004,,DYER,UIN0042RI,,,,
GA004,,DYER,UIN0044RI,,,,
GA004,,DYER,UIN0058RI,,,,
GA004,,DYER,UIN0068RI,,,,
GA004,,DYER,UIN0072RI,,,,
GA004,,DYER,UIN0074RI,,,,
GA004,,DYER,UIN0075RI,,,,
GA004,,DYER,UIN0079RI,,,,
GA004,,DYER,UIN0081RI,,,,
GA004,,DYER,UIN0082RI,,,,
GA004,,DYER,UIN0084RI,,,,
GA004,,DYER,UIN0086RI,,,,
GA004,,DYER,UIN0087RI,,,,
GA004,,DYER,UIN0088RI,,,,
GA004,,DYER,UIN0101RI,,,,
GA004,,DYER,UKS0008RI,,,,
GA004,,DYER,UKY0001RI01,,,,
GA004,,DYER,UKY0002RC,,,,
GA004,,DYER,UKY0002RI01,,,,
GA004,,DYER,UKY0004RC,,,,
GA004,,DYER,UKY0004RIT,,,,
GA004,,DYER,UKY0005RC,,,,
GA004,,DYER,UKY0005RI,,,,
GA004,,DYER,UKY0006RC,,,,
GA004,,DYER,UKY0006RI,,,,
GA004,,DYER,UKY0008RI,,,,
GA004,,DYER,UKY0009RI,,,,
GA004,,DYER,UKY0015RI,,,,
GA004,,DYER,UKY0017RI,,,,
GA004,,DYER,UKY0018RI,,,,
GA004,,DYER,UKY0023RI,,,,
GA004,,DYER,UMI0001RAL,,,,
GA004,,DYER,UMI0002RC,,,,
GA004,,DYER,UMI0004RC,,,,
GA004,,DYER,UMI0009RI,,,,
GA004,,DYER,UMI0013RI,,,,
GA004,,DYER,UMI0021RI,,,,
GA004,,DYER,UMI0022RI,,,,
GA004,,DYER,UMN0002RI,,,,
GA004,,DYER,UMN0002YAL,,,,
GA004,,DYER,UMO0001RAL,,,,
GA004,,DYER,UMO0015RI,,,,
GA004,,DYER,UOH0001RC,,,,
GA004,,DYER,UOH0001RI01,,,,
GA004,,DYER,UOH0002RI01,,,,
GA004,,DYER,UOH0003RC,,,,
GA004,,DYER,UOH0006RI01,,,,
GA004,,DYER,UOH0006YAL,,,,
GA004,,DYER,UOH0009RI01,,,,
GA004,,DYER,UOH0010RI01,,,,
GA004,,DYER,UOH0011RI01,,,,
GA004,,DYER,UOH0013RI01,,,,
GA004,,DYER,UOH0014RI01,,,,
GA004,,DYER,UOH0015RI01,,,,
GA004,,DYER,UOH0017RI01,,,,
GA004,,DYER,UOH0018RI01,,,,
GA004,,DYER,UOH0018YAL,,,,
GA004,,DYER,UOH0019RI01,,,,
GA004,,DYER,UOH0020YAL,,,,
GA004,,DYER,UOH0021RI01,,,,
GA004,,DYER,UOH0024RI,,,,
GA004,,DYER,UOH0026RI,,,,
GA004,,DYER,UOH0031RI,,,,
GA004,,DYER,UOH0033RI,,,,
GA004,,DYER,UOH0035RI,,,,
GA004,,DYER,UOH0036RI,,,,
GA004,,DYER,UOH0038RI,,,,
GA004,,DYER,UOH0040RI,,,,
GA004,,DYER,UOH0041RI,,,,
GA004,,DYER,UOH0049RI,,,,
GA004,,DYER,UOH0051RI,,,,
GA004,,DYER,UOH0059RI,,,,
GA004,,DYER,UOH0064RI,,,,
GA004,,DYER,UOH0065RI,,,,
GA004,,DYER,UOH0069RI,,,,
GA004,,DYER,UOH0074RI,,,,
GA004,,DYER,UOH0089RI,,,,
GA004,,DYER,UOH0090RI,,,,
GA004,,DYER,UOH0092RI,,,,
GA004,,DYER,UOH0093RI,,,,
GA004,,DYER,UOH0094RI,,,,
GA004,,DYER,UOH0098RI,,,,
GA004,,DYER,UOH0099RI,,,,
GA004,,DYER,UOH0101RI,,,,
GA004,,DYER,UOH0105RI,,,,
GA004,,DYER,UOH0113RI,,,,
GA004,,DYER,UOH0121RI,,,,
GA004,,DYER,UOH0124RI,,,,
GA004,,DYER,UOH0125RI,,,,
GA004,,DYER,UPA0007RC,,,,
GA004,,DYER,UPA0009RC,,,,
GA004,,DYER,UPA000BYAL,,,,
GA004,,DYER,UPA0015RC,,,,
GA004,,DYER,UPA0077RI,,,,
GA004,,DYER,UPA0078RI,,,,
GA004,,DYER,UPA0079RI,,,,
GA004,,DYER,UTN0001RC01,,,,
GA004,,DYER,UTN0002RC,,,,
GA004,,DYER,UUR0004RA,,,,
GA004,,DYER,UUR0004RC,,,,
GA004,,DYER,UUR0005RA,,,,
GA004,,DYER,UUR0015RI,,,,
GA004,,DYER,UUR0016RI,,,,
GA004,,DYER,UUR0018RI,,,,
GA004,,DYER,UUR0019RI,,,,
GA004,,DYER,UWI0001RC,,,,
GA004,,DYER,UWI0001RI01,,,,
GA004,,DYER,UWI0003YAL,,,,
GA004,,DYER,UWI0005YAL,,,,
GA004,,DYER,UWI0008YAL,,,,
GA004,,DYER,UWI0010RI,,,,
GA004,,DYER,UWI0015RI,,,,
GA004,,DYER,UWI0021RI,,,,
GA004,,DYER,UWI0024RI,,,,
GA005,,CRUTE,CAR0002RI02,,,,
GA005,,CRUTE,CAR0005RI,,,,
GA005,,CRUTE,CAR0006RI,,,,
GA005,,CRUTE,CAR0007RI,,,,
GA005,,CRUTE,CAR0008RI,,,,
GA005,,CRUTE,CAR0013RI,,,,
GA005,,CRUTE,CAR0019RI02,,,,
GA005,,DYER,UIA0004RI,,,,
GA005,,DYER,UIA0009RI,,,,
GA005,,DYER,UIA0025RI,,,,
GA005,,DYER,UIA0026RI,,,,
GA005,,DYER,UIA0030RI,,,,
GA005,,DYER,UIA0031RI,,,,
GA005,,DYER,UIL0013RI,,,,
GA005,"Company ""K""",DYER,UIL0015RC,1,,,
GA005,,DYER,UIL0059RI,,,,
GA005,,DYER,UIL0075RI,,,,
GA005,,DYER,UIL0084RI,,,,
GA005,"Company ""E""",DYER,UIL0092RI,1,,,
GA005,,DYER,UIL0096RI,,,,
GA005,,DYER,UIL0104RI,,,,
GA005,,DYER,UIN0009RI01,,,,
GA005,,DYER,UIN0035RI,,,,
GA005,,DYER,UIN0036RI,,,,
GA005,,DYER,UIN0038RI,,,,
GA005,,DYER,UIN0042RI,,,,
GA005,,DYER,UIN0088RI,,,,
GA005,Detachment,DYER,UKY0002RI01,,,1,
GA005,,DYER,UKY0008RI,,,,
GA005,"Battery ""F""",DYER,UMO0002RAL,,1,,
GA005,,DYER,UMO0003RI01,,,,
GA005,,DYER,UMO0012RI,,,,
GA005,,DYER,UMO0017RI,,,,
GA005,,DYER,UMO0027RI,,,,
GA005,,DYER,UMO0029RI,,,,
GA005,,DYER,UMO0031RI,,,,
GA005,,DYER,UMO0032RI01,,,,
GA005,,DYER,UNY0060RI,,,,
GA005,,DYER,UNY0078RI,,,,
GA005,,DYER,UNY0102RI,,,,
GA005,,DYER,UNY0137RI,,,,
GA005,,DYER,UNY0149RI,,,,
GA005,,DYER,UOH0002RI01,,,,
GA005,,DYER,UOH0005RI01,,,,
GA005,,DYER,UOH0007RI01,,,,
GA005,,DYER,UOH0024RI,,,,
GA005,,DYER,UOH0029RI,,,,
GA005,,DYER,UOH0033RI,,,,
GA005,,DYER,UOH0040RI,,,,
GA005,,DYER,UOH0051RI,,,,
GA005,,DYER,UOH0066RI,,,,
GA005,,DYER,UOH0076RI,,,,
GA005,,DYER,UOH0094RI,,,,
GA005,,DYER,UOH0099RI,,,,
GA005,,DYER,UPA000EYAL,,,,
GA005,,DYER,UPA0028RI,,,,
GA005,,DYER,UPA0029RI,,,,
GA005,,DYER,UPA0109RI,,,,
GA005,,DYER,UPA0111RI,,,,
GA005,,DYER,UPA0147RI,,,,
GA006,,DYER,UIL0016RI,,,,
GA006,,DYER,UIL0019RI,,,,
GA006,,DYER,UIL0024RI,,,,
GA006,,DYER,UIL0060RI,,,,
GA006,,DYER,UIL0075RI,,,,
GA006,,DYER,UIL0079RI,,,,
GA006,,DYER,UIL0080RI,,,,
GA006,,DYER,UIL0084RI,,,,
GA006,,DYER,UIL0085RI,,,,
GA006,,DYER,UIL0086RI,,,,
GA006,,DYER,UIL0093RI,,,,
GA006,,DYER,UIL0096RI,,,,
GA006,,DYER,UIL0098RI,,,,
GA006,,DYER,UIL0103RI,,,,
GA006,,DYER,UIL0115RI,,,,
GA006,,DYER,UIL0125RI,,,,
GA006,,DYER,UIN0005YAL,,,,
GA006,,DYER,UIN0008RC,,,,
GA006,,DYER,UIN0010RI01,,,,
GA006,,DYER,UIN0019YAL,,,,
GA006,,DYER,UIN0030RI,,,,
GA006,,DYER,UIN0036RI,,,,
GA006,,DYER,UIN0037RI,,,,
GA006,,DYER,UIN0074RI,,,,
GA006,,DYER,UIN0082RI,,,,
GA006,,DYER,UIN0084RI,,,,
GA006,,DYER,UIN0087RI,,,,
GA006,,DYER,UIN0088RI,,,,
GA006,,DYER,UIN0097RI,,,,
GA006,,DYER,UIN0099RI,,,,
GA006,,DYER,UKY0002RI01,,,,
GA006,,DYER,UKY0008RI,,,,
GA006,,DYER,UKY0010RI,,,,
GA006,,DYER,UKY0028RI,,,,
GA006,,DYER,UMI0001RAL,,,,
GA006,,DYER,UMI0004RC,,,,
GA006,,DYER,UMI0010RI,,,,
GA006,,DYER,UMN0002YAL,,,,
GA006,,DYER,UOH0001RC,,,,
GA006,,DYER,UOH0002RI01,,,,
GA006,,DYER,UOH0003RC,,,,
GA006,,DYER,UOH0004RC,,,,
GA006,,DYER,UOH0009RI01,,,,
GA006,,DYER,UOH0011RI01,,,,
GA006,,DYER,UOH0024RI,,,,
GA006,,DYER,UOH0035RI,,,,
GA006,,DYER,UOH0040RI,,,,
GA006,,DYER,UOH0089RI,,,,
GA006,,DYER,UOH0092RI,,,,
GA006,,DYER,UOH0094RI,,,,
GA006,,DYER,UOH0099RI,,,,
GA006,,DYER,UOH0105RI,,,,
GA006,,DYER,UOH0108RI,,,,
GA006,,DYER,UOH0113RI,,,,
GA006,,DYER,UPA0015RC,,,,
GA006,,DYER,UUR0004RA,,,,
GA006,,DYER,UUR0015RI,,,,
GA006,,DYER,UUR0016RI,,,,
GA006,,DYER,UUR0018RI,,,,
GA006,,DYER,UUR0019RI,,,,
GA006,,DYER,UWI0001RI01,,,,
GA006,,DYER,UWI0010RI,,,,
GA007,,DYER,UCT0005RI,,,,
GA007,,DYER,UCT0020RI,,,,
GA007,,DYER,UIA0005RC,,,,
GA007,"Batteries ""C"" and ""M""",DYER,UIL0001RAL,,2,,
GA007,"Battery ""F""",DYER,UIL0002RAL,,1,,
GA007,,DYER,UIL0010RI01,,,,
GA007,,DYER,UIL0016RI,,,,
GA007,,DYER,UIL0019RI,,,,
GA007,,DYER,UIL0021RI,,,,
GA007,,DYER,UIL0022RI,,,,
GA007,,DYER,UIL0024RI,,,,
GA007,,DYER,UIL0027RI,,,,
GA007,,DYER,UIL0034RI,,,,
GA007,,DYER,UIL0035RI,,,,
GA007,,DYER,UIL0036RI,,,,
GA007,,DYER,UIL0038RI,,,,
GA007,,DYER,UIL0042RI,,,,
GA007,,DYER,UIL0044RI,,,,
GA007,,DYER,UIL0051RI,,,,
GA007,,DYER,UIL0059RI,,,,
GA007,,DYER,UIL0060RI,,,,
GA007,,DYER,UIL0064RI,,,,
GA007,,DYER,UIL0073RI,,,,
GA007,,DYER,UIL0074RI,,,,
GA007,,DYER,UIL0075RI,,,,
GA007,,DYER,UIL0078RI,,,,
GA007,,DYER,UIL0079RI,,,,
GA007,,DYER,UIL0080RI,,,,
GA007,,DYER,UIL0082RI,,,,
GA007,,DYER,UIL0084RI,,,,
GA007,,DYER,UIL0085RI,,,,
GA007,,DYER,UIL0086RI,,,,
GA007,,DYER,UIL0088RI,,,,
GA007,,DYER,UIL0089RI,,,,
GA007,,DYER,UIL0096RI,,,,
GA007,,DYER,UIL0100RI,,,,
GA007,,DYER,UIL0101RI,,,,
GA007,,DYER,UIL0102RI,,,,
GA007,,DYER,UIL0104RI,,,,
GA007,,DYER,UIL0110RI,,,,
GA007,,DYER,UIL0115RI,,,,
GA007,,DYER,UIL0125RI,,,,
GA007,,DYER,UIL0129RI,,,,
GA007,,DYER,UILBRIDYAL,,,,
GA007,,DYER,UIN0005YAL,,,,
GA007,,DYER,UIN0006RI01,,,,
GA007,,DYER,UIN0009RI01,,,,
GA007,,DYER,UIN0011YAL,,,,
GA007,,DYER,UIN0015YAL,,,,
GA007,,DYER,UIN0022RI,,,,
GA007,,DYER,UIN0023YAL,,,,
GA007,,DYER,UIN0024YAL,,,,
GA007,,DYER,UIN0027RI,,,,
GA007,,DYER,UIN0030RI,,,,
GA007,,DYER,UIN0031RI,,,,
GA007,,DYER,UIN0032RI,,,,
GA007,,DYER,UIN0036RI,,,,
GA007,,DYER,UIN0037RI,,,,
GA007,,DYER,UIN0038RI,,,,
GA007,,DYER,UIN0040RI,,,,
GA007,,DYER,UIN0042RI,,,,
GA007,,DYER,UIN0057RI,,,,
GA007,,DYER,UIN0063RI,,,,
GA007,,DYER,UIN0065RI,,,,
GA007,,DYER,UIN0070RI,,,,
GA007,,DYER,UIN0074RI,,,,
GA007,,DYER,UIN0075RI,,,,
GA007,,DYER,UIN0079RI,,,,
GA007,,DYER,UIN0081RI,,,,
GA007,,DYER,UIN0082RI,,,,
GA007,,DYER,UIN0084RI,,,,
GA007,,DYER,UIN0086RI,,,,
GA007,,DYER,UIN0087RI,,,,
GA007,,DYER,UIN0088RI,,,,
GA007,,DYER,UIN0120RI,,,,
GA007,,DYER,UIN0123RI,,,,
GA007,,DYER,UIN0124RI,,,,
GA007,,DYER,UIN0128RI,,,,
GA007,,DYER,UIN0129RI,,,,
GA007,,DYER,UIN0130RI,,,,
GA007,,DYER,UKY0002RI01,,,,
GA007,,DYER,UKY0005RI,,,,
GA007,,DYER,UKY0006RI,,,,
GA007,,DYER,UKY0009RI,,,,
GA007,,DYER,UKY0015RI,,,,
GA007,,DYER,UKY0016RI,,,,
GA007,,DYER,UKY0017RI,,,,
GA007,,DYER,UKY0021RI,,,,
GA007,,DYER,UKY0023RI,,,,
GA007,,DYER,UKY0028RI,,,,
GA007,,DYER,UMA0002RI,,,,
GA007,,DYER,UMA0033RI,,,,
GA007,,DYER,UMI0019RI,,,,
GA007,,DYER,UMO0002RI01,,,,
GA007,,DYER,UMO0015RI,,,,
GA007,,DYER,UNJ0013RI,,,,
GA007,,DYER,UNJ0035RI,,,,
GA007,"Batteries ""I"" and ""M""",DYER,UNY0001RAL,,2,,
GA007,,DYER,UNY0013YAL,,,,
GA007,,DYER,UNY0045RI,,,,
GA007,,DYER,UNY0060RI,,,,
GA007,,DYER,UNY0078RI,,,,
GA007,,DYER,UNY0102RI,,,,
GA007,,DYER,UNY0107RI,,,,
GA007,,DYER,UNY0119RI,,,,
GA007,,DYER,UNY0123RI,,,,
GA007,,DYER,UNY0136RI,,,,
GA007,,DYER,UNY0137RI,,,,
GA007,,DYER,UNY0149RI,,,,
GA007,,DYER,UNY0154RI,,,,
GA007,,DYER,UOH0001RI01,,,,
GA007,,DYER,UOH0002RI01,,,,
GA007,,DYER,UOH0005RI01,,,,
GA007,,DYER,UOH0006YAL,,,,
GA007,,DYER,UOH0007RI01,,,,
GA007,,DYER,UOH0009RI01,,,,
GA007,,DYER,UOH0013RI01,,,,
GA007,,DYER,UOH0015RI01,,,,
GA007,,DYER,UOH0019RI01,,,,
GA007,,DYER,UOH0021RI01,,,,
GA007,,DYER,UOH0026RI,,,,
GA007,,DYER,UOH0029RI,,,,
GA007,,DYER,UOH0033RI,,,,
GA007,,DYER,UOH0038RI,,,,
GA007,,DYER,UOH0040RI,,,,
GA007,,DYER,UOH0041RI,,,,
GA007,,DYER,UOH0049RI,,,,
GA007,,DYER,UOH0051RI,,,,
GA007,,DYER,UOH0055RI,,,,
GA007,,DYER,UOH0059RI,,,,
GA007,,DYER,UOH0061RI02,,,,
GA007,,DYER,UOH0064RI,,,,
GA007,,DYER,UOH0065RI,,,,
GA007,,DYER,UOH0066RI,,,,
GA007,,DYER,UOH0069RI,,,,
GA007,,DYER,UOH0073RI,,,,
GA007,,DYER,UOH0074RI,,,,
GA007,,DYER,UOH0082RI,,,,
GA007,,DYER,UOH0090RI,,,,
GA007,,DYER,UOH0092RI,,,,
GA007,,DYER,UOH0093RI,,,,
GA007,,DYER,UOH0094RI,,,,
GA007,,DYER,UOH0097RI,,,,
GA007,,DYER,UOH0098RI,,,,
GA007,,DYER,UOH0099RI,,,,
GA007,,DYER,UOH0100RI,,,,
GA007,,DYER,UOH0101RI,,,,
GA007,,DYER,UOH0104RI,,,,
GA007,,DYER,UOH0108RI,,,,
GA007,,DYER,UOH0111RI,,,,
GA007,,DYER,UOH0113RI,,,,
GA007,,DYER,UOH0121RI,,,,
GA007,,DYER,UOH0124RI,,,,
GA007,,DYER,UOH0125RI,,,,
GA007,,DYER,UPA000BYAL,,,,
GA007,,DYER,UPA000EYAL,,,,
GA007,,DYER,UPA0027RI,,,,
GA007,,DYER,UPA0028RI,,,,
GA007,,DYER,UPA0029RI,,,,
GA007,,DYER,UPA0073RI,,,,
GA007,,DYER,UPA0077RI,,,,
GA007,,DYER,UPA0078RI,,,,
GA007,,DYER,UPA0079RI,,,,
GA007,,DYER,UPA0109RI,,,,
GA007,,DYER,UPA0111RI,,,,
GA007,,DYER,UPA0147RI,,,,
GA007,,DYER,UTN0001RI,,,,
GA007,,DYER,UTN0005RI,,,,
GA007,,DYER,UTN0006RI,,,,
GA007,,DYER,UTN0008RI,,,,
GA007,,DYER,UUR0015RI,,,,
GA007,,DYER,UUR0016RI,,,,
GA007,,DYER,UUR0018RI,,,,
GA007,,DYER,UUR0019RI,,,,
GA007,,DYER,UWI0001RI01,,,,
GA007,,DYER,UWI0005YAL,,,,
GA007,,DYER,UWI0010RI,,,,
GA007,,DYER,UWI0015RI,,,,
GA007,,DYER,UWI0021RI,,,,
GA007,,DYER,UWI0024RI,,,,
GA007,,DYER,UWI0026RI,,,,
GA008,,CRUTE,CAL0027RI,,,,
GA008,,CRUTE,CAL0029RI,,,,
GA008,,CRUTE,CAL0037RI,,,,
GA008,,CRUTE,CAL0049RI,,,,
GA008,,CRUTE,CGA0057RI,,,,
GA008,,CRUTE,CLA0012RI,,,,
GA008,,CRUTE,CMS0001BS,,,,
GA008,,CRUTE,CMS0001RI01,,,,
GA008,,CRUTE,CMS0024RI,,,,
GA008,,CRUTE,CMS0027RI,,,,
GA008,,CRUTE,CMS0029RI,,,,
GA008,,CRUTE,CMS0030RI,,,,
GA008,,CRUTE,CMS0034RI,,,,
GA008,,DYER,UCT0005RI,,,,
GA008,,DYER,UCT0020RI,,,,
GA008,,DYER,UIA0001YAL,,,,
GA008,,DYER,UIA0002RI,,,,
GA008,,DYER,UIA0004RI,,,,
GA008,,DYER,UIA0006RI,,,,
GA008,,DYER,UIA0007RI,,,,
GA008,,DYER,UIA0008RC,,,,
GA008,,DYER,UIA0009RI,,,,
GA008,,DYER,UIA0025RI,,,,
GA008,,DYER,UIA0026RI,,,,
GA008,,DYER,UIA0031RI,,,,
GA008,,DYER,UIA0032RI,,,,
GA008,,DYER,UIA0039RI,,,,
GA008,"Batteries ""A,"" ""B,"" ""C,"" ""F,"" ""H"" and ""M""",DYER,UIL0001RAL,,6,,
GA008,,DYER,UIL0009RI01,,,,
GA008,,DYER,UIL0010RI01,,,,
GA008,,DYER,UIL0012RI01,,,,
GA008,,DYER,UIL0013RI,,,,
GA008,,DYER,UIL0015RC,,,,
GA008,,DYER,UIL0016RI,,,,
GA008,,DYER,UIL0019RI,,,,
GA008,,DYER,UIL0021RI,,,,
GA008,,DYER,UIL0022RI,,,,
GA008,,DYER,UIL0024RI,,,,
GA008,,DYER,UIL0026RI,,,,
GA008,,DYER,UIL0027RI,,,,
GA008,,DYER,UIL0034RI,,,,
GA008,,DYER,UIL0035RI,,,,
GA008,,DYER,UIL0036RI,,,,
GA008,,DYER,UIL0038RI,,,,
GA008,,DYER,UIL0042RI,,,,
GA008,,DYER,UIL0044RI,,,,
GA008,,DYER,UIL0048RI,,,,
GA008,,DYER,UIL0050RI,,,,
GA008,,DYER,UIL0051RI,,,,
