"cwsac_id","battle_name","battle_type_cwss","begin_date","end_date","state","theater_code","campaign_code","result","cas_kwm_mean","cas_kwm_var","partof_cwss","operation","forces_text","casualties_text","results_text","preservation","significance","cwsac1_url","partof_cwsac1","cwsac2_url","study_area","core_area","potnr_boundary","partof_cwsac2","interpretive_political","interpretive_commander_loss","interpretive_casualties","interpretive_tactics_strategy","interpretive_public_mind","interpretive_combat_arm","interpretive_military_firsts","interpretive_minority_troops","interpretive_economic","interpretive_archaelolgical","interpretive_logistics","interpretive_individual_bravery","interpretive_group_behavior","interpretive_joint_ops","interpretive_coop_armies","interpretive_naval","significance_jim","significance_ed","significance_bill","aad_url","battle_type_aad","partof_aad","shenandoah_url","partof_shenandoah","lat","long"
"GA011","Dallas","Combat","1864-05-28","1864-06-28","GA","MW","MW64-06","Union Victory",1880,8.33333,TRUE,0,"Military Division of Mississippi [US]; Army of Tennessee [CS]","5,400 total (US 2,400; CS 3,000)","Union victory","IV.1","C","http://www.nps.gov/hps/abpp/battles/ga011.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Adairsville to Davis Cross Roads.pdf",2965.42,852.47,0,TRUE,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"B","C","","http://aad.archives.gov/aad//GA011","Combat",TRUE,NA,FALSE,33.9127,-84.828
"GA012","Pickett's Mill","Assault","1864-05-27","1864-05-27","GA","MW","MW64-06","Confederate Victory",2050,8.33333,TRUE,0,"IV Corps [US]; Cleburne's Division and Brig. Gen. John H. Kelly's Brigade [CS]","2,100 total (US 1,600; CS 500)","Confederate victory","III.3","C","http://www.nps.gov/hps/abpp/battles/ga012.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Peachtree Creek to Waynesborough.pdf",1773.4,295.34,851.2,TRUE,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"B","C","","http://aad.archives.gov/aad//GA012","Combat",TRUE,NA,FALSE,33.975,-84.759
"GA013","Marietta Operations","Operations","1864-06-10","1864-07-03","GA","MW","MW64-06","Union Victory",0,0.0833333,TRUE,1,"Military Division of the Mississippi [US]; Army of Tennessee [CS]","Unknown","Union victory","IV.1","B","http://www.nps.gov/hps/abpp/battles/ga013.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Jonesborough to New Hope Church.pdf",60906.6,7935.61,0,TRUE,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"","B","","http://aad.archives.gov/aad//GA013A","Operation",TRUE,NA,FALSE,33.9531,-84.5499
"GA014","Kolb's Farm","Assault","1864-06-22","1864-06-22","GA","MW","MW64-06","Union Victory",1350,8.33333,TRUE,0,"Two corps [US]; Hood s Corps [CS]","1,350 total (US 350; CS 1,000)","Union victory","II.3","C","http://www.nps.gov/hps/abpp/battles/ga014.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Jonesborough to New Hope Church.pdf",3745.22,1894.7,836.87,TRUE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"","C","","http://aad.archives.gov/aad//GA014","Combat",TRUE,NA,FALSE,33.94,-84.58
"GA015","Kennesaw Mountain","Assault","1864-06-27","1864-06-27","GA","MW","MW64-06","Confederate Victory",4000,83333.3,TRUE,0,"Military Division of the Mississippi [US]; Army of Tennessee [CS]","4,000 total (US 3,000; CS 1,000)","Confederate victory","I.3","B","http://www.nps.gov/hps/abpp/battles/ga015.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Jonesborough to New Hope Church.pdf",15940.7,5498.21,3039.31,TRUE,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//GA015","Combat",TRUE,NA,FALSE,33.9363,-84.5979
"GA016","Peachtree Creek","Battle","1864-07-20","1864-07-20","GA","MW","MW64-06","Union Victory",6506,0.0833333,TRUE,0,"Army of the Cumberland [US]; Army of Tennessee [CS]","6,506 total (US 1,710; CS 4,796)","Union victory","IV.2","B","http://www.nps.gov/hps/abpp/battles/ga016.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Peachtree Creek to Waynesborough.pdf",6097.03,2092.04,0,TRUE,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"B","B","B","http://aad.archives.gov/aad//GA016","Battle",TRUE,NA,FALSE,33.8109,-84.4038
"GA017","Atlanta","Battle","1864-07-22","1864-07-22","GA","MW","MW64-06","Union Victory",12140,8.33333,TRUE,0,"Military Division of the Mississippi [US]; Army of Tennessee [CS]","12,140 total (US 3,641; CS 8,499)","Union victory","IV.2","B","http://www.nps.gov/hps/abpp/battles/ga017.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Adairsville to Davis Cross Roads.pdf",6986.79,3043.83,0,TRUE,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,"B","B","A","http://aad.archives.gov/aad//GA017","Battle",TRUE,NA,FALSE,33.7459,-84.3488
"GA018","Ezra Church","Battle","1864-07-28","1864-07-28","GA","MW","MW64-06","Union Victory",5342,0.0833333,TRUE,0,"Army of the Tennessee [US]; two corps of Army of Tennessee [CS]","3,562 total (US 562; CS 3,000)","Union victory","IV.2","B","http://www.nps.gov/hps/abpp/battles/ga018.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Ezra Church to Griswoldville.pdf",2719.21,1053.07,0,TRUE,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//GA018","Battle",TRUE,NA,FALSE,33.7528,-84.4392
"GA019","Utoy Creek","Assault","1864-08-05","1864-08-07","GA","MW","MW64-06","Indecisive",625,0.0833333,TRUE,0,"Army of the Ohio [US]; Army of Tennessee [CS]","Unknown","Inconclusive","IV.1","C","http://www.nps.gov/hps/abpp/battles/ga019.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Peachtree Creek to Waynesborough.pdf",2826.68,930.38,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C","D","","http://aad.archives.gov/aad//GA019","Assault",TRUE,NA,FALSE,33.7209,-84.4704
"GA020","Dalton II","No Data","1864-08-14","1864-08-15","GA","MW","MW64-06","Union Victory",0,0.0833333,TRUE,0,"District of Etowah [US]; Wheeler's cavalry force [CS]","Unknown","Union victory (The Confederates withdrew.)","","D","http://www.nps.gov/hps/abpp/battles/ga020.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Adairsville to Davis Cross Roads.pdf",6002.08,523.24,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","D","","http://aad.archives.gov/aad//GA020","Combat",TRUE,NA,FALSE,34.7889,-84.9807
"GA021","Lovejoy's Station","No Data","1864-08-20","1864-08-20","GA","MW","MW64-06","Confederate Victory",477,0.0833333,TRUE,0,"Kilpatrick's Cavalry Division [US]; Jackson's Cavalry Division [CS]","Unknown","Confederate victory","II.4","D","http://www.nps.gov/hps/abpp/battles/ga021.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Jonesborough to New Hope Church.pdf",3880.28,1135.86,1179.98,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//GA021","Combat",TRUE,NA,FALSE,33.4441,-84.3084
"GA022","Jonesborough","Battle","1864-08-31","1864-09-01","GA","MW","MW64-06","Union Victory",3149,0.0833333,TRUE,0,"Six corps [US]; two corps [CS]","3,149 total (US 1,149; CS 2,000)","Union victory","IV.2","A","http://www.nps.gov/hps/abpp/battles/ga022.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Jonesborough to New Hope Church.pdf",4656.82,2343.84,0,TRUE,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,"A","A","","http://aad.archives.gov/aad//GA022","Battle",TRUE,NA,FALSE,33.5307,-84.3621
"GA023","Allatoona","Engagement","1864-10-05","1864-10-05","GA","MW","MW64-13","Union Victory",1603,0.0833333,TRUE,0,"One brigade (1,944 men) [US]; one division (approx. 2,000 men) [CS]","1,505 total (US 706; CS 799)","Union victory","I.3","B","http://www.nps.gov/hps/abpp/battles/ga023.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Adairsville to Davis Cross Roads.pdf",1067.73,416.36,294.59,TRUE,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//GA023","Engagement",TRUE,NA,FALSE,34.116,-84.716
"GA024","Dalton III","Surrender","1864-10-13","1864-10-13","GA","MW","","Confederate Victory",751,0.0833333,TRUE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"","C","","http://aad.archives.gov/aad//GA024","Combat",TRUE,NA,FALSE,NA,NA
"GA025","Griswoldville","Engagement","1864-11-22","1864-11-22","GA","MW","MW64-12","Union Victory",712,0.0833333,TRUE,0,"2nd Brigade, 1st Division, XV Corps, Army of the Tennessee and two regiments of cavalry [US]; 1st Division Georgia Militia and Cavalry Corps, Department of South Carolina, Georgia, and Florida [CS]","712 total (US 62; CS 650)","Union victory","II.2","B","http://www.nps.gov/hps/abpp/battles/ga025.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Ezra Church to Griswoldville.pdf",7880.25,1627.79,5700.33,TRUE,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"","","C","http://aad.archives.gov/aad//GA025","Engagement",TRUE,NA,FALSE,32.8668,-83.4695
"GA026","Buck Head Creek","Engagement","1864-11-28","1864-11-28","GA","MW","MW64-12","Indecisive",646,0.0833333,TRUE,0,"3rd Cavalry Division, Military Division of the Mississippi [US]; cavalry corps, Department of South Carolina, Georgia, and Florida [CS]","646 total (US 46; CS 600)","Union victory","III.3","C","http://www.nps.gov/hps/abpp/battles/ga026.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Adairsville to Davis Cross Roads.pdf",3137.32,298.86,3137.32,TRUE,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//GA026","Engagement",TRUE,NA,FALSE,32.8991,-82.0255
"GA027","Waynesborough","Engagement","1864-12-04","1864-12-04","GA","MW","MW64-12","Union Victory",440,8.33333,TRUE,0,"3rd Cavalry Division, Military Division of the Mississippi [US]; Cavalry Command, Army of Tennessee [CS]","440 total (US 190; CS 250)","Union victory","IV.1","C","http://www.nps.gov/hps/abpp/battles/ga027.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Peachtree Creek to Waynesborough.pdf",10572.5,1293.37,4907.14,TRUE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"","C","","http://aad.archives.gov/aad//GA027","Engagement",TRUE,NA,FALSE,33.0897,-82.0158
"GA028","Fort Mcallister II","No Data","1864-12-13","1864-12-13","GA","MW","MW64-12","Union Victory",384,0.0833333,TRUE,0,"2nd Division, XV Corps, Army of the Tennessee [US]; Fort McAllister Garrison (120 men) [CS]","205 total (US 134; CS 71)","Union victory","III.2","B","http://www.nps.gov/hps/abpp/battles/ga028.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Ezra Church to Griswoldville.pdf",4198.44,1552.41,2514.54,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","B","","http://aad.archives.gov/aad//GA028","Engagement",TRUE,NA,FALSE,31.8888,-81.1941
"ID001","Bear River","No Data","1863-01-29","1863-01-29","ID","PC","PC63-01","Union Victory",315,0.0833333,TRUE,0,"District of Utah [US]; Shoshoni Indians [I]","451 total (US 67; I 384)","Union victory (massacre)","III.3","C","http://www.nps.gov/hps/abpp/battles/id001.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/CWSACReportFarWestUpdate.pdf",2000,448.48,2000,TRUE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"C","","D","http://aad.archives.gov/aad//ID001","Engagement",TRUE,NA,FALSE,NA,NA
"IN001","Corydon","No Data","1863-07-09","1863-07-09","IN","MW","MW63-05","Confederate Victory",411,0.0833333,TRUE,0,"2,200 total (US 400; CS 1,800)","401 total (US 360; CS 41)","Confederate victory","III.3","C","http://www.nps.gov/hps/abpp/battles/in001.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/CWSACReportIndianaUpdatewithCover.pdf",3806.29,280.31,2456.81,TRUE,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"C","D","C","http://aad.archives.gov/aad//IN001","Skirmish",TRUE,NA,FALSE,38.199,-86.129
"KS001","Lawrence","No Data","1863-08-21","1863-08-21","KS","TM","TM63-06","Confederate Victory",NA,NA,TRUE,0,"No Union troops [US]; Quantrill's Raiders and other guerrillas [CS]","204 total (US 164; CS 40)","Confederate victory","IV.2","C","http://www.nps.gov/hps/abpp/battles/ks001.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/CWSACReportKansasUpdate.pdf",914.77,386.94,0,TRUE,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"","D","C","http://aad.archives.gov/aad//KS001","Massacre",TRUE,NA,FALSE,NA,NA
"KS002","Baxter Springs","Action","1863-10-06","1863-10-06","KS","TM","TM63-09","Confederate Victory",106,0.0833333,TRUE,0,"Detachments from three regiments and an escort [US]; Quantrill's Raiders (approx. 400) [CS]","106 total (US 103; CS 3)","Confederate victory","IV.2","C","http://www.nps.gov/hps/abpp/battles/ks002.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/CWSACReportKansasUpdate.pdf",736.21,333.22,0,TRUE,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"","C","","http://aad.archives.gov/aad//KS002","Action",TRUE,NA,FALSE,37.0308,-94.735
"KS003","Mine Creek","Engagement","1864-10-25","1864-10-25","KS","TM","TM64-05","Union Victory",950,8.33333,TRUE,0,"Provisional cavalry division [US]; cavalry division [CS]","1,300 total (US 100; CS 1,200)","Union victory","III.3","C","http://www.nps.gov/hps/abpp/battles/ks003.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/CWSACReportKansasUpdate.pdf",12189.4,1233.92,9219.06,TRUE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//KS003","Engagement",TRUE,NA,FALSE,38.141,-94.7246
"KS004","Marais Des Cygnes","Engagement","1864-10-25","1864-10-25","KS","TM","TM64-05","Union Victory",NA,NA,TRUE,0,"Provisional cavalry division [US]; cavalry division [CS]","Unknown","Union victory","III.3","C","http://www.nps.gov/hps/abpp/battles/ks004.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/CWSACReportKansasUpdate.pdf",4930.85,1589.31,4573.82,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//KS004","Engagement",TRUE,NA,FALSE,38.2552,-94.6783
"KY001","Barbourville","Action","1861-09-19","1861-09-19","KY","MW","MW61-01","Confederate Victory",20,8.33333,TRUE,0,"Home Guard (approx. 300 men) [US]; detachment of approx. 800 men under command of Col. Joel A. Battle [CS]","20 total (US 15; CS 5)","Confederate victory","IV.2","D","http://www.nps.gov/hps/abpp/battles/ky001.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/CWSACReportKentuckyUpdate.pdf",940.11,101.42,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","D","","http://aad.archives.gov/aad//KY001","Action",TRUE,NA,FALSE,36.8611,-83.8794
"KY002","Camp Wildcat","Action","1861-10-21","1861-10-21","KY","MW","MW61-01","Union Victory",96,0.0833333,TRUE,0,"Camp Wildcat Garrison and Schoepf's Brigade (approx. 7,000 men) [US]; Zollicoffer's Brigade [CS]","78 total (US 25; CS 53)","Union victory","III.3","C","http://www.nps.gov/hps/abpp/battles/ky002.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/CWSACReportKentuckyUpdate.pdf",2245.51,710.34,1804.92,TRUE,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,"C","","","http://aad.archives.gov/aad//KY002","Action",TRUE,NA,FALSE,37.2634,-84.1996
"KY003","Ivy Mountain","Engagement","1861-11-08","1861-11-09","KY","MW","MW61-01","Indecisive",293,0.0833333,TRUE,0,"Combination of detachments from twelve Union Ohio and Kentucky units [US]; nine companies of infantry and two of mounted men (1,010 men) [CS]","293 total (US 30; CS 263)","Union victory (Indecisive, but Confederates withdrew.)","IV.2","D","http://www.nps.gov/hps/abpp/battles/ky003.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/CWSACReportKentuckyUpdate.pdf",8182.2,258.6,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//KY003","Engagement",TRUE,NA,FALSE,37.5956,-82.6733
"KY004","Rowlett's Station","Action","1861-12-17","1861-12-17","KY","MW","MW61-01","Indecisive",131,0.0833333,TRUE,0,"32nd Indiana Volunteer Infantry Regiment [US]; Terry's Texas Rangers, 7th Texas Cavalry and 1st Arkansas Battalion (approx. 1,350 men) [CS]","131 total (US 40; CS 91)","Indecisive","III.4","D","http://www.nps.gov/hps/abpp/battles/ky004.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/CWSACReportKentuckyUpdate.pdf",2267.74,656.82,969.43,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","D","","http://aad.archives.gov/aad//KY004","Action",TRUE,NA,FALSE,37.2498,-85.8935
"KY005","Middle Creek","Engagement","1862-01-10","1862-01-10","KY","MW","MW62-01","Indecisive",92,0.0833333,TRUE,0,"18th Brigade [US]; brigade [CS]","92 total (US 27; CS 65)","Union victory (indecisive)","III.3","C","http://www.nps.gov/hps/abpp/battles/ky005.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/CWSACReportKentuckyUpdate.pdf",1462.19,248.8,288.09,TRUE,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"C","B","C","http://aad.archives.gov/aad//KY005","Engagement",TRUE,NA,FALSE,37.6507,-82.8147
"KY006","Mill Springs","Engagement","1862-01-19","1862-01-19","KY","MW","MW62-01","Union Victory",791,0.0833333,TRUE,0,"1st Division, Army of the Ohio, and Brig. Gen. A. Schoepf's Brigade (total of four brigades) [US]; division of two brigades [CS]","671 total (US 232; CS 439)","Union victory","I.3","B","http://www.nps.gov/hps/abpp/battles/ky006.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/CWSACReportKentuckyUpdate.pdf",4434.58,1193.7,1749.35,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","A","","http://aad.archives.gov/aad//KY006","Engagement",TRUE,NA,FALSE,37.0562,-84.7383
"KY007","Richmond","Battle","1862-08-29","1862-08-30","KY","MW","MW62-04","Confederate Victory",6223,0.0833333,TRUE,0,"1st and 2nd Brigades, Army of Kentucky [US]; Army of Kentucky [CS]","5,650 total (US 4,900; CS 750)","Confederate victory","II.2","B","http://www.nps.gov/hps/abpp/battles/ky007.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/CWSACReportKentuckyUpdate.pdf",9706.73,3178.78,1209.87,TRUE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"","B","","http://aad.archives.gov/aad//KY007","Battle",TRUE,NA,FALSE,37.6848,-84.2594
"KY008","Munfordville","Siege","1862-09-14","1862-09-17","KY","MW","MW62-04","Confederate Victory",4433,0.0833333,TRUE,0,"Union garrison [US]; Army of the Mississippi [CS]","4,862 total (US 4,148; CS 714)","Confederate victory","II.2","B","http://www.nps.gov/hps/abpp/battles/ky008.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/CWSACReportKentuckyUpdate.pdf",8652.18,769.78,1128.72,TRUE,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"B","","","http://aad.archives.gov/aad//KY008","Siege",TRUE,NA,FALSE,37.2622,-85.8901
"KY009","Perryville","Battle","1862-10-08","1862-10-08","KY","MW","MW62-04","Union Victory (strategic)",7607,0.0833333,TRUE,0,"Army of the Ohio [US]; Army of the Mississippi [CS]","7,407 total (US 4,211; CS 3,196)","Union strategic victory","I.1","A","http://www.nps.gov/hps/abpp/battles/ky009.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/CWSACReportKentuckyUpdate.pdf",16664.9,2218.75,9765.92,TRUE,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"","A","A","http://aad.archives.gov/aad//KY009","Battle",TRUE,NA,FALSE,37.6752,-84.9711
"KY010","Paducah","Occupation","1864-03-25","1864-03-25","KY","MW","MW64-05","Confederate Victory",140,8.33333,TRUE,0,"Union Garrison (approx. 650 men) [US]; Forrest's Cavalry Department [CS]","140 total (US 90; CS 50)","Confederate victory","IV.2","C","http://www.nps.gov/hps/abpp/battles/ky010.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/CWSACReportKentuckyUpdate.pdf",3038.55,162.9,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","C","","http://aad.archives.gov/aad//KY010","Attack",TRUE,NA,FALSE,37.0931,-88.6058
"KY011","Cynthiana","Battle","1864-06-11","1864-06-12","KY","MW","MW64-07","Union Victory",2092,0.0833333,TRUE,0,"168th Regiment Ohio Volunteer Infantry, 171st Ohio National Guard, and the Kentucky Harrison County Home Guards [US]; Morgan's Division [CS]","2,092 total (US 1,092; CS 1,000)","Union victory","II.3","C","http://www.nps.gov/hps/abpp/battles/ky011.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/CWSACReportKentuckyUpdate.pdf",9394.7,1061.33,830.04,TRUE,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"C","C","C","http://aad.archives.gov/aad//KY011","Action",TRUE,NA,FALSE,38.407,-84.3056
"LA001","Forts Jackson and Saint Philip","Bombardment and Capture","1862-04-18","1862-04-28","LA","LS","LS62-02","Union Victory",1011,0.0833333,TRUE,0,"West Gulf Blockading Squadron [US]; Garrisons of Forts Jackson and St. Philip and the crews of various ships [CS]","1,011 total (US 229; CS 782)","Union victory","IV.1","A","http://www.nps.gov/hps/abpp/battles/la001.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Fort DeRussy to LaFourche Crossing.pdf",14619.3,5005.22,13693.6,TRUE,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,"","A","","http://aad.archives.gov/aad//LA001","Bombardment & Capture",TRUE,NA,FALSE,29.3573,-89.4594
"LA002","New Orleans","No Data","1862-04-25","1862-05-01","LA","LS","LS62-02","Union Victory",0,0.0833333,TRUE,0,"Department of the Gulf [US]; Department No. 1 [CS]","None","Union victory","IV.1","B","http://www.nps.gov/hps/abpp/battles/la002.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Mansfield to New Orleans.pdf",24610.8,534.16,0,TRUE,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"C","A","","http://aad.archives.gov/aad//LA002","Occupation",TRUE,NA,FALSE,29.9575,-90.0631
"LA003","Baton Rouge","No Data","1862-08-05","1862-08-05","LA","LS","LS62-05","Union Victory",849,0.0833333,TRUE,0,"2nd Brigade, Department of the Gulf [US]; Breckinridge's Corps [CS]","849 total (US 371; CS 478)","Union victory","IV.1","B","http://www.nps.gov/hps/abpp/battles/la003.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Baton Rouge to Fort Bisland.pdf",15564.2,5187.8,0,TRUE,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","B","","http://aad.archives.gov/aad//LA003","Engagement",TRUE,NA,FALSE,30.451,-91.1676
"LA004","Donaldsonville I","No Data","1862-08-09","1862-08-09","LA","LS","LS62-05","Union Victory",NA,NA,TRUE,0,"Three Navy ships [US]; a few partisans [CS]","None known","Union victory (inconclusive)","IV.2","D","http://www.nps.gov/hps/abpp/battles/la004.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Baton Rouge to Fort Bisland.pdf",3610.11,456.54,3272.14,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","D","","http://aad.archives.gov/aad//LA004","Bombardment",TRUE,NA,FALSE,30.1,-90.99
"LA005","Georgia Landing","Action","1862-10-27","1862-10-27","LA","LS","LS62-07","Union Victory",315,0.0833333,TRUE,0,"Reserve brigade, Department of the Gulf [US]; 18th Louisiana Infantry Regiment, Crescent Regiment, Ralston's Battery, Detachment of Cavalry, 33rd Louisiana Infantry Regiment, Terre Bonne Regiment Louisiana Militia, Semmes's Battery and 2nd Louisiana Cavalry Regiment (approx. 1,392 men) [CS]","315 total (US 86; CS 229)","Union victory","IV.1","C","http://www.nps.gov/hps/abpp/battles/la005.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Fort DeRussy to LaFourche Crossing.pdf",3140.48,582.14,469.32,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D","D","C","http://aad.archives.gov/aad//LA005","Action",TRUE,NA,FALSE,29.8604,-90.9811
"LA006","Fort Bisland","Engagement","1863-04-12","1863-04-13","LA","LS","LS63-02","Union Victory",674,0.0833333,TRUE,0,"Banks's Department of the Gulf, XIX Army Corps [US]; District of Western Louisiana [CS]","Total 684 (US 234; CS 450)","Union victory","IV.1","D","http://www.nps.gov/hps/abpp/battles/la006.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Baton Rouge to Fort Bisland.pdf",9895.8,2648.92,2487.84,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","D","","http://aad.archives.gov/aad//LA006","Engagement",TRUE,NA,FALSE,29.7101,-91.351
