cwsac,combatant,forces_text,description,armies,artillery_batteries,artillery_companies,artillery_regiments,artillery_sections,brigades,cavalry_brigades,cavalry_companies,cavalry_corps,cavalry_divisions,cavalry_regiments,companies,corps,divisions,guns,infantry_regiments,regiments,ships,strength,strength_other
WV003,US,"Department of the Ohio, force at Roaring Creek (approx. 3,000 men) and force at Hart Farm (approx. 1,900 men) [US]; Camp Garnett Garrison and associated regiments (approx. 1,300 men) [CS]","Department of the Ohio, force at Roaring Creek (approx. 3,000 men) and force at Hart Farm (approx. 1,900 men)",,,,,,,,,,,,,,,,,,,4900,
VA103,CS,"Garrison, 1,063 [US]; Brigade, 3,000 [CS]","Brigade, 3,000",,,,,,,,,,,,,,,,,,,3000,
VA103,US,"Garrison, 1,063 [US]; Brigade, 3,000 [CS]","Garrison, 1,063",,,,,,,,,,,,,,,,,,,1063,
VA020,CS,"Armies (32,000 US; 29,000 CS)","29,000",,,,,,,,,,,,,,,,,,,29000,
VA020,US,"Armies (32,000 US; 29,000 CS)","32,000",,,,,,,,,,,,,,,,,,,32000,
WV016,CS,"V Corps, Army of the Potomac [US]; A.P. Hill’s Division, Army of Northern Virginia [CS]","A.P. Hill’s Division, Army of Northern Virginia",,,,,,,,,,,,,,1,,,,,,
WV016,US,"V Corps, Army of the Potomac [US]; A.P. Hill’s Division, Army of Northern Virginia [CS]","V Corps, Army of the Potomac",,,,,,,,,,,,,1,,,,,,,
VA057,CS,Corps (unknown US; unknown CS),unknown,,,,,,,,,,,,,1,,,,,,,
VA057,US,Corps (unknown US; unknown CS),unknown,,,,,,,,,,,,,1,,,,,,,
AL007,CS,"Cavalry Corps, Military Division of the Mississippi [US]; Cavalry Corps, Department of Alabama, Mississippi, and East Louisiana; General Daniel W. Adams' state reserves; citizens of Selma who volunteered to man the defenses [CS]","Cavalry Corps, Department of Alabama, Mississippi, and East Louisiana; General Daniel W. Adams' state reserves; citizens of Selma who volunteered to man the defenses",,,,,,,,,1,,,,,,,,,,,
AL007,US,"Cavalry Corps, Military Division of the Mississippi [US]; Cavalry Corps, Department of Alabama, Mississippi, and East Louisiana; General Daniel W. Adams' state reserves; citizens of Selma who volunteered to man the defenses [CS]","Cavalry Corps, Military Division of the Mississippi",,,,,,,,,1,,,,,,,,,,,
VA078,CS,Divisions (unknown US; unknown CS),unknown,,,,,,,,,,,,,,1,,,,,,
VA078,US,Divisions (unknown US; unknown CS),unknown,,,,,,,,,,,,,,1,,,,,,
MS002,CS,Army of the Mississippi [US]; Army of the West Tennessee [CS],Army of the West Tennessee,1,,,,,,,,,,,,,,,,,,,
MS002,US,Army of the Mississippi [US]; Army of the West Tennessee [CS],Army of the Mississippi,1,,,,,,,,,,,,,,,,,,,
NC002,CS,Department of North Carolina and the North Atlantic Blockading Squadron [US]; Wise’s Legion [CS],Wise’s Legion,,,,,,,,,,,,,,,,,,,,
NC002,US,Department of North Carolina and the North Atlantic Blockading Squadron [US]; Wise’s Legion [CS],Department of North Carolina and the North Atlantic Blockading Squadron,,,,,,,,,,,,,,,,,,,,
GA013,CS,Military Division of the Mississippi [US]; Army of Tennessee [CS],Army of Tennessee,1,,,,,,,,,,,,,,,,,,,
GA013,US,Military Division of the Mississippi [US]; Army of Tennessee [CS],Military Division of the Mississippi,,,,,,,,,,,,,,,,,,,,
VA021,CS,"Armies (approximately 80,000 US; approximately 80,000 CS)","approximately 80,000",,,,,,,,,,,,,,,,,,,80000,
VA021,US,"Armies (approximately 80,000 US; approximately 80,000 CS)","approximately 80,000",,,,,,,,,,,,,,,,,,,80000,
AR011,CS,"5th Kansas Cavalry, 1st Indiana Cavalry, one company of Missouri State Militia, and 300 freedmen volunteers [US]; Marmaduke’s Cavalry Division [CS]",Marmaduke’s Cavalry Division,,,,,,,,,,1,,,,,,,,,,
AR011,US,"5th Kansas Cavalry, 1st Indiana Cavalry, one company of Missouri State Militia, and 300 freedmen volunteers [US]; Marmaduke’s Cavalry Division [CS]","5th Kansas Cavalry, 1st Indiana Cavalry, one company of Missouri State Militia, and 300 freedmen volunteers",,,,,,,,,,,2,1,,,,,,,,300
TN016,CS,"Army of Kentucky [US]; 1st Cavalry Corps, Army of Tennessee [CS]","1st Cavalry Corps, Army of Tennessee",,,,,,,,,1,,,,,,,,,,,
TN016,US,"Army of Kentucky [US]; 1st Cavalry Corps, Army of Tennessee [CS]",Army of Kentucky,1,,,,,,,,,,,,,,,,,,,
VA051,CS,Divisions (unknown US; unknown CS),unknown,,,,,,,,,,,,,,1,,,,,,
VA051,US,Divisions (unknown US; unknown CS),unknown,,,,,,,,,,,,,,1,,,,,,
SC001,CS,1st United States Artillery [US]; Provisional Forces of the Confederate States in Charleston Harbor [CS],Provisional Forces of the Confederate States in Charleston Harbor,,,,,,,,,,,,,,,,,,,,
SC001,US,1st United States Artillery [US]; Provisional Forces of the Confederate States in Charleston Harbor [CS],1st United States Artillery,,,,,,,,,,,,,,,,,,,,
NC017,CS,"Major General Jacob D. Cox’s Provisional Corps [US]; Major Generals Robert F. Hoke and Daniel H. Hill’s Division’s, Department of North Carolina [CS]","Major Generals Robert F. Hoke and Daniel H. Hill’s Division’s, Department of North Carolina",,,,,,,,,,,,,,2,,,,,,
NC017,US,"Major General Jacob D. Cox’s Provisional Corps [US]; Major Generals Robert F. Hoke and Daniel H. Hill’s Division’s, Department of North Carolina [CS]",Major General Jacob D. Cox’s Provisional Corps,,,,,,,,,,,,,1,,,,,,,
MN002,US,"6th Minnesota Volunteer Infantry, other volunteers [US]; Santee Sioux [I]","6th Minnesota Volunteer Infantry, other volunteers",,,,,,,,,,,,,,,,,1,,,
MN002,I,"6th Minnesota Volunteer Infantry, other volunteers [US]; Santee Sioux [I]",Santee Sioux,,,,,,,,,,,,,,,,,,,,
TN017,CS,"Wilder’s Brigade, XIV Army Corps, Army of the Cumberland [US]; two brigades, Stewart’s Division, Hardee’s Corps, Army of Tennessee, and 1st (3rd) Kentucky Cavalry Regiment [CS]","two brigades, Stewart’s Division, Hardee’s Corps, Army of Tennessee, and 1st (3rd) Kentucky Cavalry Regiment",,,,,,2,,,,,1,,,,,,,,,
TN017,US,"Wilder’s Brigade, XIV Army Corps, Army of the Cumberland [US]; two brigades, Stewart’s Division, Hardee’s Corps, Army of Tennessee, and 1st (3rd) Kentucky Cavalry Regiment [CS]","Wilder’s Brigade, XIV Army Corps, Army of the Cumberland",,,,,,1,,,,,,,,,,,,,,
VA053,CS,"Armies (30,000 US; 18,000 CS)","18,000",,,,,,,,,,,,,,,,,,,18000,
VA053,US,"Armies (30,000 US; 18,000 CS)","30,000",,,,,,,,,,,,,,,,,,,30000,
VA114,CS,"Divisions (5,000 US; 8,000 CS)","8,000",,,,,,,,,,,,,,,,,,,8000,
VA114,US,"Divisions (5,000 US; 8,000 CS)","5,000",,,,,,,,,,,,,,,,,,,5000,
TN005,CS,Negley’s division [US]; Chattanooga garrison [CS],Chattanooga garrison,,,,,,,,,,,,,,,,,,,,
TN005,US,Negley’s division [US]; Chattanooga garrison [CS],Negley’s division,,,,,,,,,,,,,,1,,,,,,
MS004,CS,"Mississippi Squadron and Companies A, B, D, F, G, H, and K of the 58th Ohio Volunteer Infantry Regiment [US]; Grand Gulf Garrison [CS]",Grand Gulf Garrison,,,,,,,,,,,,,,,,,,,,
MS004,US,"Mississippi Squadron and Companies A, B, D, F, G, H, and K of the 58th Ohio Volunteer Infantry Regiment [US]; Grand Gulf Garrison [CS]","Mississippi Squadron and Companies A, B, D, F, G, H, and K of the 58th Ohio Volunteer Infantry Regiment",,,,,,,,,,,,,,,,,1,,,
GA012,CS,"IV Corps, Military Division of the Mississippi [US]; Cleburne's Division and Kelly's Cavalry Division, Army of Tennessee [CS]","Cleburne's Division and Kelly's Cavalry Division, Army of Tennessee",,,,,,,,,,1,,,,1,,,,,,
GA012,US,"IV Corps, Military Division of the Mississippi [US]; Cleburne's Division and Kelly's Cavalry Division, Army of Tennessee [CS]","IV Corps, Military Division of the Mississippi",,,,,,,,,,,,,1,,,,,,,
VA029,CS,"Divisions, 2,100 [US]; Brigade, 800 [CS]","Brigade, 800",,,,,,,,,,,,,,,,,,,800,
VA029,US,"Divisions, 2,100 [US]; Brigade, 800 [CS]","Divisions, 2,100",,,,,,,,,,,,,,,,,,,2100,
VA096,CS,"3rd US Cavalry Division, approximately 4,000 [US]; Artillery Train, approximately 3,000 [CS]","Artillery Train, approximately 3,000",,,,,,,,,,,,,,,,,,,3000,
VA096,US,"3rd US Cavalry Division, approximately 4,000 [US]; Artillery Train, approximately 3,000 [CS]","3rd US Cavalry Division, approximately 4,000",,,,,,,,,,,,,,,,,,,4000,
MS003,CS,"Right Wing, Army of the Tennessee and Mississippi River Squadron [US]; Department of Mississippi and East Louisiana [CS]",Department of Mississippi and East Louisiana,,,,,,,,,,,,,,,,,,,,
MS003,US,"Right Wing, Army of the Tennessee and Mississippi River Squadron [US]; Department of Mississippi and East Louisiana [CS]","Right Wing, Army of the Tennessee and Mississippi River Squadron",0.5,,,,,,,,,,,,,,,,,,,
MO016,CS,"Division, Army of Kansas [US]; Cooper’s Division [CS]",Cooper’s Division,,,,,,,,,,,,,,1,,,,,,
MO016,US,"Division, Army of Kansas [US]; Cooper’s Division [CS]","Division, Army of Kansas",,,,,,,,,,,,,,1,,,,,,
KY010,CS,"Union garrison (8th Colored Heavy Artillery, 16th Kentucky Cavalry, and Companies C, H, and K, 122nd Illinois Infantry) and Gunboats: USS Peosta – Tinclad Side Wheel Steamer, USS Paw Paw (Gunboat #31) – Tinclad Center Wheel Steamer [US]; 3rd, 7th, 8th, and 12th Regiments, Kentucky Cavalry [CS]","3rd, 7th, 8th, and 12th Regiments, Kentucky Cavalry",,,,,,,,,,,4,,,,,,,,,
KY010,US,"Union garrison (8th Colored Heavy Artillery, 16th Kentucky Cavalry, and Companies C, H, and K, 122nd Illinois Infantry) and Gunboats: USS Peosta – Tinclad Side Wheel Steamer, USS Paw Paw (Gunboat #31) – Tinclad Center Wheel Steamer [US]; 3rd, 7th, 8th, and 12th Regiments, Kentucky Cavalry [CS]","Union garrison (8th Colored Heavy Artillery, 16th Kentucky Cavalry, and Companies C, H, and K, 122nd Illinois Infantry) and Gunboats: USS Peosta – Tinclad Side Wheel Steamer, USS Paw Paw (Gunboat #31) – Tinclad Center Wheel Steamer",,,,1,,,,,,,1,3,,,,,,,,
ID001,US,District of Utah [US]; Shoshone Indians [I],District of Utah,,,,,,,,,,,,,,,,,,,,
ID001,I,District of Utah [US]; Shoshone Indians [I],Shoshone Indians,,,,,,,,,,,,,,,,,,,,
WV004,CS,7th Ohio Regiment [US]; Confederate forces in the Kanawha Valley [CS],Confederate forces in the Kanawha Valley,,,,,,,,,,,,,,,,,,,,
WV004,US,7th Ohio Regiment [US]; Confederate forces in the Kanawha Valley [CS],7th Ohio Regiment,,,,,,,,,,,,,,,,,1,,,
GA001,CS,Port Royal Expeditionary Force [US]; Fort Pulaski garrison [CS],Fort Pulaski garrison,,,,,,,,,,,,,,,,,,,,
GA001,US,Port Royal Expeditionary Force [US]; Fort Pulaski garrison [CS],Port Royal Expeditionary Force,,,,,,,,,,,,,,,,,,,,
VA066,CS,Divisions (unknown US; unknown CS),unknown,,,,,,,,,,,,,,1,,,,,,
VA066,US,Divisions (unknown US; unknown CS),unknown,,,,,,,,,,,,,,1,,,,,,
GA002,CS,Flotilla from the South Atlantic Blockading Squadron [US]; Fort McAllister garrison [CS],Fort McAllister garrison,,,,,,,,,,,,,,,,,,,,
GA002,US,Flotilla from the South Atlantic Blockading Squadron [US]; Fort McAllister garrison [CS],Flotilla from the South Atlantic Blockading Squadron,,,,,,,,,,,,,,,,,,,,
NC018,CS,3rd Cavalry Division [US]; Hampton’s Cavalry Command (Wheeler’s Cavalry Corps and Butler’s Division)[CS],Hampton’s Cavalry Command (Wheeler’s Cavalry Corps and Butler’s Division),,,,,,,,,1,1,,,,,,,,,,
NC018,US,3rd Cavalry Division [US]; Hampton’s Cavalry Command (Wheeler’s Cavalry Corps and Butler’s Division)[CS],3rd Cavalry Division,,,,,,,,,,,,,,1,,,,,,
MO001,CS,"Battery F, 2nd US Artillery, Company B, 2nd US Infantry, Two Recruit Companies, 4th US Artillery, 1st and 2nd Regiments Missouri Volunteers [US]; Missouri State Guard [CS]",Missouri State Guard,,,,,,,,,,,,,,,,,,,,
MO001,US,"Battery F, 2nd US Artillery, Company B, 2nd US Infantry, Two Recruit Companies, 4th US Artillery, 1st and 2nd Regiments Missouri Volunteers [US]; Missouri State Guard [CS]","Battery F, 2nd US Artillery, Company B, 2nd US Infantry, Two Recruit Companies, 4th US Artillery, 1st and 2nd Regiments Missouri Volunteers",,1,,,,,,,,,,3,,,,,2,,,
MD003,CS,"Army of the Potomac, 60,000 [US]; Army of Northern Virginia, 40,000 [CS]","Army of Northern Virginia, 40,000",,,,,,,,,,,,,,,,,,,40000,
MD003,US,"Army of the Potomac, 60,000 [US]; Army of Northern Virginia, 40,000 [CS]","Army of the Potomac, 60,000",,,,,,,,,,,,,,,,,,,60000,
GA009,CS,"2nd and 3rd Divisions, IV Corps, Army of the Cumberland [US]; Cheatham’s Division, Hardee’s Corps, Army of Tennessee [CS]","Cheatham’s Division, Hardee’s Corps, Army of Tennessee",,,,,,,,,,,,,,1,,,,,,
GA009,US,"2nd and 3rd Divisions, IV Corps, Army of the Cumberland [US]; Cheatham’s Division, Hardee’s Corps, Army of Tennessee [CS]","2nd and 3rd Divisions, IV Corps, Army of the Cumberland",,,,,,,,,,,,,,2,,,,,,
VA107,CS,"Garrison, 7,000 [US]; II Corps, 12,500 [CS]","II Corps, 12,500",,,,,,,,,,,,,,,,,,,12500,
VA107,US,"Garrison, 7,000 [US]; II Corps, 12,500 [CS]","Garrison, 7,000",,,,,,,,,,,,,,,,,,,7000,
LA018,CS,Red River Expeditionary Force [US]; Department of West Louisiana [CS],Department of West Louisiana,,,,,,,,,,,,,,,,,,,,
LA018,US,Red River Expeditionary Force [US]; Department of West Louisiana [CS],Red River Expeditionary Force,,,,,,,,,,,,,,,,,,,,
MO020,CS,"Cape Girardeau Garrison [US]; 4th Division, First Corps, TransMississippi Department [CS]","4th Division, First Corps, TransMississippi Department",,,,,,,,,,,,,,1,,,,,,
MO020,US,"Cape Girardeau Garrison [US]; 4th Division, First Corps, TransMississippi Department [CS]",Cape Girardeau Garrison,,,,,,,,,,,,,,,,,,,,
VA047,CS,"Divisions (8,000 US; 2,600 CS)","2,600",,,,,,,,,,,,,,,,,,,2600,
VA047,US,"Divisions (8,000 US; 2,600 CS)","8,000",,,,,,,,,,,,,,,,,,,8000,
VA019,CS,"II Corps, 26,000 [US]; Division, 14,000 [CS]","Division, 14,000",,,,,,,,,,,,,,,,,,,14000,
VA019,US,"II Corps, 26,000 [US]; Division, 14,000 [CS]","II Corps, 26,000",,,,,,,,,,,,,,,,,,,26000,
VA101,CS,"Divisions (8,500 US; 3,800 CS)","3,800",,,,,,,,,,,,,,,,,,,3800,
VA101,US,"Divisions (8,500 US; 3,800 CS)","8,500",,,,,,,,,,,,,,,,,,,8500,
VA117,CS,Divisions (unknown US; unknown CS),unknown,,,,,,,,,,,,,,1,,,,,,
VA117,US,Divisions (unknown US; unknown CS),unknown,,,,,,,,,,,,,,1,,,,,,
WV001,CS,"Indiana, Ohio, and Virginia Volunteers (approx. 3,000 men) [US]; Recruits (approx. 800 men) [CS]",Recruits (approx. 800 men),,,,,,,,,,,,,,,,,,,800,
WV001,US,"Indiana, Ohio, and Virginia Volunteers (approx. 3,000 men) [US]; Recruits (approx. 800 men) [CS]","Indiana, Ohio, and Virginia Volunteers (approx. 3,000 men)",,,,,,,,,,,,,,,,,,,3000,
VA090,CS,"Divisions (1,500 US; 3,000 CS)","3,000",,,,,,,,,,,,,,,,,,,3000,
VA090,US,"Divisions (1,500 US; 3,000 CS)","1,500",,,,,,,,,,,,,,,,,,,1500,
MO022,CS,"Garrison consisting of parts of the 43rd Missouri Infantry, 4th Provisional Regiment Enrolled Missouri Militia, 9th Cavalry Missouri State Militia, 13th Missouri Cavalry, and two companies of citizen militia [US]; Marmaduke’s Brigade, Marmaduke’s Division, and Jackman’s Brigade and Collins’ Missouri Battery, Shelby’s Division, Army of Missouri [CS]","Marmaduke’s Brigade, Marmaduke’s Division, and Jackman’s Brigade and Collins’ Missouri Battery, Shelby’s Division, Army of Missouri",,1,,,,2,,,,,,,,,,,,,,
MO022,US,"Garrison consisting of parts of the 43rd Missouri Infantry, 4th Provisional Regiment Enrolled Missouri Militia, 9th Cavalry Missouri State Militia, 13th Missouri Cavalry, and two companies of citizen militia [US]; Marmaduke’s Brigade, Marmaduke’s Division, and Jackman’s Brigade and Collins’ Missouri Battery, Shelby’s Division, Army of Missouri [CS]","Garrison consisting of parts of the 43rd Missouri Infantry, 4th Provisional Regiment Enrolled Missouri Militia, 9th Cavalry Missouri State Militia, 13th Missouri Cavalry, and two companies of citizen militia",,,,,,,,,,,2,2,,,,,2,,,
VA080,CS,Corps (unknown US; unknown CS),unknown,,,,,,,,,,,,,1,,,,,,,
VA080,US,Corps (unknown US; unknown CS),unknown,,,,,,,,,,,,,1,,,,,,,
MS007,CS,"XVII Army Corps, Army of the Tennessee [US]; Gregg’s Task Force [CS]",Gregg’s Task Force,,,,,,,,,,,,,,,,,,,,
MS007,US,"XVII Army Corps, Army of the Tennessee [US]; Gregg’s Task Force [CS]","XVII Army Corps, Army of the Tennessee",,,,,,,,,,,,,1,,,,,,,
GA020,CS,District of Etowah [US]; Wheeler's Cavalry Corps [CS],Wheeler's Cavalry Corps,,,,,,,,,,,,,1,,,,,,,
GA020,US,District of Etowah [US]; Wheeler's Cavalry Corps [CS],District of Etowah,,,,,,,,,,,,,,,,,,,,
VA121,CS,"Divisions (6,300 US; 3,500 CS)","3,500",,,,,,,,,,,,,,,,,,,3500,
VA121,US,"Divisions (6,300 US; 3,500 CS)","6,300",,,,,,,,,,,,,,,,,,,6300,
VA050,CS,"Divisions (5 gunboats, unknown US; unknown CS)",unknown,,,,,,,,,,,,,,1,,,,,,
VA050,US,"Divisions (5 gunboats, unknown US; unknown CS)","5 gunboats, unknown",,,,,,,,,,,,,,1,,,,1,,
VA071,CS,"Corps (approximately 30,000 US; approximately 20,000 CS)","approximately 20,000",,,,,,,,,,,,,,,,,,,20000,
VA071,US,"Corps (approximately 30,000 US; approximately 20,000 CS)","approximately 30,000",,,,,,,,,,,,,,,,,,,30000,
VA068,CS,"Divisions (4,000 US; 7,000 CS)","7,000",,,,,,,,,,,,,,,,,,,7000,
VA068,US,"Divisions (4,000 US; 7,000 CS)","4,000",,,,,,,,,,,,,,,,,,,4000,
MO005,CS,Kansas Brigade [US]; Missouri State Guard [CS],Missouri State Guard,,,,,,,,,,,,,,,,,,,,
MO005,US,Kansas Brigade [US]; Missouri State Guard [CS],Kansas Brigade,,,,,,1,,,,,,,,,,,,,,
VA108,CS,Divisions (unknown US; unknown CS),unknown,,,,,,,,,,,,,,1,,,,,,
VA108,US,Divisions (unknown US; unknown CS),unknown,,,,,,,,,,,,,,1,,,,,,
AL002,CS,"110th USCT, 102th Ohio Infantry (detachment), 18th Michigan Infantry (detachment), 111th USCT, 4th Cavalry Division [US]; Cavalry Corps, Department of Alabama, Mississippi, and East Louisiana [CS]","Cavalry Corps, Department of Alabama, Mississippi, and East Louisiana",,,,,,,,,1,,,,,,,,,,,
AL002,US,"110th USCT, 102th Ohio Infantry (detachment), 18th Michigan Infantry (detachment), 111th USCT, 4th Cavalry Division [US]; Cavalry Corps, Department of Alabama, Mississippi, and East Louisiana [CS]","110th USCT, 102th Ohio Infantry (detachment), 18th Michigan Infantry (detachment), 111th USCT, 4th Cavalry Division",,,,,,,,,,1,,,,,,,4,,,
VA022,CS,"Divisions (8,030 US; 16,868 CS)","16,868",,,,,,,,,,,,,,,,,,,16868,
VA022,US,"Divisions (8,030 US; 16,868 CS)","8,030",,,,,,,,,,,,,,,,,,,8030,
SC010,CS,"Coastal Division, Department of the South; Marine Brigade, South Atlantic Blockading Squadron [US]; 1st Division Georgia Militia; 3rd South Carolina Cavalry; 32nd and 47th Georgia Infantry; 1 Section, Stuart’s Company Artillery; 1 Section Depass’ Light Battery; 1 Gun of Kanapaux’s Company Light Artillery [CS]","1st Division Georgia Militia; 3rd South Carolina Cavalry; 32nd and 47th Georgia Infantry; 1 Section, Stuart’s Company Artillery; 1 Section Depass’ Light Battery; 1 Gun of Kanapaux’s Company Light Artillery",,,,,2,,,,,,,,,1,,,2,,,
SC010,US,"Coastal Division, Department of the South; Marine Brigade, South Atlantic Blockading Squadron [US]; 1st Division Georgia Militia; 3rd South Carolina Cavalry; 32nd and 47th Georgia Infantry; 1 Section, Stuart’s Company Artillery; 1 Section Depass’ Light Battery; 1 Gun of Kanapaux’s Company Light Artillery [CS]","Coastal Division, Department of the South; Marine Brigade, South Atlantic Blockading Squadron",,,,,,,,,,,,,,1,,,,,,
GA011,CS,"XV Corps, Military Division of the Mississippi [US]; Hardee's Corps, Army of Tennessee [CS]","Hardee's Corps, Army of Tennessee",,,,,,,,,,,,,1,,,,,,,
ND004,US,"Army detachments of: 6th Iowa Cavalry, 2nd Nebraska Cavalry, Dakota Cavalry, 7th Iowa Cavalry, 45th Iowa Infantry [US]; Santee Sioux (Sisseton and Wahpekute), Teton Sioux (Hunkpapa and Sihasapa [Blackfeet]), and Yankton-Yanktonai Sioux (Pabaksa [Cuthead], and Yankton) [I]","Army detachments of: 6th Iowa Cavalry, 2nd Nebraska Cavalry, Dakota Cavalry, 7th Iowa Cavalry, 45th Iowa Infantry",,,,,,,,,,,4,,,,,,,,,
ND004,I,"Army detachments of: 6th Iowa Cavalry, 2nd Nebraska Cavalry, Dakota Cavalry, 7th Iowa Cavalry, 45th Iowa Infantry [US]; Santee Sioux (Sisseton and Wahpekute), Teton Sioux (Hunkpapa and Sihasapa [Blackfeet]), and Yankton-Yanktonai Sioux (Pabaksa [Cuthead], and Yankton) [I]","Santee Sioux (Sisseton and Wahpekute), Teton Sioux (Hunkpapa and Sihasapa [Blackfeet]), and Yankton-Yanktonai Sioux (Pabaksa [Cuthead], and Yankton)",,,,,,,,,,,,,,,,,,,,
VA030,CS,"Divisions (Gunboat, approximately 17,000 US; approximately 20,000 CS)","approximately 20,000",,,,,,,,,,,,,,,,,,,20000,
VA030,US,"Divisions (Gunboat, approximately 17,000 US; approximately 20,000 CS)","Gunboat, approximately 17,000",,,,,,,,,,,,,,,,,,1,17000,
MS001,CS,"2nd Division and Cavalry Division, Army of the Mississippi [US]; 1st Division, Army of the West [CS]","1st Division, Army of the West",,,,,,,,,,,,,,1,,,,,,
MS001,US,"2nd Division and Cavalry Division, Army of the Mississippi [US]; 1st Division, Army of the West [CS]","2nd Division and Cavalry Division, Army of the Mississippi",,,,,,,,,,2,,,,1,,,,,,
AR013,CS,"Third Division, VII Corps, Department of Arkansas [US]; District of Arkansas [CS]",District of Arkansas,,,,,,,,,,,,,,,,,,,,
AR013,US,"Third Division, VII Corps, Department of Arkansas [US]; District of Arkansas [CS]","Third Division, VII Corps, Department of Arkansas",,,,,,,,,,,,,,1,,,,,,
MD008,CS,Cumberland Garrison [US]; McCausland’s and Johnson’s Cavalry Brigades [CS],McCausland’s and Johnson’s Cavalry Brigades,,,,,,,2,,,,,,,,,,,,,
MD008,US,Cumberland Garrison [US]; McCausland’s and Johnson’s Cavalry Brigades [CS],Cumberland Garrison,,,,,,,,,,,,,,,,,,,,
GA023,CS,"Detachments of the 3rd and 4th Divisions, XV Corps, Army of the Tennessee [US]; French's Division, Stewart's Corps, Army of Tennessee [CS]","French's Division, Stewart's Corps, Army of Tennessee",,,,,,,,,,,,,,1,,,,,,
GA023,US,"Detachments of the 3rd and 4th Divisions, XV Corps, Army of the Tennessee [US]; French's Division, Stewart's Corps, Army of Tennessee [CS]","Detachments of the 3rd and 4th Divisions, XV Corps, Army of the Tennessee",,,,,,,,,,,,,,2,,,,,,
FL005,CS,District of Florida [US]; District of East Florida [CS],District of East Florida,,,,,,,,,,,,,,,,,,,,
FL005,US,District of Florida [US]; District of East Florida [CS],District of Florida,,,,,,,,,,,,,,,,,,,,
AR016,CS,"Third Division and elements of Thayer’s Frontier Division, Army of Arkansas [US]; Walker's Division, the Arkansas Division, the Missouri Division, and Marmaduke's Cavalry Division, Department of Arkansas [CS]","Walker's Division, the Arkansas Division, the Missouri Division, and Marmaduke's Cavalry Division, Department of Arkansas",,,,,,,,,,1,,,,3,,,,,,
AR016,US,"Third Division and elements of Thayer’s Frontier Division, Army of Arkansas [US]; Walker's Division, the Arkansas Division, the Missouri Division, and Marmaduke's Cavalry Division, Department of Arkansas [CS]","Third Division and elements of Thayer’s Frontier Division, Army of Arkansas",,,,,,,,,,,,,,2,,,,,,
IN001,CS,"Indiana Legion, 400 [US]; Morgan’s Cavalry Division, 1,800 [CS]","Morgan’s Cavalry Division, 1,800",,,,,,,,,,,,,,,,,,,1800,
IN001,US,"Indiana Legion, 400 [US]; Morgan’s Cavalry Division, 1,800 [CS]","Indiana Legion, 400",,,,,,,,,,,,,,,,,,,400,
NC004,CS,"3rd Division, Department of North Carolina, and Naval forces in North Carolina [US]; Fort Macon garrison [CS]",Fort Macon garrison,,,,,,,,,,,,,,,,,,,,
NC004,US,"3rd Division, Department of North Carolina, and Naval forces in North Carolina [US]; Fort Macon garrison [CS]","3rd Division, Department of North Carolina, and Naval forces in North Carolina",,,,,,,,,,,,,,1,,,,,,
VA059,CS,"Brigades (unknown US; 2,000 CS)","2,000",,,,,,,,,,,,,,,,,,,2000,
VA059,US,"Brigades (unknown US; 2,000 CS)",unknown,,,,,,1,,,,,,,,,,,,,,
OK006,CS,"Fort Scott Relief Column (consisting of six companies of the 2nd Colorado Infantry, one company each of the 3rd Wisconsin, 9th Kansas and 14th Kansas Cavalries, the 1st Kansas Colored Infantry, the 3rd Indian Regiment, and the 2nd Kansas Artillery) [US]; 1st Cherokee Mounted Rifles, First Creek Mounted Volunteers, a detachment of the 29th Texas Cavalry, and a detachment of Martin’s Partisan Rangers [CS]","1st Cherokee Mounted Rifles, First Creek Mounted Volunteers, a detachment of the 29th Texas Cavalry, and a detachment of Martin’s Partisan Rangers",,,,,,,,,,,,,,,,,3,,,
OK006,US,"Fort Scott Relief Column (consisting of six companies of the 2nd Colorado Infantry, one company each of the 3rd Wisconsin, 9th Kansas and 14th Kansas Cavalries, the 1st Kansas Colored Infantry, the 3rd Indian Regiment, and the 2nd Kansas Artillery) [US]; 1st Cherokee Mounted Rifles, First Creek Mounted Volunteers, a detachment of the 29th Texas Cavalry, and a detachment of Martin’s Partisan Rangers [CS]","Fort Scott Relief Column (consisting of six companies of the 2nd Colorado Infantry, one company each of the 3rd Wisconsin, 9th Kansas and 14th Kansas Cavalries, the 1st Kansas Colored Infantry, the 3rd Indian Regiment, and the 2nd Kansas Artillery)",,,,1,,,,2,,,,8,,,,,,,,
VA026,CS,"Armies (approximately 63,000 US; approximately 55,000 CS)","approximately 55,000",,,,,,,,,,,,,,,,,,,55000,
VA026,US,"Armies (approximately 63,000 US; approximately 55,000 CS)","approximately 63,000",,,,,,,,,,,,,,,,,,,63000,
ND003,US,District of Minnesota [US]; Santee Sioux (Wahpekute) and Teton Sioux (Hunkpapa and Sihasapa [Blackfeet]) [I],District of Minnesota,,,,,,,,,,,,,,,,,,,,
ND003,I,District of Minnesota [US]; Santee Sioux (Wahpekute) and Teton Sioux (Hunkpapa and Sihasapa [Blackfeet]) [I],Santee Sioux (Wahpekute) and Teton Sioux (Hunkpapa and Sihasapa [Blackfeet]),,,,,,,,,,,,,,,,,,,,
VA118,CS,Corps (unknown US; unknown CS),unknown,,,,,,,,,,,,,1,,,,,,,
