"battle","start_date_1","end_date_1","outcome_cwsac1","significance","theater","campaign","casualties_total_cwsac","casualties_US_cwsac","casualties_CS_cwsac","casualties_mipat_cwsac","core_area","study_area","cwsac_name","outcome_cwsac2","start_date_2","end_date_2","strength_CS_cwsac","strength_US_cwsac","state","casualties_mipat_ken","casualties_total_ken","casualties_US_ken","casualties_CS_ken","strength_US_liv","strength_CS_liv","casualties_US_liv","casualties_CS_liv","outcome_liv","casualties_CS_phi","casualties_US_phi","outcome_bod","casualties_CS_bod","casualties_US_bod","strength_CS_bod","strength_US_bod","casualties_CS_fox","casualties_US_fox","outcome_fox","casualties_US_cdb90","casualties_CS_cdb90","strength_US_cdb90","strength_CS_cdb90","attacker_cdb90","outcome_cdb90","naval_battle","siege","outcome_dbp","dbpedia_uri","strength_US_wiki","strength_CS_wiki","casualties_US_wiki","casualties_CS_wiki","attacker","surrender","start_date","end_date","battle_name","duration","mid_date","battle_num","strength_US","casualties_US","strength_CS","casualties_CS","battle_name_short","outcome","lat","long"
"GA013","1864-06-09","1864-07-03","Union","B","Western","Atlanta Campaign [May-September 1864]",,,,7,7935.61,60906.6,"Marietta","Union","1864-06-09","1864-07-09",,,"GA",7,,,,,,,,,,,,,,,,,1100,"Inconclusive",,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Marietta",,,,,"US","None","1864-06-09","1864-07-03","Battle of Marietta",25,"1864-06-21",279,53369.5785030032,1089.9280118313,19788.134050901,1168.7821905038,"Marietta","Union",33.9531,-84.5499
"GA014","1864-06-22","1864-06-22","Union","C","Western","Atlanta Campaign [May-September 1864]",1350,350,1000,0,1894.7,3745.22,"Kolb’s Farm","Union","1864-06-22","1864-06-22",,,"GA",0,1350,350,1000,,,,,,,,,,,,,,700,"Inconclusive",,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Kolb's_Farm",,,350,1000,"CS","None","1864-06-22","1864-06-22","Battle of Kolb's Farm",1,"1864-06-22",272,6698.3938312602,414.7196854164,9213.0566898807,1035.6806446505,"Kolb's Farm","Union",33.94,-84.58
"GA015","1864-06-27","1864-06-27","Confederate","B","Western","Atlanta Campaign [May-September 1864]",4000,3000,1000,0,5498.21,15940.66,"Kennesaw Mountain","Confederate","1864-06-27","1864-06-27",,,"GA",0,4000,3000,1000,16225,17733,1999,270,"Confederate",600,3000,"Confederate",800,3000,6000,18000,,3000,"Confederate",2051,442,16225,17733,"US","Confederate","FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Kennesaw_Mountain",16225,17733,3000,1000,"US","None","1864-06-27","1864-06-27","Battle of Kennesaw Mountain",1,"1864-06-27",276,15402.0897285208,2637.5093591832,16659.1013643993,772.4400792659,"Kennesaw Mountain","Confederate",33.9363,-84.5979
"GA016","1864-07-20","1864-07-20","Union","B","Western","Atlanta Campaign [May-September 1864]",6506,1710,4796,0,2092.04,6097.03,"Peachtree Creek","Union","1864-07-20","1864-07-20",,,"GA",0,6506,1710,4796,20139,18832,1600,2500,"Union",4796,1710,"Union",4800,1700,48000,72000,,2200,"Union",1600,2746,20139,18832,"CS","Union","FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Peachtree_Creek",21655,20250,1710,4796,"CS","None","1864-07-20","1864-07-20","Battle of Peachtree Creek",1,"1864-07-20",284,19776.3653770814,1594.7778873534,21562.8029798709,4554.2814635393,"Peachtree Creek","Union",33.8109,-84.4038
"GA017","1864-07-22","1864-07-22","Union","B","Western","Atlanta Campaign [May-September 1864]",12140,3641,8499,0,3043.83,6986.79,"Atlanta","Union","1864-07-22","1864-07-22",,,"GA",0,12140,3641,8499,30477,36934,1989,7000,"Union",8499,3641,"Union",8500,4000,40000,70000,,4200,"Union",3722,8000,30477,36934,"CS","Union","FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Atlanta",34863,40438,3641,8499,"CS","None","1864-07-22","1864-07-22","Battle of Atlanta",1,"1864-07-22",286,30025.5719415283,3576.8809831418,39620.6117643772,8402.0397973054,"Atlanta","Union",33.7459,-84.3488
"GA018","1864-07-28","1864-07-28","Union","B","Western","Atlanta Campaign [May-September 1864]",3562,562,3000,0,1053.07,2719.21,"Ezra Church","Union","1864-07-28","1864-07-28",,,"GA",0,5342,700,4642,13226,18450,559,4100,"Union",4642,700,"Union",4600,700,30000,60000,,850,"Union",,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Ezra_Church",13266,18450,562,3000,"CS","None","1864-07-28","1864-07-28","Battle of Ezra Church",1,"1864-07-28",288,15730.2805362166,634.8771599802,19422.7573207944,4238.8034880758,"Ezra Church","Union",33.7528,-84.4392
"GA019","1864-08-05","1864-08-07","Inconclusive","C","Western","Atlanta Campaign [May-September 1864]",,,,7,930.38,2826.68,"Utoy Creek","Inconclusive","1864-08-05","1864-08-07",,,"GA",0,625,400,225,,,,,,,,,,,,,,800,"Inconclusive",,,,,,,"FALSE","FALSE","Inconclusive","http://dbpedia.org/resource/Battle_of_Utoy_Creek",,,400,225,"US","None","1864-08-05","1864-08-07","Battle of Utoy Creek",3,"1864-08-06",292,6634.1861946308,509.3812523159,2910.943832579,229.9733648052,"Utoy Creek","Inconclusive",33.7209,-84.4704
"GA020","1864-08-14","1864-08-15","Union","D","Western","Atlanta Campaign [May-September 1864]",,,,7,523.24,6002.08,"Dalton II","Union","1864-08-14","1864-08-15",,,"GA",7,,,,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Second_Battle_of_Dalton",,,,,"CS","None","1864-08-14","1864-08-15","Second Battle of Dalton",2,"1864-08-14",294,2990.022622306,103.8097508436,4783.9836325156,278.5569820111,"Second Dalton","Union",34.7889,-84.9807
"GA021","1864-08-20","1864-08-20","Confederate","D","Western","Atlanta Campaign [May-September 1864]",,,,7,1135.86,3880.28,"Lovejoy’s Station","Confederate","1864-08-20","1864-08-20",,,"GA",0,477,237,240,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Lovejoy's_Station",,,237,240,"US","None","1864-08-20","1864-08-20","Battle of Lovejoy's Station",1,"1864-08-20",297,2885.0425774371,229.7432914144,4290.9868204092,268.2956374245,"Lovejoy's Station","Confederate",33.4441,-84.3084
"GA022","1864-08-31","1864-09-01","Union","A","Western","Atlanta Campaign [May-September 1864]",3149,1149,2000,0,2343.84,4656.82,"Jonesborough","Union","1864-08-31","1864-09-01",,,"GA",0,3149,1149,2000,20460,23811,1348,,"Union",2000,1149,,,,,,,1902,"Union",,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Jonesborough",,,1149,2000,"CS","None","1864-08-31","1864-09-01","Battle of Jonesborough",2,"1864-08-31",304,20353.5021037153,1320.3166756774,24510.2922865085,1991.3868079665,"Jonesborough","Union",33.5307,-84.3621
"GA023","1864-10-05","1864-10-05","Union","B","Western","Franklin-Nashville Campaign [September-December 1864]",1505,706,799,0,416.36,1067.73,"Allatoona","Union","1864-10-05","1864-10-05",,,"GA",0,1603,706,897,,,,,,1142,706,,,,,,873,706,"Union",,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Allatoona",2025,3276,706,897,"CS","None","1864-10-05","1864-10-05","Battle of Allatoona",1,"1864-10-05",313,1925.7701834707,693.2593542578,3367.4366040768,910.1711954797,"Allatoona","Union",34.116,-84.716
"GA025","1864-11-22","1864-11-22","Union","B","Western","Savannah Campaign [November-December 1864]",712,62,650,0,1627.79,7880.25,"Griswoldville","Union","1864-11-22","1864-11-22",,,"GA",0,712,62,650,,,,,,,,,,,,,,62,"Inconclusive",,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Griswoldville",1500,4500,,,"CS","None","1864-11-22","1864-11-22","Battle of Griswoldville",1,"1864-11-22",333,1469.5159432562,62.7814885417,4524.1526935698,694.5522956627,"Griswoldville","Union",32.8668,-83.4695
"GA026","1864-11-28","1864-11-28","Union","C","Western","Savannah Campaign [November-December 1864]",646,46,600,0,298.86,3137.32,"Buck Head Creek","Inconclusive","1864-11-28","1864-11-28",,,"GA",0,646,46,600,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Buck_Head_Creek",,,46,600,"CS","None","1864-11-28","1864-11-28","Battle of Buck Head Creek",1,"1864-11-28",334,2633.5270373775,45.4085170732,4261.9868351929,611.4698251374,"Buck Head Creek","Union",32.8991,-82.0255
"GA027","1864-12-04","1864-12-04","Union","C","Western","Savannah Campaign [November-December 1864]",440,190,250,0,1293.37,10572.55,"Waynesborough","Union","1864-12-04","1864-12-04",,,"GA",0,440,190,250,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Waynesboro_(Georgia)",6000,4000,190,250,"US","None","1864-12-04","1864-12-04","Battle of Waynesboro (Georgia)",1,"1864-12-04",339,5663.5809558364,176.2920548189,3973.9108533231,275.1792192244,"Waynesboro (GA)","Union",33.08972,-82.01583
"GA028","1864-12-13","1864-12-13","Union","B","Western","Savannah Campaign [November-December 1864]",205,134,71,0,1552.41,4198.44,"Fort McAllister II","Union","1864-12-13","1864-12-13",,,"GA",0,364,134,230,,,,,,,,,,,,,,134,"Union",,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Second_Battle_of_Fort_McAllister",4000,120,134,71,"US","None","1864-12-13","1864-12-13","Second Battle of Fort McAllister",1,"1864-12-13",341,3840.3701813606,126.6553430701,120.078076762,91.3719905391,"Second Fort McAllister","Union",31.8888,-81.1941
"IN001","1863-07-09","1863-07-09","Confederate","C","Western","Morgan's Raid in Kentucky, Indiana, and Ohio [July 1863]",401,360,41,0,280.31,3122.96,"Corydon","Confederate","1863-07-09","1863-07-09",1800,400,"IN",0,411,360,51,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Corydon",400,1800,51,15,"CS","None","1863-07-09","1863-07-09","Battle of Corydon",1,"1863-07-09",175,397.5167779084,145.7167122605,1809.1170668753,28.6933109529,"Corydon","Confederate",38.199,-86.129
"KS002","1863-10-06","1863-10-06","Confederate","C","Trans-Mississippi","Occupation of Indian Territory North of the Arkansas River [October 1863]",106,103,3,0,333.22,736.21,"Baxter Springs","Confederate","1863-10-06","1863-10-06",,,"KS",0,106,103,3,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Fort_Blair",,400,103,3,"CS","None","1863-10-06","1863-10-06","Battle of Fort Blair",1,"1863-10-06",196,804.1140192682,99.9773869309,408.7585976188,3.3523268059,"Fort Blair","Confederate",37.0308,-94.735
"KS003","1864-10-25","1864-10-25","Union","C","Trans-Mississippi","Price's Missouri Expedition [September-October 1864]",1300,100,1200,0,1233.92,12189.44,"Mine Creek","Union","1864-10-25","1864-10-25",,,"KS",0,1310,110,1200,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Mine_Creek",2600,7000,100,1200,"US","None","1864-10-25","1864-10-25","Battle of Mine Creek",1,"1864-10-25",324,2426.0223146041,101.9193426095,7032.1600988679,1153.7126452377,"Mine Creek","Union",38.141,-94.7246
"KS004","1864-10-25","1864-10-25","Union","C","Trans-Mississippi","Price's Missouri Expedition [September-October 1864]",,,,7,1589.31,4930.85,"Marais des Cygnes","Union","1864-10-25","1864-10-25",,,"KS",7,,,,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Marais_des_Cygnes",2600,7000,,451,"US","None","1864-10-25","1864-10-25","Battle of Marais des Cygnes",1,"1864-10-25",325,2510.984105149,172.8880231804,7001.7303360805,417.9955921758,"Marais des Cygnes","Union",38.2552,-94.6783
"KY001","1861-09-19","1861-09-19","Confederate","D","Western","Operations in Eastern Kentucky [September-December 1861]",20,15,5,0,101.42,940.11,"Barbourville","Confederate","1861-09-19","1861-09-19",800,300,"KY",0,20,15,5,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Barbourville",300,800,15,7,"CS","None","1861-09-19","1861-09-19","Battle of Barbourville",1,"1861-09-19",19,287.3354617418,14.9004593699,804.1860751803,5.8692284995,"Barbourville","Confederate",36.8611,-83.8794
"KY002","1861-10-21","1861-10-21","Union","C","Western","Operations in Eastern Kentucky [September-December 1861]",78,25,53,0,710.34,2245.51,"Camp Wildcat","Union","1861-10-21","1861-10-21",,,"KY",0,96,43,53,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Camp_Wildcat",7000,5400,22,53,"US","None","1861-10-21","1861-10-21","Battle of Camp Wildcat",1,"1861-10-21",23,6718.8519363956,27.1388729681,5379.0750345449,56.0482385338,"Camp Wildcat","Union",37.2634,-84.1996
"KY003","1861-11-08","1861-11-09","Union","D","Western","Operations in Eastern Kentucky [September-December 1861]",293,30,263,0,258.6,8182.2,"Ivy Mountain","Union","1861-11-08","1861-11-09",,,"KY",0,293,30,263,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Ivy_Mountain",,1010,30,263,"CS","None","1861-11-08","1861-11-09","Battle of Ivy Mountain",2,"1861-11-08",28,863.3642937721,29.569537299,1021.8052741667,262.555085694,"Ivy Mountain","Union",37.5956,-82.6733
"KY004","1861-12-17","1861-12-17","Inconclusive","D","Western","Operations in Eastern Kentucky [September-December 1861]",131,40,91,0,656.82,2267.74,"Rowlett’s Station","Inconclusive","1861-12-17","1861-12-17",,,"KY",0,131,40,91,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Inconclusive","http://dbpedia.org/resource/Battle_of_Rowlett's_Station",500,1350,49,91,"US","None","1861-12-17","1861-12-17","Battle of Rowlett's Station",1,"1861-12-17",32,476.8411714625,45.7227687784,1359.2040442322,93.1569998322,"Rowlett's Station","Inconclusive",37.2498,-85.8935
"KY005","1862-01-10","1862-01-10","Union","C","Western","Offensive in Eastern Kentucky [January 1862]",92,27,65,0,248.8,1462.19,"Middle Creek","Union","1862-01-10","1862-01-10",,,"KY",0,92,27,65,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Middle_Creek",2100,2500,27,65,"US","None","1862-01-10","1862-01-10","Battle of Middle Creek",1,"1862-01-10",39,1999.0358812377,26.8122063036,2456.8626259093,67.9584259125,"Middle Creek","Union",37.6507,-82.8147
"KY006","1862-01-19","1862-01-19","Union","B","Western","Offensive in Eastern Kentucky [January 1862]",671,232,439,0,1193.7,4434.58,"Mill Springs","Union","1862-01-19","1862-01-19",,,"KY",0,791,262,529,,,,,,,,,,,,,529,246,"Union",262,533,4000,4000,"CS","Union","FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Mill_Springs",4400,5900,246,529,"CS","None","1862-01-19","1862-01-19","Battle of Mill Springs",1,"1862-01-19",40,3810.2023661424,241.2684478531,5774.7246035779,525.3987471636,"Mill Springs","Union",37.0562,-84.7383
"KY007","1862-08-29","1862-08-30","Confederate","B","Western","Confederate Heartland Offensive [June-October 1862]",5650,4900,750,0,3178.78,9706.73,"Richmond","Confederate","1862-08-29","1862-08-30",,,"KY",0,6223,5623,600,6500,6850,1050,450,"Confederate",750,4900,"Confederate",450,5400,8000,16000,451,5353,"Confederate",,,,,,,"FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Richmond",6500,6850,5353,451,"CS","Union partial","1862-08-29","1862-08-30","Battle of Richmond",2,"1862-08-29",96,7268.3488514269,4758.8469816664,7060.2318622178,499.5233244665,"Richmond","Confederate",37.6848,-84.2594
"KY008","1862-09-14","1862-09-17","Confederate","B","Western","Confederate Heartland Offensive [June-October 1862]",4862,4148,714,0,769.78,8652.18,"Munfordville","Confederate","1862-09-14","1862-09-17",,,"KY",0,4433,4148,285,,,,,,714,3616,,,,,,251,4148,"Inconclusive",,,,,,,"FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Munfordville",,,4148,714,"CS","Union complete","1862-09-14","1862-09-17","Battle of Munfordville",4,"1862-09-16",100,2974.7902881509,2333.9859749681,7834.2864113768,562.4133778426,"Munfordville","Confederate",37.2622,-85.8901
"KY009","1862-10-08","1862-10-08","Union","A","Western","Confederate Heartland Offensive [June-October 1862]",7407,4211,3196,0,2218.75,16664.86,"Perryville","Union","1862-10-08","1862-10-08",,,"KY",0,7607,4211,3396,36940,16000,3696,3145,"Union",7000,4348,"Confederate",3400,4200,68000,54000,3396,4211,"Union",4211,3396,36940,16000,"US","Inconclusive","FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Perryville",22000,16000,4276,3401,"US","None","1862-10-08","1862-10-08","Battle of Perryville",1,"1862-10-08",110,34316.8875453981,3887.4356142251,17889.0791365406,3592.515319452,"Perryville","Union",37.6752,-84.9711
"KY010","1864-03-25","1864-03-25","Confederate","C","Western","Forrest's Expedition into West Tennessee and Kentucky [March-April 1864]",140,90,50,0,162.9,3038.55,"Paducah","Confederate","1864-03-25","1864-03-25",,,"KY",0,140,90,50,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Paducah",650,3000,90,50,"CS","None","1864-03-25","1864-03-25","Battle of Paducah",1,"1864-03-25",226,591.0665238861,88.9266016161,3055.8944684013,51.4025785979,"Paducah","Confederate",37.0931,-88.6058
"KY011","1864-06-11","1864-06-12","Union","C","Western","Morgan's Raid into Kentucky [June 1864]",2092,1092,1000,0,1061.33,9394.7,"Cynthiana","Union","1864-06-11","1864-06-12",,,"KY",0,2092,1092,1000,,,,,,,767,,,,,,,,,,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Cynthiana",3450,1200,1092,1000,"CS","None","1864-06-11","1864-06-12","Battle of Cynthiana",2,"1864-06-11",268,3199.5719269823,954.7207807066,1209.2809479165,1040.9720515244,"Cynthiana","Union",38.407,-84.3056
"LA001","1862-04-16","1862-04-28","Union","A","Lower Seaboard","Expedition to, and Capture of, New Orleans [April-May 1862]",1011,229,782,0,5005.22,14619.32,"Forts Jackson and St. Philip","Union","1862-04-16","1862-04-28",,,"LA",0,1011,229,782,,,,,,,,,,,,,,,,,,,,,,"TRUE","FALSE",,"http://dbpedia.org/resource/Battle_of_Forts_Jackson_and_St._Philip",,,229,782,"US","Confederate complete","1862-04-16","1862-04-28","Battle of Forts Jackson and St. Philip",13,"1862-04-22",55,13505.8672337999,219.9390783631,972.5415272544,627.8466863587,"Forts Jackson & St. Philip","Union",29.3573,-89.4594
"LA002","1862-04-25","1862-05-01","Union","B","Lower Seaboard","Expedition to, and Capture of, New Orleans [April-May 1862]",0,0,0,0,534.16,24610.77,"New Orleans","Union","1862-04-25","1862-05-01",,,"LA",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Capture_of_New_Orleans",,,0,0,"US","None","1862-04-25","1862-05-01","Capture of New Orleans",7,"1862-04-28",56,650.9624287461,0.0226078633,143.2389986879,0.0013214419,"New Orleans","Union",29.9575,-90.0631
"LA003","1862-08-05","1862-08-05","Union","B","Lower Seaboard","Operations Against Baton Rouge [July-August 1862]",849,371,478,0,5187.8,15564.21,"Baton Rouge","Union","1862-08-05","1862-08-06",,,"LA",0,849,371,478,,,,,,,,,,,,,453,383,"Union",,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Baton_Rouge_(1862)",2500,2600,371,478,"CS","None","1862-08-05","1862-08-05","Battle of Baton Rouge (1862)",1,"1862-08-05",86,2400.873651782,361.4063151762,2596.8716691647,490.4350576837,"Baton Rouge (1862)","Union",30.451,-91.1676
"LA004","1862-08-09","1862-08-09","Union","D","Lower Seaboard","Operations Against Baton Rouge [July-August 1862]",0,0,0,0,456.54,3610.11,"Donaldsonville I","Union","1862-08-09","1862-08-09",,,"LA",7,,,,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/First_Battle_of_Donaldsonville",,,0,0,"US","None","1862-08-09","1862-08-09","First Battle of Donaldsonville",1,"1862-08-09",88,264.4885901338,0.0192263872,95.753173147,0.0151130855,"First Donaldsonville","Union",30.1,-90.99
"LA005","1862-10-27","1862-10-27","Union","C","Lower Seaboard","Operations in LaFourche District [October 1862]",315,86,229,0,582.14,3140.48,"Georgia Landing","Union","1862-10-27","1862-10-27",,,"LA",0,315,86,229,,,,,,,,,,,,,,97,"Inconclusive",,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Georgia_Landing",4000,1392,86,229,"US","None","1862-10-27","1862-10-27","Battle of Georgia Landing",1,"1862-10-27",112,3885.3869485272,89.7065163832,1417.6874611338,234.2796484341,"Georgia Landing","Union",29.8604,-90.9811
"LA006","1863-04-12","1863-04-13","Union","D","Lower Seaboard","Operations in West Louisiana [April 1863]",684,234,450,0,2648.92,9895.8,"Fort Bisland","Union","1863-04-12","1863-04-13",,,"LA",0,674,224,450,,,,,,,,,,,,,,224,"Inconclusive",,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Fort_Bisland",,,234,450,"US","None","1863-04-12","1863-04-13","Battle of Fort Bisland",2,"1863-04-12",138,4485.9731179756,224.2156978281,2244.7678383963,491.439100914,"Fort Bisland","Union",29.7101,-91.351
"LA007","1863-04-14","1863-04-14","Union","C","Lower Seaboard","Operations in West Louisiana [April 1863]",,353,,5,2787.41,7772.88,"Irish Bend","Union","1863-04-14","1863-04-14",,,"LA",5,,353,,,,,,,,,,,,,,,353,"Inconclusive",,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Irish_Bend",,,353,,"CS","None","1863-04-14","1863-04-14","Battle of Irish Bend",1,"1863-04-14",139,4263.1605999855,342.6746414243,5243.3186694777,386.1809848063,"Irish Bend","Union",29.8116,-91.4615
"LA008","1863-04-17","1863-04-17","Union","D","Lower Seaboard","Operations in West Louisiana [April 1863]",,,,7,289.34,2480.76,"Vermillion Bayou","Union","1863-04-17","1863-04-17",,,"LA",7,,,,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Vermillion_Bayou",,,,,"US","None","1863-04-17","1863-04-17","Battle of Vermillion Bayou",1,"1863-04-17",141,1749.00300334,24.4235372269,644.0207019016,44.8296179233,"Vermillion Bayou","Union",30.1955,-92.0143
