reference_number,event,type,start_date,end_date,theater,campaign,threats,ownership_federal,ownership_local,ownership_private,ownership_state,ownership_unknown,park,integrity,military,interpretive_political,interpretive_commander_loss,interpretive_casualties,interpretive_tactics_strategy,interpretive_public_mind,interpretive_combat_arm,interpretive_military_firsts,interpretive_minority_troops,interpretive_economic,interpretive_archaelolgical,interpretive_logistics,interpretive_individual_bravery,interpretive_group_behavior,interpretive_joint_ops,interpretive_coop_armies,interpretive_naval,jim,ed,bill,protected,percent,county,value,priority1,url
VA086,Dinwiddie Court-House,Engagement,1865-03-31,1865-03-31,Main Eastern Theater of Operation,"Appomattox Campaign (1865), 03/29/65, I",,0,0,1,0,0,0,Good,C,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,Dinwiddie,,0,http://aad.archives.gov/aad//VA086
VA087,White Oak Road,Engagement,1865-03-31,1865-03-31,Main Eastern Theater of Operation,"Appomattox Campaign (1865), 03/29/65, I",,0,0,1,0,0,0,Good,B,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,B,,,,,Dinwiddie,,1,http://aad.archives.gov/aad//VA087
VA088,Five Forks,Battle,1865-04-01,1865-04-01,Main Eastern Theater of Operation,"Appomattox Campaign (1865), 03/29/65, I",,1,0,1,0,0,1,Good,A,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,,,,1600,90,Dinwiddie,,0,http://aad.archives.gov/aad//VA088
VA089,Petersburg,Assault,1865-04-02,1865-04-02,Main Eastern Theater of Operation,"Appomattox Campaign (1865), 03/29/65, I",,1,0,1,0,0,1,Fair,A,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,,,,20,20,"Dinwiddie, Petersburg, City of",,1,http://aad.archives.gov/aad//VA089
VA090,Sutherland's Station,Engagement,1865-04-02,1865-04-02,Main Eastern Theater of Operation,"Appomattox Campaign (1865), 03/29/65, I",,0,0,1,0,0,0,Fair,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Dinwiddie,,0,http://aad.archives.gov/aad//VA090
VA091,Amelia Springs,Engagement,1865-04-05,1865-04-05,Main Eastern Theater of Operation,"Appomattox Campaign (1865), 03/29/65, I",,0,0,1,0,0,0,Good,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C,,,,Amelia,,0,http://aad.archives.gov/aad//VA091
VA092,Rice's Station,Engagement,1865-04-06,1865-04-06,Main Eastern Theater of Operation,"Appomattox Campaign (1865), 03/29/65, I",,0,0,1,0,0,0,Fair,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Prince Edward,,0,http://aad.archives.gov/aad//VA092
VA093,Sailor's Creek,Engagement,1865-04-06,1865-04-06,Main Eastern Theater of Operation,"Appomattox Campaign (1865), 03/29/65, I",,0,0,1,1,0,1,Good,B,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,"Amelia, Prince Edward",,0,http://aad.archives.gov/aad//VA093
VA094,Cumberland Church,Engagement,1865-04-07,1865-04-07,Main Eastern Theater of Operation,"Appomattox Campaign (1865), 03/29/65, I",,0,0,1,0,0,0,Fair,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Cumberland,,0,http://aad.archives.gov/aad//VA094
VA095,High Bridge,Engagement,1865-04-07,1865-04-07,Main Eastern Theater of Operation,"Appomattox Campaign (1865), 03/29/65, I",,0,0,1,0,0,0,Good,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,"Prince Edward, Cumberland",,0,http://aad.archives.gov/aad//VA095
VA096,Appomattox Station,Engagement,1865-04-08,1865-04-08,Main Eastern Theater of Operation,"Appomattox Campaign (1865), 03/29/65, I",N/A,0,0,1,0,0,0,Lost,B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,A,,,,"Appomattox, Appomattox, Town of",,0,http://aad.archives.gov/aad//VA096
VA097,Appomattox Courthouse,Engagement,1865-04-09,1865-04-09,Main Eastern Theater of Operation,"Appomattox Campaign (1865), 03/29/65, I",,1,0,1,0,0,1,Good,A,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,,,,1775,100,Appomattox,,0,http://aad.archives.gov/aad//VA097
VA098,Petersburg,Engagement,1864-06-09,1864-06-09,Main Eastern Theater of Operation,"Richmond-Petersburg Campaign (1864-1865), 06/15/64, I",N/A,0,0,1,0,0,1,Lost,D,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,"Dinwiddie, Petersburg, City of",,0,http://aad.archives.gov/aad//VA098
VA099,Trevilian Station,Combat,1864-06-11,1864-06-11,Main Eastern Theater of Operation,"Grant's Overland Campaign (1864), 05/03/64, I",,0,0,1,0,0,0,Fair,B,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,Louisa,,0,http://aad.archives.gov/aad//VA099
VA100,Cockpit Point,Engagement,1862-01-03,1862-01-03,Main Eastern Theater of Operation,"Blockade [C] of the Potomac River (1861-62), 08/01/61, III",,0,0,1,0,0,0,Good,C,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,,,,,,Prince William,,0,http://aad.archives.gov/aad//VA100
VA101,First Kernstown,Engagement,1862-03-23,1862-03-23,Main Eastern Theater of Operation,"Jackson's Valley Campaign (1862), 03/01/62, I",,0,0,1,0,0,0,Fair,B,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,"Frederick, Winchester, City of",,1,http://aad.archives.gov/aad//VA101
VA102,McDowell,Engagement,1862-05-08,1862-05-08,Main Eastern Theater of Operation,"Jackson's Valley Campaign (1862), 03/01/62, I",,0,0,1,0,0,0,Good,C,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,Highland,,0,http://aad.archives.gov/aad//VA102
VA103,Front Royal,Action,1862-05-23,1862-05-23,Main Eastern Theater of Operation,"Jackson's Valley Campaign (1862), 03/01/62, I",,0,0,1,0,0,0,Poor,C,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,Warren,,0,http://aad.archives.gov/aad//VA103
VA104,First Winchester,Battle,1862-05-25,1862-05-25,Main Eastern Theater of Operation,"Jackson's Valley Campaign (1862), 03/01/62, I",N/A,0,0,1,0,0,0,Lost,A,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,"Frederick, Winchester, City of",,0,http://aad.archives.gov/aad//VA104
VA105,Cross Keys,Battle,1862-06-08,1862-06-08,Main Eastern Theater of Operation,"Jackson's Valley Campaign (1862), 03/01/62, I",,0,0,1,0,0,0,Good,B,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,Rockingham,,0,http://aad.archives.gov/aad//VA105
VA106,Port Republic,Engagement,1862-06-09,1862-06-09,Main Eastern Theater of Operation,"Jackson's Valley Campaign (1862), 03/01/62, I",,0,0,1,0,0,0,Good,B,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,Rockinham,,0,http://aad.archives.gov/aad//VA106
VA107,Second Winchester,Engagement,1863-06-13,1863-06-15,Main Eastern Theater of Operation,"Gettysburg Campaign (1863), 06/09/63, I",,0,0,1,0,0,0,Poor,B,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"Frederick, Winchester, City of",,0,http://aad.archives.gov/aad//VA107
VA108,Manassas Gap,Action,1863-07-23,1863-07-23,Main Eastern Theater of Operation,"Gettysburg Campaign (1863), 06/09/63, I",,0,0,1,0,0,0,Good,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Warren,,0,http://aad.archives.gov/aad//VA108
VA109,Cove Mountain,Engagement,1864-05-10,1864-05-10,Main Eastern Theater of Operation,"Crook-Averell Raid on VA&TN Railroad (1864), 05/09/64, III",,0,0,1,0,0,0,Good,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Wythe,,0,http://aad.archives.gov/aad//VA109
VA110,New Market,Engagement,1864-05-15,1864-05-15,Main Eastern Theater of Operation,"Lynchburg Campaign (1864), 05/01/64, II",,0,0,1,1,0,1,Poor,B,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,Shenandoah,,0,http://aad.archives.gov/aad//VA110
VA111,Piedmont,Engagement,1864-06-05,1864-06-05,Main Eastern Theater of Operation,"Lynchburg Campaign (1864), 05/01/64, II",,0,0,1,0,0,0,Good,B,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,Augusta,,0,http://aad.archives.gov/aad//VA111
VA113,Staunton River Bridge,Engagement,1864-06-25,1864-06-25,Main Eastern Theater of Operation,"Richmond-Petersburg Campaign (1864-1865), 06/15/64, I",,0,1,1,1,0,1,Good,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"Halifax, Charlotte",,0,http://aad.archives.gov/aad//VA113
VA114,Cool Spring,Engagement,1864-07-17,1864-07-18,Main Eastern Theater of Operation,"Early's Raid and Ops agnst B&O RR (1864), 06/01/64, II",,0,0,1,0,0,0,Good,C,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Clarke,,0,http://aad.archives.gov/aad//VA114
VA115,Rutherford's Farm,Engagement,1864-07-20,1864-07-20,Main Eastern Theater of Operation,"Early's Raid and Ops agnst B&O RR (1864), 06/01/64, II",,0,0,1,0,0,0,Poor,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Frederick,,0,http://aad.archives.gov/aad//VA115
VA116,Second Kernstown,Battle,1864-07-24,1864-07-24,Main Eastern Theater of Operation,"Early's Raid and Ops agnst B&O RR (1864), 06/01/64, II",,0,0,1,0,0,0,Poor,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"Frederick, Winchester, City of",,0,http://aad.archives.gov/aad//VA116
VA117,Guard Hill,Engagement,1864-08-16,1864-08-16,Main Eastern Theater of Operation,"Sheridan's Valley Campaign (1864), 08/07/64, I",,0,0,1,0,0,0,Poor,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Warren,,0,http://aad.archives.gov/aad//VA117
VA118,Berryville,Engagement,1864-09-03,1864-09-04,Main Eastern Theater of Operation,"Sheridan's Valley Campaign (1864), 08/07/64, I",,0,0,1,0,0,0,Good,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Clarke,,0,http://aad.archives.gov/aad//VA118
VA119,Opequon,Battle,1864-09-19,1864-09-19,Main Eastern Theater of Operation,"Sheridan's Valley Campaign (1864), 08/07/64, I",,0,0,1,0,0,0,Poor,A,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,0,0,"Frederick, Winchester, City of",,0,http://aad.archives.gov/aad//VA119
VA120,Fisher's Hill,Battle,1864-09-21,1864-09-22,Main Eastern Theater of Operation,"Sheridan's Valley Campaign (1864), 08/07/64, I",,0,0,1,0,0,0,Fair,B,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,Shenandoah,,1,http://aad.archives.gov/aad//VA120
VA121,Tom's Brook,Engagement,1864-10-09,1864-10-09,Main Eastern Theater of Operation,"Sheridan's Valley Campaign (1864), 08/07/64, I",,0,0,1,0,0,0,Fair,C,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,Shenandoah,,0,http://aad.archives.gov/aad//VA121
VA122,Cedar Creek,Battle,1864-10-19,1864-10-19,Main Eastern Theater of Operation,"Sheridan's Valley Campaign (1864), 08/07/64, I",,0,0,1,0,0,1,Fair,A,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,,,,350,5,"Frederick, Warren, Shenandoah",,1,http://aad.archives.gov/aad//VA122
VA123,Waynesboro,Engagement,1865-03-02,1865-03-02,Main Eastern Theater of Operation,"Sheridan's Expedition to Petersburg (1865), 02/01/65, II",N/A,0,0,1,0,0,0,Lost,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Augusta,,0,http://aad.archives.gov/aad//VA123
VA124,Namozine Church,Action,1865-04-03,1865-04-03,Main Eastern Theater of Operation,"Appomattox Campaign (1865), 03/29/65, I",,0,0,1,0,0,0,Good,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Amelia,,0,http://aad.archives.gov/aad//VA124
VA125,Walkerton (Mantapike Hll),Skirmish,1864-03-02,1864-03-02,Main Eastern Theater of Operation,"Kilpatrick-Dahlgren Raid (1864), 02/28/64, III",,0,0,0,0,1,0,Good,C,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,King and Queen,,0,http://aad.archives.gov/aad//VA125
WV001,Philippi,Action,1861-06-03,1861-06-03,Main Eastern Theater of Operation,"Operations in Western Virginia (1861), 06/01/61, II",,0,1,1,0,0,0,Poor,D,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,C,D,,,,"Barbour, Pilippi, City of",,0,http://aad.archives.gov/aad//WV001
WV002,Hoke's Run,Engagement,1861-07-02,1861-07-02,Main Eastern Theater of Operation,"Manassas Campaign (1861), 07/01/61 I",,0,0,1,0,0,0,Fair,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,D,,,,Berkeley,,0,http://aad.archives.gov/aad//WV002
WV003,Rich Mountain,Engagement,1861-07-11,1861-07-11,Main Eastern Theater of Operation,"Operations in Western Virginia (1861), 06/01/61, II",,0,0,1,0,0,0,Good,B,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,Randolph,,1,http://aad.archives.gov/aad//WV003
WV004,Kessler's Cross Lanes,Action,1861-08-26,1861-08-26,Main Eastern Theater of Operation,"Operations in Western Virginia (1861), 06/01/61, II",,0,0,1,0,0,0,Fair,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,D,,,,Nicholas,,0,http://aad.archives.gov/aad//WV004
WV005,Cheat Mountain,Engagement,1861-09-12,1861-09-12,Main Eastern Theater of Operation,"Operations in Western Virginia (1861), 06/01/61, II",,1,0,1,0,0,1,Good,B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,B,,,,Pocahontas,,0,http://aad.archives.gov/aad//WV005
WV006,Carnifex Ferry,Engagement,1861-09-10,1861-09-10,Main Eastern Theater of Operation,"Operations in Western Virginia (1861), 06/01/61, II",,0,0,0,1,0,1,Good,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,B,,,,Nicholas,,0,http://aad.archives.gov/aad//WV006
WV007,Greenbrier River,Engagement,1861-10-03,1861-10-03,Main Eastern Theater of Operation,"Operations in Western Virginia (1861), 06/01/61, II",,0,0,1,0,0,0,Fair,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,D,,,,"Pocahontas, Bartow, City of",,0,http://aad.archives.gov/aad//WV007
WV008,Camp Allegheny,Engagement,1861-12-13,1861-12-13,Main Eastern Theater of Operation,"Operations in Western Virginia (1861), 06/01/61, II",,1,0,1,0,0,0,Good,C,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,C,,,,Pocahontas,,0,http://aad.archives.gov/aad//WV008
WV009,Princeton Court-House,Action,1862-05-16,1862-05-17,Main Eastern Theater of Operation,Undefined Code,N/A,0,0,1,0,0,0,Lost,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,,,,,"Mercer, Princeton, City of",,0,http://aad.archives.gov/aad//WV009
WV010,Harpers Ferry,Siege,1862-09-12,1862-09-15,Main Eastern Theater of Operation,"Maryland Campaign (1862), 09/02/62, I",,1,0,1,0,0,1,Fair,B,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,,,,,,Jefferson,,1,http://aad.archives.gov/aad//WV010
WV012,Droop Mountain,Engagement,1863-11-06,1863-11-06,Main Eastern Theater of Operation,"Averell's Raid on VA&TN Railroad (1863), 11/01/63, III",,0,0,0,1,0,1,Good,C,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,C,D,,,,Pocahontas,,0,http://aad.archives.gov/aad//WV012
WV013,Moorefield,Engagement,1864-08-07,1864-08-07,Main Eastern Theater of Operation,"Early's Raid and Ops agnst B&O RR (1864), 06/01/64, II",N/A,0,1,1,0,0,0,Lost,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C,,,,Hardy,,0,http://aad.archives.gov/aad//WV013
WV014,Summit Point,Engagement,1864-08-21,1864-08-21,Main Eastern Theater of Operation,"Sheridan's Valley Campaign (1864), 08/07/64, I",,0,1,1,0,0,0,Fair,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,D,,,,Jefferson,,0,http://aad.archives.gov/aad//WV014
WV015,Smithfield Crossing,Engagement,1864-08-29,1864-08-29,Main Eastern Theater of Operation,"Sheridan's Valley Campaign (1864), 08/07/64, I",,0,0,1,0,0,0,Fair,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,D,,,,"Jefferson, Berkeley",,0,http://aad.archives.gov/aad//WV015
WV016,Shepherdstown,Action,1862-09-19,1862-09-20,Main Eastern Theater of Operation,"Maryland Campaign (1862), 09/02/62, I",,0,0,1,0,0,0,Fair,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Jefferson,,0,http://aad.archives.gov/aad//WV016
