battle,event_type,state,year,battle_name,start_date,end_date,text,cas_k,cas_w,cas_m,cas_mp,cas_kwm,cas_total
134,Occupation,AL,1864,Feb. 19: Operations about Brown's Ferry,1864-02-19,1864-02-19,(No Reports.),,,,,,
135,Exp.,AL,1864,March 2-3: Exp. from Larkins' Landing to Gourd Neck and Guntersville,1864-03-02,1864-03-03,ALABAMA--Latham's Co. Cavalry. ILLINOIS--55th Infantry. MICHIGAN--15th Infantry. MISSOURI--8th Infantry.,,,,,,
136,Skirmish,AL,1864,"March 2: Skirmish, Guntersville",1864-03-02,1864-03-02,MICHIGAN--15th Infantry.,,,,,,
137,Skirmish,AL,1864,"March 7: Skirmish, Decatur",1864-03-07,1864-03-07,OHIO--63d Infantry.,,,,,,
138,Affair,AL,1864,March 8: Affairs at Courtland and Moulton,1864-03-08,1864-03-08,(No Reports.),,,,,,
139,Skirmish,AL,1864,"March 14: Skirmish, Claysville",1864-03-14,1864-03-14,"IOWA--4th and 9th Infantry (Detachments). MISSOURI--29th Infantry (Detachment). Union loss, 1 killed, 2 wounded. 55 missing. Total, 58.",,2,55,,1,58
140,Skirmish,AL,1864,March 21: Skirmish near Moulton,1864-03-21,1864-03-21,ILLINOIS--9th Mounted Infantry.,,,,,,
141,Scout,AL,1864,March 28: Scouts to Caperton's Ferry,1864-03-28,1864-03-28,ALABAMA--1st Cavalry. KENTUCKY--2d Cavalry (Detachment). OHIO--82d Infantry.,,,,,,
142,Affair,AL,1864,"March 29: Affair, Caperton's Ferry",1864-03-29,1864-03-29,OHIO--66th Infantry.,,,,,,
143,Scout,AL,1864,March 30: Scout from Woodville,1864-03-30,1864-03-30,(No Details.),,,,,,
144,Scout,AL,1864,March 30: Scout from Athens,1864-03-30,1864-03-30,(No Reports.),,,,,,
145,Scout,AL,1864,March 31-April 2: Scout from Bridgeport to Caperton's Ferry,1864-03-31,1864-04-02,OHIO--5th Infantry. PENNSYLVANIA--28th Infantry.,,,,,,
146,Skirmish,AL,1864,"April 7: Skirmish, Woodall's Bridge",1864-04-07,1864-04-07,(No Reports.),,,,,,
147,Skirmish,AL,1864,"April 8: Skirmish, Paint Rock Bridge",1864-04-08,1864-04-08,"INDIANA--73d Infantry (Detachment). Union loss, 1 killed, 1 wounded. Total, 2.",,1,,,1,2
148,Affair,AL,1864,"April 11: Affair, Kelly's Plantation, Sulphur Springs Road",1864-04-11,1864-04-11,OHIO--5th Cavalry (Detachment).,,,,,,
149,Scout,AL,1864,April 11: Scout from Stevenson to Caperton's Ferry,1864-04-11,1864-04-11,NEW YORK--60th Infantry (Detachment).,,,,,,
150,Skirmish,AL,1864,April 12: Skirmish near Florence,1864-04-12,1864-04-12,"OHIO--9th Cavalry (Co. ""G"").",,,,,,
151,Reconn,AL,1864,April 12-16: Reconn. from Bridgeport down Tennessee River to Triana,1864-04-12,1864-04-16,"ALABAMA--1st Cavalry (Detachment). OHIO--7th, 28th and 66th Infantry (Detachments). PENNSYLVANIA--Indpt, Battery ""E,"" Light Arty. (Section); 28th and 147th Infantry (Detachments).",,,,,,
152,Skirmish,AL,1864,April 13: Skirmish near Decatur,1864-04-13,1864-04-13,"ILLINOIS--9th Mounted Infantry. Union loss, 2 killed, 41 missing. Total, 43.",,,41,,2,43
153,Affair,AL,1864,"April 17: Affair, Flint River",1864-04-17,1864-04-17,ILLINOIS--9th Mounted Infantry (Detachment).,,,,,,
154,Skirmish,AL,1864,"April 17: Skirmish, Decatur",1864-04-17,1864-04-17,ILLINOIS--9th Mounted Infantry (Detachment).,,,,,,
155,Skirmish,AL,1864,"April 18: Skirmish, Decatur",1864-04-18,1864-04-18,ALABAMA--1st Cavalry.,,,,,,
156,Occupation,AL,1864,April 19: Operations in Morgan County,1864-04-19,1864-04-19,(Confederate Reports.),,,,,,
157,Affair,AL,1864,"April 21: Affair, Harrison's Gap",1864-04-21,1864-04-21,IOWA--26th Infantry (Detachment).,,,,,,
158,Affair,AL,1864,April 24: Affair near Decatur,1864-04-24,1864-04-24,(No Reports.),,,,,,
159,Affair,AL,1864,April 27: Affair near Decatur,1864-04-27,1864-04-27,Picket Attack.,,,,,,
160,Skirmish,AL,1864,"April 30: Skirmish, Decatur",1864-04-30,1864-04-30,(No Reports.),,,,,,
161,Skirmish,AL,1864,May 7: Skirmish near Florence,1864-05-07,1864-05-07,ILLINOIS--7th Infantry.,,,,,,
162,Skirmish,AL,1864,"May 8: Skirmish, Decatur",1864-05-08,1864-05-08,ILLINOIS--7th Infantry.,,,,,,
163,Skirmish,AL,1864,"May 12: Skirmish, Jackson's Ferry, Hallowell Landing",1864-05-12,1864-05-12,OHIO--5th Co. Sharpshooters.,,,,,,
164,Skirmish,AL,1864,"May 15: Skirmish, Centre Star",1864-05-15,1864-05-15,ILLINOIS--7th Infantry. OHIO--9th Cavalry.,,,,,,
165,Skirmish,AL,1864,"May 17: Skirmish, Madison Station",1864-05-17,1864-05-17,ILLINOIS--13th Infantry.,,,,,,
166,Skirmish,AL,1864,"May 18: Skirmish, Fletcher's Ferry, Courtland Road",1864-05-18,1864-05-18,INDIANA--10th Indpt. Battery Light Arty.; 25th Infantry.,,,,,,
167,Action,AL,1864,"May 27: Action, Pond Springs, near Courtland",1864-05-27,1864-05-27,"ILLINOIS--Battery ""D,"" 2d Light Arty. INDIANA--25th Infantry. NEW YORK--17th Veteran Infantry. OHIO--1st, 3d and 4th Cavalry. WISCONSIN--32d Infantry. Union loss. 48 killed, wounded and missing.",48,0,0,0,0,48
168,Action,AL,1864,"May 28-29: Actions, Moulton",1864-05-28,1864-05-29,"OHIO--1st, 3d and 4th Cavalry. Union loss, 4 killed, 14 wounded. Total, 18.",,14,,,4,18
169,Skirmish,AL,1864,"June 1: Skirmish, Decatur",1864-06-01,1864-06-01,"ILLINOIS--Battery ""D,"" 2d Light Arty. TENNESSEE--4th Cavalry. Union loss, 30 killed, wounded and missing.",30,0,0,0,0,30
170,Skirmish,AL,1864,"June 10: Skirmish, Cane Creek",1864-06-10,1864-06-10,"OHIO--106th Infantry. Loss, 2 wounded.",0,2,0,0,0,2
171,Skirmish,AL,1864,"June 24: Skirmish, Curtis Wells",1864-06-24,1864-06-24,"MICHIGAN--18th Infantry. OHIO--9th Cavalry (Detachment). Union loss, 1 killed, 4 wounded. Total, 5.",,4,,,1,5
172,Occupation,AL,1864,June 24-Aug. 30: Operations in District of Northern Alabama,1864-06-24,1864-08-30,"INDIANA--73d Infantry. MICHIGAN--18th Infantry. OHIO--9th Cavalry; 106th Infantry. WISCONSIN--13th Infantry. TENNESSEE--2d, 3d and 4th Cavalry; 10th Infantry.",,,,,,
173,Skirmish,AL,1864,"June 27: Skirmish, Big Cove Valley",1864-06-27,1864-06-27,"INDIANA--12th Cavalry (Detachment). Loss, 1 killed.",0,0,0,0,1,1
174,Skirmish,AL,1864,"June 28: Skirmish, Pond Springs",1864-06-28,1864-06-28,MICHIGAN--18th Infantry.,,,,,,
175,Skirmish,AL,1864,"June 29: Skirmish, Pond Springs",1864-06-29,1864-06-29,INDIANA--25th Infantry. NEW YORK--17th Veteran Infantry. OHIO--9th Cavalry (Detachment). TENNESSEE--2d Cavalry.,,,,,,
176,Skirmish,AL,1864,"July --: Skirmish, Sand Mountain",1864-07-01,1864-07-31,TENNESSEE--4th Cavalry.,,,,,,
177,Scout,AL,1864,July --: Scout in Morgan and Lawrence Counties,1864-07-01,1864-07-31,TENNESSEE--3d Cavalry.,,,,,,
178,Skirmish,AL,1864,July 8: Skirmish near Vienna,1864-07-08,1864-07-08,"INDIANA--12th Cavalry. Union loss, 1 killed, 9 wounded. Total, 10.",,9,,,1,10
179,Raid,AL,1864,July 10-22: Raid from Decatur on West Point and Montgomery R. R. (Rousseau's),1864-07-10,1864-07-22,"INDIANA--8th Cavalry. KENTUCKY--2d Cavalry. IOWA--5th Cavalry. MICHIGAN--Battery ""E,"" 1st Light Arty. (Section). OHIO--9th Cavalry. TENNESSEE--4th Cavalry. Union loss, 3 killed, 30 wounded. Total, 33.",,30,,,3,33
180,Scout,AL,1864,July 11: Scout from Gunter's Landing to Warrenton,1864-07-11,1864-07-11,"WISCONSIN--13th Infantry (Co. ""C"").",,,,,,
181,Exp.,AL,1864,July 11-13: Exp. to Centre,1864-07-11,1864-07-13,ALABAMA--1st Cavalry.,,,,,,
182,Skirmish,AL,1864,July 13: Skirmish near Coosa River,1864-07-13,1864-07-13,IOWA--5th Cavalry.,,,,,,
183,Skirmish,AL,1864,July 14: Skirmish near Greenpoint,1864-07-14,1864-07-14,INDIANA--8th Cavalry.,,,,,,
184,Action,AL,1864,"July 14: Action, Ten Island Ford, Coosa River",1864-07-14,1864-07-14,"INDIANA--8th Cavalry. IOWA--5th Cavalry. KENTUCKY--2d Cavalry. MICHIGAN--Battery ""E,"" 1st Light Arty. (Section). OHIO--9th Cavalry. TENNESSEE--4th Cavalry.",,,,,,
185,Skirmish,AL,1864,"July 18: Skirmish, Chehaw Station",1864-07-18,1864-07-18,INDIANA--8th Cavalry. IOWA--5th Cavalry. TENNESSEE--4th Cavalry.,,,,,,
186,Skirmish,AL,1864,July 18: Skirmish near Auburn,1864-07-18,1864-07-18,OHIO--9th Cavalry.,,,,,,
187,Skirmish,AL,1864,"July 18: Skirmish, Nontasulga",1864-07-18,1864-07-18,INDIANA--8th Cavalry.,,,,,,
188,Skirmish,AL,1864,"July 18: Skirmish, Opelika",1864-07-18,1864-07-18,TENNESSEE--4th Cavalry.,,,,,,
189,Scout,AL,1864,July 18-21: Scout in Clear Springs and Sink Springs Valleys,1864-07-18,1864-07-21,INDIANA--12th Cavalry (Detachment).,,,,,,
190,Skirmish,AL,1864,"July 22: Skirmish, Pollard",1864-07-22,1864-07-22,"NEW YORK--14th Cavalry (Co. ""M"").",,,,,,
191,Skirmish,AL,1864,"July 25: Skirmish, Courtland",1864-07-25,1864-07-25,"MICHIGAN--18th Infantry. NEW YORK--17th Veteran Infantry. OHIO--9th Cavalry. WISCONSIN--32d Infantry. Union loss, 2 killed, 4 wounded. Total, 6.",,4,,,2,6
192,Skirmish,AL,1864,"July 25: Skirmish, Flint River",1864-07-25,1864-07-25,INDIANA--12th Cavalry.,,,,,,
193,Exp.,AL,1864,July 25-28: Exp. from Decatur to Courtland and Moulton,1864-07-25,1864-07-28,"INDIANA--25th Infantry. MICHIGAN--18th Infantry. OHIO--Battery ""F,"" 1st Light Arty. (Section). TENNESSEE--3d Cavalry (Battalion). WISCONSIN--32d Infantry. Union loss, 2 killed, 4 wounded. Total, 6.",,4,,,2,6
194,Skirmish,AL,1864,"July 28: Skirmish, Courtland",1864-07-28,1864-07-28,"INDIANA--25th Infantry. MICHIGAN--18th Infantry. OHIO--Battery ""F,"" 1st Light Arty. (Section). WISCONSIN--32d Infantry. TENNESSEE--3d Cavalry (Battalion).",,,,,,
195,Affair,AL,1864,"July 28: Affair, Danville Road, near Decatur",1864-07-28,1864-07-28,"Scouting party. Loss, 1 wounded.",0,1,0,0,0,1
196,Scout,AL,1864,July 29: Scout from Triana to Somerville,1864-07-29,1864-07-29,INDIANA--73d Infantry (Detachment).,,,,,,
197,Skirmish,AL,1864,"July 30: Skirmish, Paint Rock Station",1864-07-30,1864-07-30,INDIANA--12th Cavalry.,,,,,,
198,Skirmish,AL,1864,July 31: Skirmish near Watkins' Plantation,1864-07-31,1864-07-31,Foraging party.,,,,,,
199,Occupation,AL,1864,Aug. 2-23: Operations in Mobile Bay against Forts Gaines and Morgan,1864-08-02,1864-08-23,"CONNECTICUT--2d Indpt. Battery Light Arty. ILLINOIS--Battery ""A,"" 2d Light Arty.; 77th and 94th Infantry. INDIANA--1st Heavy Arty. (Cos. ""B,"" ""F,"" ""H,"" ""K""); 67th Infantry. IOWA--20th, 34th and 38th Infantry. MARYLAND--3d Cavalry. OHIO--17th Indpt. Battery Light Arty.; 96th Infantry. WISCONSIN--20th Infantry. UNITED STATES--Battery ""G,"" 5th Light Arty.; 96th Colored Infantry.",,,,,,
200,Landing,AL,1864,Aug. 3: Landing at Dauphin's Island,1864-08-03,1864-08-03,UNITED STATES FORCES.,,,,,,
201,Battle,AL,1864,"Aug. 5: Battle of Forts Gaines and Morgan, Mobile Bay",1864-08-05,1864-08-05,"UNITED STATES NAVY--""Brooklyn,"" ""Octorora,"" ""Hartford,"" ""Ossippee,"" ""Itasca,"" ""Oneida,"" ""Galena,"" ""Metacomet,"" ""Richmond,"" ""Port Royal,"" ""Lackawanna,"" ""Seminole,"" ""Monongahela"" and ""Tecumseh."" Union loss, 150 killed, 170 wounded. Total, 320.",,170,,,150,320
202,Siege,AL,1864,Aug. 3-9: Siege and Capture of Fort Gaines,1864-08-03,1864-08-09,"CONNECTICUT--2d Indpt. Battery Light Arty. ILLINOIS--Battery ""A,"" 2d Light Arty.; 77th and 94th Infantry. INDIANA--1st Heavy Arty. (Cos. ""B,"" ""F,"" ""H,"" ""K""); 67th Infantry. IOWA--20th, 34th and 38th Infantry. MARYLAND--3d Cavalry. OHIO--17th Indpt. Battery Light Arty.; 96th Infantry. WISCONSIN--20th Infantry. UNITED STATES--96th Colored Infantry.",,,,,,
203,Siege,AL,1864,Aug. 5-23: Sloge and Capture of Fort Morgan,1864-08-05,1864-08-23,"CONNECTICUT--2d Indpt. Battery Light Arty. ILLINOIS--Battery ""A,"" 2d Light Arty.; 77th and 94th Infantry. INDIANA--1st Heavy Arty. (Cos. ""B,"" ""F,"" ""H,"" ""K""); 67th Infantry. IOWA--20th, 34th and 38th Infantry. MARYLAND--3d Cavalry. OHIO--17th Indpt. Battery Light Arty.; 96th Infantry. WISCONSIN--20th Infantry. UNITED STATES--Battery ""G,"" 5th Arty. FARRAGUT'S FLEET. UNITED STATES NAVY--""Tecumseh,"" ""Monongahela,"" ""Galena,"" ""Ossippee"" ""Oneida,"" ""Richmond,"" ""Lackawanna,"" ""Brooklyn,"" ""Octorora,"" ""Hartford,"" ""Itasca,"" ""Metacomet,"" ""Seminole,"" ""Port Royal.""",,,,,,
204,Engagement,AL,1864,"Aug. 5: Engagement, Fort Morgan",1864-08-05,1864-08-05,UNITED STATES--Navy.,,,,,,
205,Evacuation,AL,1864,Aug. 5: Evacuation of Fort Powell,1864-08-05,1864-08-05,By Confederate Forces.,,,,,,
206,Affair,AL,1864,"Aug. 6: Affair, Summerville Road, near Decatur",1864-08-06,1864-08-06,TENNESSEE--3d Cavalry (Detachment).,,,,,,
207,Skirmish,AL,1864,"Aug. 9: Skirmish, Courtland",1864-08-09,1864-08-09,TENNESSEE--2d Cavalry.,,,,,,
208,Skirmish,AL,1864,Aug. 9: Skirmish near Pond Springs,1864-08-09,1864-08-09,"TENNESSEE--2d, 3d and 4th Cavalry.",,,,,,
209,Skirmish,AL,1864,"Aug. 10: Skirmish, Florence",1864-08-10,1864-08-10,TENNESSEE--12th Cavalry.,,,,,,
210,Skirmish,AL,1864,Aug. 11: Skirmish near Moore's Hill,1864-08-11,1864-08-11,INDIANA--12th Cavalry.,,,,,,
211,Occupation,AL,1864,Aug. 12-14: Operations in Madison County,1864-08-12,1864-08-14,INDIANA--12th Cavalry. TENNESSEE--Cavalry (Detachment).,,,,,,
212,Scout,AL,1864,Aug. 15: Scout from Triana to Valhermosa Springs,1864-08-15,1864-08-15,INDIANA--73d Infantry.,,,,,,
213,Exp.,AL,1864,Aug. 17-20: Exp. from Decatur to Moulton,1864-08-17,1864-08-20,"TENNESSEE--2d, 3d and 4th Cavalry (Detachments).",,,,,,
214,Skirmish,AL,1864,"Aug. 18-19: Skirmishes, Antioch Church",1864-08-18,1864-08-19,"TENNESSEE--2d, 3d and 4th Cavalry (Detachments). Loss, 1 wounded.",0,1,0,0,0,1
215,Skirmish,AL,1864,"Sept. 1: Skirmish, Florence",1864-09-01,1864-09-01,INDIANA--9th Cavalry.,,,,,,
216,Exp.,AL,1864,Sept. 9-11: Exp. from Mobile Bay to Bonsecours and Fish River,1864-09-09,1864-09-11,WISCONSIN--20th Infantry.,,,,,,
217,Skirmish,AL,1864,"Sept. 10: Skirmish, Florence",1864-09-10,1864-09-10,TENNESSEE--3d Cavalry.,,,,,,
218,Skirmish,AL,1864,"Sept. 12: Skirmish, Florence",1864-09-12,1864-09-12,INDIANA--9th Cavalry.,,,,,,
219,Skirmish,AL,1864,"Sept. 17: Skirmish, Florence",1864-09-17,1864-09-17,OHIO--3d Cavalry.,,,,,,
220,Surrender,AL,1864,Sept. 23: Surrender of Fort Morgan,1864-09-23,1864-09-23,To U. S. Forces.,,,,,,
221,Action,AL,1864,"Sept. 23-24: Actions, Athens",1864-09-23,1864-09-24,"MICHIGAN--18th Infantry OHIO--102d Infantry. TENNESSEE--3d Cavalry. UNITED STATES--106th, 110th and 111th Colored Infantry. Union loss, 10 wounded, 571 missing. Total, 581.",,10,571,,,581
222,Action,AL,1864,"Sept. 25: Action, Sulphur Branch Trestle",1864-09-25,1864-09-25,"INDIANA--9th and 10th Cavalry. TENNESSEE--3d Cavalry. UNITED STATES--111th Colored Infantry. Union loss, 27 killed, 112 wounded, 505 missing. Total, 644.",,112,505,,27,644
223,Skirmish,AL,1864,"Oct. 1: Skirmish, Huntsville",1864-10-01,1864-10-01,"INDIANA--11th, 12th and 13th Cavalry.",,,,,,
224,Skirmish,AL,1864,"Oct. 1-2: Skirmishes, Athens",1864-10-01,1864-10-02,"INDIANA--10th Cavalry (Detachment); 73d Infantry. TENNESSEE--2d Cavalry (Detachment); Battery ""A,"" 1st Light Arty. (Section). Loss, 2 wounded.",0,2,0,0,0,2
225,Skirmish,AL,1864,"Oct. 3: Skirmish, Waterloo",1864-10-03,1864-10-03,INDIANA--6th Cavalry.,,,,,,
226,Skirmish,AL,1864,"Oct. 6-7: Skirmishes, Florence",1864-10-06,1864-10-07,ILLINOIS--16th and 60th Infantry. IOWA--8th Cavalry. MICHIGAN--10th Infantry. TENNESSEE--6th Cavalry.,,,,,,
227,Affair,AL,1864,"Oct. 9: Affair, Mobile Bay",1864-10-09,1864-10-09,"Attack on U. S. Steamer ""Sebago.""",,,,,,
228,Skirmish,AL,1864,"Oct. 18: Skirmish, Huntsville",1864-10-18,1864-10-18,INDIANA--12th Cavalry.,,,,,,
229,Skirmish,AL,1864,"Oct. 20: Skirmish, Little River",1864-10-20,1864-10-20,"ILLINOIS--Chicago Board of Trade Battery Light Arty.; 98th and 123d Mounted Infantry. INDIANA--17th and 72d Mounted Infantry. KENTUCKY--4th, 6th and 7th Cavalry. MICHIGAN--4th Cavalry. OHIO--1st and 3d Cavalry. PENNSYLVANIA--7th Cavalry.",,,,,,
230,Skirmish,AL,1864,"Oct. 20: Skirmish, Blue Pond",1864-10-20,1864-10-20,INDIANA--17th and 72d Mounted Infantry. MICHIGAN--4th Cavalry. OHIO--1st and 3d Cavalry.,,,,,,
231,Action,AL,1864,"Oct. 21: Action, Leesburg",1864-10-21,1864-10-21,"ILLINOIS--Chicago Board of Trade Battery Light Arty.; 98th and 123d Mounted Infantry. INDIANA--17th and 72d Mounted Infantry. KENTUCKY--4th, 6th and 7th Cavalry. MICHIGAN--4th Cavalry. OHIO--1st and 3d Cavalry. PENNSYLVANIA--7th Cavalry.",,,,,,
232,Skirmish,AL,1864,"Oct. 21: Skirmish, Drove Road Crossing",1864-10-21,1864-10-21,INDIANA--17th Mounted Infantry.,,,,,,
233,Skirmish,AL,1864,"Oct. 23: Skirmish, Kings' Hill, near Gadsden",1864-10-23,1864-10-23,OHIO--3d Cavalry.,,,,,,
234,Reconn,AL,1864,Oct. 25: Reconn. from Gaylesville to Turkeytown,1864-10-25,1864-10-25,"ILLINOIS--26th, 40th, 48th, 55th, 90th, 103d, 111th, 116th and 127th Infantry. INDIANA--12th, 83d, 97th and 99th Infantry. IOWA--1st Battery Light Arty.; 4th, 6th, 9th, 25th, 30th and 31st Infantry. MICHIGAN--Battery ""B,"" 1st Light Arty.; 15th Infantry. MISSOURI--3d, 6th, 8th, 12th, 17th, 27th, 29th, 31st and 32d Infantry. OHIO--30th, 37th, 46th, 47th, 53d, 54th, 57th, 70th and 76th Infantry.",,,,,,
235,Skirmish,AL,1864,"Oct. 25: Skirmishes, Turkeytown and Gadsden Road",1864-10-25,1864-10-25,"ILLINOIS--111th Infantry. INDIANA--83d Infantry. IOWA--1st Battery Light Arty. MICHIGAN--Battery ""B,"" 1st Light Arty. OHIO--37th, 47th, 53d and 54th Infantry.",,,,,,
236,Skirmish,AL,1864,Oct. 25: Skirmish near Round Mountain,1864-10-25,1864-10-25,(No Reports.),,,,,,
237,Siege,AL,1864,Oct. 26-29: Siege of Decatur,1864-10-26,1864-10-29,"ILLINOIS--Battery ""D,"" 2d Light Arty. INDIANA--10th Cavalry, Detachments of 11th, 12th and 13th Cavalry; 68th and 73d Infantry. MICHIGAN--3d, 4th (Detachment), 18th and 29th Infantry. MISSOURI--Battery ""D,"" 2d Light Arty. (Section). OHIO--Battery ""F,"" 1st Light Arty.; 102d Infantry. TENNESSEE--Battery ""A,"" 1st Light Arty.; 2d Cavalry. Union loss, 10 killed, 45 wounded, 100 missing. Total, 155.",,45,100,,10,155
238,Skirmish,AL,1864,"Oct. 27: Skirmish, Cedar Bluff",1864-10-27,1864-10-27,KENTUCKY--12th Infantry.,,,,,,
239,Skirmish,AL,1864,"Oct. 27: Skirmish, Little River",1864-10-27,1864-10-27,OHIO--78th Infantry.,,,,,,
240,Action,AL,1864,"Oct. 28: Action, Ladiga Terrapin Creek",1864-10-28,1864-10-28,"ILLINOIS--Chicago Board of Trade Battery Light Arty.; 98th and 123d Infantry. INDIANA--17th and 72d Mounted Infantry, KENTUCKY--4th, 6th and 7th Cavalry. OHIO--1st and 3d Cavalry. PENNSYLVANIA--7th Cavalry.",,,,,,
241,Skirmish,AL,1864,"Oct. 28: Skirmish, Goshen",1864-10-28,1864-10-28,(No Reports.),,,,,,
242,Skirmish,AL,1864,"Oct. 30: Skirmish, Florence",1864-10-30,1864-10-30,TENNESSEE--10th Cavalry.,,,,,,
243,Action,AL,1864,"Oct. 30: Action, Mussel Shoals, Raccoon Ford",1864-10-30,1864-10-30,IOWA--8th Cavalry. KENTUCKY--4th Mounted Infantry. MICHIGAN--2d Cavalry. TENNESSEE--1st Cavalry.,,,,,,
244,Skirmish,AL,1864,Oct. 31: Skirmish near Shoal Creek,1864-10-31,1864-10-31,IOWA--8th Cavalry. KENTUCKY--4th Mounted Infantry. MICHIGAN--2d Cavalry. TENNESSEE--1st Cavalry.,,,,,,
245,Skirmish,AL,1864,"Nov. 5-6: Skirmishes, Shoal Creek, near Florence",1864-11-05,1864-11-06,IOWA--8th Cavalry. KENTUCKY--4th Mounted Infantry. MICHIGAN--2d Cavalry. TENNESSEE--1st Cavalry.,,,,,,
246,Skirmish,AL,1864,"Nov. 9: Skirmish, Shoal Creek",1864-11-09,1864-11-09,(No Reports.),,,,,,
247,Skirmish,AL,1864,"Nov. 11: Skirmish, Shoal Creek",1864-11-11,1864-11-11,"ILLINOIS--3rd, 6th, 7th and 9th Cavalry. Battery ""K,"" 1st Light Arty. IOWA--2nd Cavalry. MISSOURI--12th Cavalry.",,,,,,
248,Skirmish,AL,1864,Nov. 16-20: Skirmishes on line of Shoal Creek,1864-11-16,1864-11-20,"ILLINOIS--Battery ""K,"" 1st Light Arty. Chicago Board of Trade Battery, Light Arty. 3rd, 6th, 7th and 9th Cavalry. INDIANA--11th Cavalry. IOWA--2nd and 8th Cavalry. KENTUCKY--4th Mounted Infantry. MICHIGAN--2nd Cavalry. MISSOURI--12th Cavalry. TENNESSEE--1st Cavalry.",,,,,,
249,Skirmish,AL,1864,Nov. 17: Skirmishes near Maysville and near New Market,1864-11-17,1864-11-17,"INDIANA--11th and 12th Cavalry (Detachments). MICHIGAN--4th Infantry. Union loss, 2 wounded.",0,2,0,0,0,2
250,Skirmish,AL,1864,"Nov. 19: Skirmish, Duckett's Plantation, near Paint Rock River",1864-11-19,1864-11-19,MICHIGAN--4th Infantry.,,,,,,
251,Skirmish,AL,1864,Dec. 7: Skirmish near Paint Rock Bridge,1864-12-07,1864-12-07,"INDIANA--11th, 12th and 13th Cavalry (Detachments). PENNSYLVANIA--15th Cavalry. TENNESSEE--2nd Cavalry (Detachment). Union loss, 39 missing.",0,0,39,0,0,39
252,Skirmish,AL,1864,Dec. 27-28: Skirmishes near Decatur,1864-12-27,1864-12-28,"INDIANA--10th, 12th and 13th Cavalry (Detachments). PENNSYLVANIA--15th Cavalry. TENNESSEE--2nd Cavalry (Detachment). UNITED STATES--12th Colored Infantry.",,,,,,
253,Skirmish,AL,1864,"Dec. 29: Skirmishes, Pond Springs and Hillsboro",1864-12-29,1864-12-29,"INDIANA--10th, 12th and 13th Cavalry (Detachments). PENNSYLVANIA--15th Cavalry. TENNESSEE--2nd Cavalry (Detachment). Union loss, 1 wounded.",0,1,0,0,0,1
254,Skirmish,AL,1864,Dec. 30: Skirmish near Leighton,1864-12-30,1864-12-30,"INDIANA--10th, 12th and 13th Cavalry (Detachments). PENNSYLVANIA--15th Cavalry. TENNESSEE--2d Cavalry (Detachment.",,,,,,
255,Affair,AL,1864,"Dec. 31: Affair, Paint Rock Bridge",1864-12-31,1864-12-31,"MISSOURI--Battery ""D,"" 1st Light Arty. (Detachment). WISCONSIN--13th Infantry (Co. ""G"").",,,,,,
256,Skirmish,AL,1864,"Dec. 31: Skirmish, Russellsville",1864-12-31,1864-12-31,"INDIANA--10th, 12th and 13th Cavalry (Detachments). PENNSYLVANIA--15th Cavalry. TENNESSEE--2nd Cavalry (Detachment).",,,,,,
257,Skirmish,AL,1865,"Jan. 4: Skirmish, Thorn Hill",1865-01-04,1865-01-04,"INDIANA--10th, 12th and 13th Cavalry (Detachments). PENNSYLVANIA--15th Cavalry. TENNESSEE--2nd Cavalry (Detachment). Union loss, 1 killed, 2 wounded. Total, 3.",,2,,,1,3
258,Skirmish,AL,1865,"Jan. 26: Skirmish, Paint Rock",1865-01-26,1865-01-26,(No Reports.),,,,,,
259,Skirmish,AL,1865,"Jan. 27: Skirmish, Elrod's Tan Yard",1865-01-27,1865-01-27,"OHIO--Battery ""B,"" 1st Light Arty. (Detachment). NEW YORK--68th Infantry (Detachment). UNITED STATES--18th Colored Infantry (Detachment). Loss, 1 killed.",0,0,0,0,1,1
260,Affair,AL,1865,"Jan. 28: Affair, Mobile Bay",1865-01-28,1865-01-28,"Attack on U. S. Steamer ""Octorora.""",,,,,,
261,Occupation,AL,1865,Jan. 31-April 24: Operations in Northern Alabama and Eastern Tennessee,1865-01-31,1865-04-24,"ILLINOIS--21st, 36th, 38th 42nd, 44th, 51st, 59th, 73rd, 74th, 75th, 79th, 80th, 84th, 88th, 89th, 96th, 100th, and 115th Infantry. INDIANA--9th, 30th, 31st, 35th, 36th, 40th, 51st, 57th, 79th, 81st, 84th and 86th Infantry. KANSAS--8th Infantry. KENTUCKY--21st, 23rd and 28th Infantry. MICHIGAN--3rd and 4th Infantry. MISSOURI--15th Infantry. OHIO--Battery ""G,"" 1st Light Arty.; 6th Indpt. Battery Light Arty.; 13th, 15th, 19th, 26th, 41st, 45th, 49th, 51st, 64th, 65th, 71st, 90th, 93rd, 97th, 101st, 124th and 125th Infantry. PENNSYLVANIA--Indpt. Battery ""B,"" Light Arty.; 77th Infantry. WISCONSIN--24th Infantry.",,,,,,
