battle_id,event_type,state,battle_name,start_date,end_date,text,casualties,killed,wounded,killed_wounded,missing_captured,comment
123,Occupation,AL,Jan. 23-29: Operations in North Alabama,1864-01-23,1864-01-29,ILLINOIS--92d and 98th Mounted Infantry. INDIANA--72d Mounted Infantry.,NA,NA,NA,NA,NA,NA
124,Skirmish,AL,"Jan. 25: Skirmish, Bainbridge Ferry",1864-01-25,1864-01-25,"ILLINOIS--92d Mounted Infantry (Co. ""I"").",NA,NA,NA,NA,NA,NA
125,Action,AL,"Jan. 25: Action, Sweetwater",1864-01-25,1864-01-25,ILLINOIS--92d Mounted Infantry.,NA,NA,NA,NA,NA,NA
126,Engagement,AL,"Jan. 25: Engagement, Florence",1864-01-25,1864-01-25,"ILLINOIS--92d and 98th Mounted Infantry. INDIANA--72d Mounted Infantry. Union loss, 15 killed, 25 wounded. Total, 40.",40,15,25,40,0,NA
127,Expedition,AL,"Jan. 25-Feb. 5: Exp. from Scottsboro toward Rome, Ga",1864-01-25,1864-02-05,"ALABAMA--1st Cavalry. ILLINOIS--Batteries ""A"" and ""H,"" 1st Light Arty.; 55th and 116th Infantry. IOWA--25th Infantry. MICHIGAN--15th Infantry. MISSOURI--3d, 6th, 12th, 17th and 32d Infantry. OHIO--5th Cavalry; 47th and 54th Infantry.",NA,NA,NA,NA,NA,NA
128,Skirmish,AL,"Jan. 26: Skirmish, Athens",1864-01-26,1864-01-26,ILLINOIS--9th Mounted Infantry (Detachment). Union loss. 20 killed and wounded.,NA,NA,NA,20,NA,NA
129,Skirmish,AL,Jan. 29: Skirmish near Tennessee River,1864-01-29,1864-01-29,ILLINOIS--9th Mounted Infantry.,NA,NA,NA,NA,NA,NA
130,Skirmish,AL,Jan. 29: Skirmish near Cobb's Mill,1864-01-29,1864-01-29,(No Reports.),NA,NA,NA,NA,NA,NA
131,Occupation,AL,Feb. 2: Operations about Whitesburg,1864-02-02,1864-02-02,MINNESOTA--4th Infantry.,NA,NA,NA,NA,NA,NA
132,Affair,AL,Feb. 14: Affair at Larkinsville,1864-02-14,1864-02-14,TENNESSEE and ALABAMA--Vidette Cavalry (Detachment).,NA,NA,NA,NA,NA,NA
133,Occupation,AL,Feb. 16-March 17: Operations about Mobile,1864-02-16,1864-03-17,UNITED STATES--Navy.,NA,NA,NA,NA,NA,NA
134,Occupation,AL,Feb. 19: Operations about Brown's Ferry,1864-02-19,1864-02-19,(No Reports.),NA,NA,NA,NA,NA,NA
135,Expedition,AL,March 2-3: Exp. from Larkins' Landing to Gourd Neck and Guntersville,1864-03-02,1864-03-03,ALABAMA--Latham's Co. Cavalry. ILLINOIS--55th Infantry. MICHIGAN--15th Infantry. MISSOURI--8th Infantry.,NA,NA,NA,NA,NA,NA
136,Skirmish,AL,"March 2: Skirmish, Guntersville",1864-03-02,1864-03-02,MICHIGAN--15th Infantry.,NA,NA,NA,NA,NA,NA
137,Skirmish,AL,"March 7: Skirmish, Decatur",1864-03-07,1864-03-07,OHIO--63d Infantry.,NA,NA,NA,NA,NA,NA
138,Affair,AL,March 8: Affairs at Courtland and Moulton,1864-03-08,1864-03-08,(No Reports.),NA,NA,NA,NA,NA,NA
139,Skirmish,AL,"March 14: Skirmish, Claysville",1864-03-14,1864-03-14,"IOWA--4th and 9th Infantry (Detachments). MISSOURI--29th Infantry (Detachment). Union loss, 1 killed, 2 wounded. 55 missing. Total, 58.",58,1,2,3,55,NA
140,Skirmish,AL,March 21: Skirmish near Moulton,1864-03-21,1864-03-21,ILLINOIS--9th Mounted Infantry.,NA,NA,NA,NA,NA,NA
141,Scout,AL,March 28: Scouts to Caperton's Ferry,1864-03-28,1864-03-28,ALABAMA--1st Cavalry. KENTUCKY--2d Cavalry (Detachment). OHIO--82d Infantry.,NA,NA,NA,NA,NA,NA
142,Affair,AL,"March 29: Affair, Caperton's Ferry",1864-03-29,1864-03-29,OHIO--66th Infantry.,NA,NA,NA,NA,NA,NA
143,Scout,AL,March 30: Scout from Woodville,1864-03-30,1864-03-30,(No Details.),NA,NA,NA,NA,NA,NA
144,Scout,AL,March 30: Scout from Athens,1864-03-30,1864-03-30,(No Reports.),NA,NA,NA,NA,NA,NA
145,Scout,AL,March 31-April 2: Scout from Bridgeport to Caperton's Ferry,1864-03-31,1864-04-02,OHIO--5th Infantry. PENNSYLVANIA--28th Infantry.,NA,NA,NA,NA,NA,NA
146,Skirmish,AL,"April 7: Skirmish, Woodall's Bridge",1864-04-07,1864-04-07,(No Reports.),NA,NA,NA,NA,NA,NA
147,Skirmish,AL,"April 8: Skirmish, Paint Rock Bridge",1864-04-08,1864-04-08,"INDIANA--73d Infantry (Detachment). Union loss, 1 killed, 1 wounded. Total, 2.",2,1,1,2,0,NA
148,Affair,AL,"April 11: Affair, Kelly's Plantation, Sulphur Springs Road",1864-04-11,1864-04-11,OHIO--5th Cavalry (Detachment).,NA,NA,NA,NA,NA,NA
149,Scout,AL,April 11: Scout from Stevenson to Caperton's Ferry,1864-04-11,1864-04-11,NEW YORK--60th Infantry (Detachment).,NA,NA,NA,NA,NA,NA
150,Skirmish,AL,April 12: Skirmish near Florence,1864-04-12,1864-04-12,"OHIO--9th Cavalry (Co. ""G"").",NA,NA,NA,NA,NA,NA
151,Reconnaissance,AL,April 12-16: Reconn. from Bridgeport down Tennessee River to Triana,1864-04-12,1864-04-16,"ALABAMA--1st Cavalry (Detachment). OHIO--7th, 28th and 66th Infantry (Detachments). PENNSYLVANIA--Indpt, Battery ""E,"" Light Arty. (Section); 28th and 147th Infantry (Detachments).",NA,NA,NA,NA,NA,NA
152,Skirmish,AL,April 13: Skirmish near Decatur,1864-04-13,1864-04-13,"ILLINOIS--9th Mounted Infantry. Union loss, 2 killed, 41 missing. Total, 43.",43,2,0,2,41,NA
153,Affair,AL,"April 17: Affair, Flint River",1864-04-17,1864-04-17,ILLINOIS--9th Mounted Infantry (Detachment).,NA,NA,NA,NA,NA,NA
154,Skirmish,AL,"April 17: Skirmish, Decatur",1864-04-17,1864-04-17,ILLINOIS--9th Mounted Infantry (Detachment).,NA,NA,NA,NA,NA,NA
155,Skirmish,AL,"April 18: Skirmish, Decatur",1864-04-18,1864-04-18,ALABAMA--1st Cavalry.,NA,NA,NA,NA,NA,NA
156,Occupation,AL,April 19: Operations in Morgan County,1864-04-19,1864-04-19,(Confederate Reports.),NA,NA,NA,NA,NA,NA
157,Affair,AL,"April 21: Affair, Harrison's Gap",1864-04-21,1864-04-21,IOWA--26th Infantry (Detachment).,NA,NA,NA,NA,NA,NA
158,Affair,AL,April 24: Affair near Decatur,1864-04-24,1864-04-24,(No Reports.),NA,NA,NA,NA,NA,NA
159,Affair,AL,April 27: Affair near Decatur,1864-04-27,1864-04-27,Picket Attack.,NA,NA,NA,NA,NA,NA
160,Skirmish,AL,"April 30: Skirmish, Decatur",1864-04-30,1864-04-30,(No Reports.),NA,NA,NA,NA,NA,NA
161,Skirmish,AL,May 7: Skirmish near Florence,1864-05-07,1864-05-07,ILLINOIS--7th Infantry.,NA,NA,NA,NA,NA,NA
162,Skirmish,AL,"May 8: Skirmish, Decatur",1864-05-08,1864-05-08,ILLINOIS--7th Infantry.,NA,NA,NA,NA,NA,NA
163,Skirmish,AL,"May 12: Skirmish, Jackson's Ferry, Hallowell Landing",1864-05-12,1864-05-12,OHIO--5th Co. Sharpshooters.,NA,NA,NA,NA,NA,NA
164,Skirmish,AL,"May 15: Skirmish, Centre Star",1864-05-15,1864-05-15,ILLINOIS--7th Infantry. OHIO--9th Cavalry.,NA,NA,NA,NA,NA,NA
165,Skirmish,AL,"May 17: Skirmish, Madison Station",1864-05-17,1864-05-17,ILLINOIS--13th Infantry.,NA,NA,NA,NA,NA,NA
166,Skirmish,AL,"May 18: Skirmish, Fletcher's Ferry, Courtland Road",1864-05-18,1864-05-18,INDIANA--10th Indpt. Battery Light Arty.; 25th Infantry.,NA,NA,NA,NA,NA,NA
167,Action,AL,"May 27: Action, Pond Springs, near Courtland",1864-05-27,1864-05-27,"ILLINOIS--Battery ""D,"" 2d Light Arty. INDIANA--25th Infantry. NEW YORK--17th Veteran Infantry. OHIO--1st, 3d and 4th Cavalry. WISCONSIN--32d Infantry. Union loss. 48 killed, wounded and missing.",48,NA,NA,NA,NA,NA
168,Action,AL,"May 28-29: Actions, Moulton",1864-05-28,1864-05-29,"OHIO--1st, 3d and 4th Cavalry. Union loss, 4 killed, 14 wounded. Total, 18.",18,4,14,18,0,NA
169,Skirmish,AL,"June 1: Skirmish, Decatur",1864-06-01,1864-06-01,"ILLINOIS--Battery ""D,"" 2d Light Arty. TENNESSEE--4th Cavalry. Union loss, 30 killed, wounded and missing.",30,NA,NA,NA,NA,NA
170,Skirmish,AL,"June 10: Skirmish, Cane Creek",1864-06-10,1864-06-10,"OHIO--106th Infantry. Loss, 2 wounded.",NA,NA,2,NA,NA,NA
171,Skirmish,AL,"June 24: Skirmish, Curtis Wells",1864-06-24,1864-06-24,"MICHIGAN--18th Infantry. OHIO--9th Cavalry (Detachment). Union loss, 1 killed, 4 wounded. Total, 5.",5,1,4,5,0,NA
172,Occupation,AL,June 24-Aug. 30: Operations in District of Northern Alabama,1864-06-24,1864-08-30,"INDIANA--73d Infantry. MICHIGAN--18th Infantry. OHIO--9th Cavalry; 106th Infantry. WISCONSIN--13th Infantry. TENNESSEE--2d, 3d and 4th Cavalry; 10th Infantry.",NA,NA,NA,NA,NA,NA
173,Skirmish,AL,"June 27: Skirmish, Big Cove Valley",1864-06-27,1864-06-27,"INDIANA--12th Cavalry (Detachment). Loss, 1 killed.",NA,1,NA,NA,NA,NA
174,Skirmish,AL,"June 28: Skirmish, Pond Springs",1864-06-28,1864-06-28,MICHIGAN--18th Infantry.,NA,NA,NA,NA,NA,NA
175,Skirmish,AL,"June 29: Skirmish, Pond Springs",1864-06-29,1864-06-29,INDIANA--25th Infantry. NEW YORK--17th Veteran Infantry. OHIO--9th Cavalry (Detachment). TENNESSEE--2d Cavalry.,NA,NA,NA,NA,NA,NA
176,Skirmish,AL,"July --: Skirmish, Sand Mountain",1864-07-01,1864-07-31,TENNESSEE--4th Cavalry.,NA,NA,NA,NA,NA,NA
177,Scout,AL,July --: Scout in Morgan and Lawrence Counties,1864-07-01,1864-07-31,TENNESSEE--3d Cavalry.,NA,NA,NA,NA,NA,NA
178,Skirmish,AL,July 8: Skirmish near Vienna,1864-07-08,1864-07-08,"INDIANA--12th Cavalry. Union loss, 1 killed, 9 wounded. Total, 10.",10,1,9,10,0,NA
179,Raid,AL,July 10-22: Raid from Decatur on West Point and Montgomery R. R. (Rousseau's),1864-07-10,1864-07-22,"INDIANA--8th Cavalry. KENTUCKY--2d Cavalry. IOWA--5th Cavalry. MICHIGAN--Battery ""E,"" 1st Light Arty. (Section). OHIO--9th Cavalry. TENNESSEE--4th Cavalry. Union loss, 3 killed, 30 wounded. Total, 33.",33,3,30,33,0,NA
180,Scout,AL,July 11: Scout from Gunter's Landing to Warrenton,1864-07-11,1864-07-11,"WISCONSIN--13th Infantry (Co. ""C"").",NA,NA,NA,NA,NA,NA
181,Expedition,AL,July 11-13: Exp. to Centre,1864-07-11,1864-07-13,ALABAMA--1st Cavalry.,NA,NA,NA,NA,NA,NA
182,Skirmish,AL,July 13: Skirmish near Coosa River,1864-07-13,1864-07-13,IOWA--5th Cavalry.,NA,NA,NA,NA,NA,NA
183,Skirmish,AL,July 14: Skirmish near Greenpoint,1864-07-14,1864-07-14,INDIANA--8th Cavalry.,NA,NA,NA,NA,NA,NA
184,Action,AL,"July 14: Action, Ten Island Ford, Coosa River",1864-07-14,1864-07-14,"INDIANA--8th Cavalry. IOWA--5th Cavalry. KENTUCKY--2d Cavalry. MICHIGAN--Battery ""E,"" 1st Light Arty. (Section). OHIO--9th Cavalry. TENNESSEE--4th Cavalry.",NA,NA,NA,NA,NA,NA
185,Skirmish,AL,"July 18: Skirmish, Chehaw Station",1864-07-18,1864-07-18,INDIANA--8th Cavalry. IOWA--5th Cavalry. TENNESSEE--4th Cavalry.,NA,NA,NA,NA,NA,NA
186,Skirmish,AL,July 18: Skirmish near Auburn,1864-07-18,1864-07-18,OHIO--9th Cavalry.,NA,NA,NA,NA,NA,NA
187,Skirmish,AL,"July 18: Skirmish, Nontasulga",1864-07-18,1864-07-18,INDIANA--8th Cavalry.,NA,NA,NA,NA,NA,NA
188,Skirmish,AL,"July 18: Skirmish, Opelika",1864-07-18,1864-07-18,TENNESSEE--4th Cavalry.,NA,NA,NA,NA,NA,NA
189,Scout,AL,July 18-21: Scout in Clear Springs and Sink Springs Valleys,1864-07-18,1864-07-21,INDIANA--12th Cavalry (Detachment).,NA,NA,NA,NA,NA,NA
190,Skirmish,AL,"July 22: Skirmish, Pollard",1864-07-22,1864-07-22,"NEW YORK--14th Cavalry (Co. ""M"").",NA,NA,NA,NA,NA,NA
191,Skirmish,AL,"July 25: Skirmish, Courtland",1864-07-25,1864-07-25,"MICHIGAN--18th Infantry. NEW YORK--17th Veteran Infantry. OHIO--9th Cavalry. WISCONSIN--32d Infantry. Union loss, 2 killed, 4 wounded. Total, 6.",6,2,4,6,0,NA
192,Skirmish,AL,"July 25: Skirmish, Flint River",1864-07-25,1864-07-25,INDIANA--12th Cavalry.,NA,NA,NA,NA,NA,NA
193,Expedition,AL,July 25-28: Exp. from Decatur to Courtland and Moulton,1864-07-25,1864-07-28,"INDIANA--25th Infantry. MICHIGAN--18th Infantry. OHIO--Battery ""F,"" 1st Light Arty. (Section). TENNESSEE--3d Cavalry (Battalion). WISCONSIN--32d Infantry. Union loss, 2 killed, 4 wounded. Total, 6.",6,2,4,6,0,NA
194,Skirmish,AL,"July 28: Skirmish, Courtland",1864-07-28,1864-07-28,"INDIANA--25th Infantry. MICHIGAN--18th Infantry. OHIO--Battery ""F,"" 1st Light Arty. (Section). WISCONSIN--32d Infantry. TENNESSEE--3d Cavalry (Battalion).",NA,NA,NA,NA,NA,NA
195,Affair,AL,"July 28: Affair, Danville Road, near Decatur",1864-07-28,1864-07-28,"Scouting party. Loss, 1 wounded.",NA,NA,1,NA,NA,NA
196,Scout,AL,July 29: Scout from Triana to Somerville,1864-07-29,1864-07-29,INDIANA--73d Infantry (Detachment).,NA,NA,NA,NA,NA,NA
197,Skirmish,AL,"July 30: Skirmish, Paint Rock Station",1864-07-30,1864-07-30,INDIANA--12th Cavalry.,NA,NA,NA,NA,NA,NA
198,Skirmish,AL,July 31: Skirmish near Watkins' Plantation,1864-07-31,1864-07-31,Foraging party.,NA,NA,NA,NA,NA,NA
199,Occupation,AL,Aug. 2-23: Operations in Mobile Bay against Forts Gaines and Morgan,1864-08-02,1864-08-23,"CONNECTICUT--2d Indpt. Battery Light Arty. ILLINOIS--Battery ""A,"" 2d Light Arty.; 77th and 94th Infantry. INDIANA--1st Heavy Arty. (Cos. ""B,"" ""F,"" ""H,"" ""K""); 67th Infantry. IOWA--20th, 34th and 38th Infantry. MARYLAND--3d Cavalry. OHIO--17th Indpt. Battery Light Arty.; 96th Infantry. WISCONSIN--20th Infantry. UNITED STATES--Battery ""G,"" 5th Light Arty.; 96th Colored Infantry.",NA,NA,NA,NA,NA,NA
200,Landing,AL,Aug. 3: Landing at Dauphin's Island,1864-08-03,1864-08-03,UNITED STATES FORCES.,NA,NA,NA,NA,NA,NA
201,Battle,AL,"Aug. 5: Battle of Forts Gaines and Morgan, Mobile Bay",1864-08-05,1864-08-05,"UNITED STATES NAVY--""Brooklyn,"" ""Octorora,"" ""Hartford,"" ""Ossippee,"" ""Itasca,"" ""Oneida,"" ""Galena,"" ""Metacomet,"" ""Richmond,"" ""Port Royal,"" ""Lackawanna,"" ""Seminole,"" ""Monongahela"" and ""Tecumseh."" Union loss, 150 killed, 170 wounded. Total, 320.",320,150,170,320,0,NA
202,Siege,AL,Aug. 3-9: Siege and Capture of Fort Gaines,1864-08-03,1864-08-09,"CONNECTICUT--2d Indpt. Battery Light Arty. ILLINOIS--Battery ""A,"" 2d Light Arty.; 77th and 94th Infantry. INDIANA--1st Heavy Arty. (Cos. ""B,"" ""F,"" ""H,"" ""K""); 67th Infantry. IOWA--20th, 34th and 38th Infantry. MARYLAND--3d Cavalry. OHIO--17th Indpt. Battery Light Arty.; 96th Infantry. WISCONSIN--20th Infantry. UNITED STATES--96th Colored Infantry.",NA,NA,NA,NA,NA,NA
203,Siege,AL,Aug. 5-23: Sloge and Capture of Fort Morgan,1864-08-05,1864-08-23,"CONNECTICUT--2d Indpt. Battery Light Arty. ILLINOIS--Battery ""A,"" 2d Light Arty.; 77th and 94th Infantry. INDIANA--1st Heavy Arty. (Cos. ""B,"" ""F,"" ""H,"" ""K""); 67th Infantry. IOWA--20th, 34th and 38th Infantry. MARYLAND--3d Cavalry. OHIO--17th Indpt. Battery Light Arty.; 96th Infantry. WISCONSIN--20th Infantry. UNITED STATES--Battery ""G,"" 5th Arty. FARRAGUT'S FLEET. UNITED STATES NAVY--""Tecumseh,"" ""Monongahela,"" ""Galena,"" ""Ossippee"" ""Oneida,"" ""Richmond,"" ""Lackawanna,"" ""Brooklyn,"" ""Octorora,"" ""Hartford,"" ""Itasca,"" ""Metacomet,"" ""Seminole,"" ""Port Royal.""",NA,NA,NA,NA,NA,NA
204,Engagement,AL,"Aug. 5: Engagement, Fort Morgan",1864-08-05,1864-08-05,UNITED STATES--Navy.,NA,NA,NA,NA,NA,NA
205,Evacuation,AL,Aug. 5: Evacuation of Fort Powell,1864-08-05,1864-08-05,By Confederate Forces.,NA,NA,NA,NA,NA,NA
206,Affair,AL,"Aug. 6: Affair, Summerville Road, near Decatur",1864-08-06,1864-08-06,TENNESSEE--3d Cavalry (Detachment).,NA,NA,NA,NA,NA,NA
207,Skirmish,AL,"Aug. 9: Skirmish, Courtland",1864-08-09,1864-08-09,TENNESSEE--2d Cavalry.,NA,NA,NA,NA,NA,NA
208,Skirmish,AL,Aug. 9: Skirmish near Pond Springs,1864-08-09,1864-08-09,"TENNESSEE--2d, 3d and 4th Cavalry.",NA,NA,NA,NA,NA,NA
209,Skirmish,AL,"Aug. 10: Skirmish, Florence",1864-08-10,1864-08-10,TENNESSEE--12th Cavalry.,NA,NA,NA,NA,NA,NA
210,Skirmish,AL,Aug. 11: Skirmish near Moore's Hill,1864-08-11,1864-08-11,INDIANA--12th Cavalry.,NA,NA,NA,NA,NA,NA
211,Occupation,AL,Aug. 12-14: Operations in Madison County,1864-08-12,1864-08-14,INDIANA--12th Cavalry. TENNESSEE--Cavalry (Detachment).,NA,NA,NA,NA,NA,NA
212,Scout,AL,Aug. 15: Scout from Triana to Valhermosa Springs,1864-08-15,1864-08-15,INDIANA--73d Infantry.,NA,NA,NA,NA,NA,NA
213,Expedition,AL,Aug. 17-20: Exp. from Decatur to Moulton,1864-08-17,1864-08-20,"TENNESSEE--2d, 3d and 4th Cavalry (Detachments).",NA,NA,NA,NA,NA,NA
214,Skirmish,AL,"Aug. 18-19: Skirmishes, Antioch Church",1864-08-18,1864-08-19,"TENNESSEE--2d, 3d and 4th Cavalry (Detachments). Loss, 1 wounded.",NA,NA,1,NA,NA,NA
215,Skirmish,AL,"Sept. 1: Skirmish, Florence",1864-09-01,1864-09-01,INDIANA--9th Cavalry.,NA,NA,NA,NA,NA,NA
216,Expedition,AL,Sept. 9-11: Exp. from Mobile Bay to Bonsecours and Fish River,1864-09-09,1864-09-11,WISCONSIN--20th Infantry.,NA,NA,NA,NA,NA,NA
217,Skirmish,AL,"Sept. 10: Skirmish, Florence",1864-09-10,1864-09-10,TENNESSEE--3d Cavalry.,NA,NA,NA,NA,NA,NA
218,Skirmish,AL,"Sept. 12: Skirmish, Florence",1864-09-12,1864-09-12,INDIANA--9th Cavalry.,NA,NA,NA,NA,NA,NA
219,Skirmish,AL,"Sept. 17: Skirmish, Florence",1864-09-17,1864-09-17,OHIO--3d Cavalry.,NA,NA,NA,NA,NA,NA
220,Surrender,AL,Sept. 23: Surrender of Fort Morgan,1864-09-23,1864-09-23,To U. S. Forces.,NA,NA,NA,NA,NA,NA
221,Action,AL,"Sept. 23-24: Actions, Athens",1864-09-23,1864-09-24,"MICHIGAN--18th Infantry OHIO--102d Infantry. TENNESSEE--3d Cavalry. UNITED STATES--106th, 110th and 111th Colored Infantry. Union loss, 10 wounded, 571 missing. Total, 581.",581,0,10,10,571,NA
222,Action,AL,"Sept. 25: Action, Sulphur Branch Trestle",1864-09-25,1864-09-25,"INDIANA--9th and 10th Cavalry. TENNESSEE--3d Cavalry. UNITED STATES--111th Colored Infantry. Union loss, 27 killed, 112 wounded, 505 missing. Total, 644.",644,27,112,139,505,NA
223,Skirmish,AL,"Oct. 1: Skirmish, Huntsville",1864-10-01,1864-10-01,"INDIANA--11th, 12th and 13th Cavalry.",NA,NA,NA,NA,NA,NA
224,Skirmish,AL,"Oct. 1-2: Skirmishes, Athens",1864-10-01,1864-10-02,"INDIANA--10th Cavalry (Detachment); 73d Infantry. TENNESSEE--2d Cavalry (Detachment); Battery ""A,"" 1st Light Arty. (Section). Loss, 2 wounded.",NA,NA,2,NA,NA,NA
225,Skirmish,AL,"Oct. 3: Skirmish, Waterloo",1864-10-03,1864-10-03,INDIANA--6th Cavalry.,NA,NA,NA,NA,NA,NA
226,Skirmish,AL,"Oct. 6-7: Skirmishes, Florence",1864-10-06,1864-10-07,ILLINOIS--16th and 60th Infantry. IOWA--8th Cavalry. MICHIGAN--10th Infantry. TENNESSEE--6th Cavalry.,NA,NA,NA,NA,NA,NA
227,Affair,AL,"Oct. 9: Affair, Mobile Bay",1864-10-09,1864-10-09,"Attack on U. S. Steamer ""Sebago.""",NA,NA,NA,NA,NA,NA
228,Skirmish,AL,"Oct. 18: Skirmish, Huntsville",1864-10-18,1864-10-18,INDIANA--12th Cavalry.,NA,NA,NA,NA,NA,NA
229,Skirmish,AL,"Oct. 20: Skirmish, Little River",1864-10-20,1864-10-20,"ILLINOIS--Chicago Board of Trade Battery Light Arty.; 98th and 123d Mounted Infantry. INDIANA--17th and 72d Mounted Infantry. KENTUCKY--4th, 6th and 7th Cavalry. MICHIGAN--4th Cavalry. OHIO--1st and 3d Cavalry. PENNSYLVANIA--7th Cavalry.",NA,NA,NA,NA,NA,NA
230,Skirmish,AL,"Oct. 20: Skirmish, Blue Pond",1864-10-20,1864-10-20,INDIANA--17th and 72d Mounted Infantry. MICHIGAN--4th Cavalry. OHIO--1st and 3d Cavalry.,NA,NA,NA,NA,NA,NA
231,Action,AL,"Oct. 21: Action, Leesburg",1864-10-21,1864-10-21,"ILLINOIS--Chicago Board of Trade Battery Light Arty.; 98th and 123d Mounted Infantry. INDIANA--17th and 72d Mounted Infantry. KENTUCKY--4th, 6th and 7th Cavalry. MICHIGAN--4th Cavalry. OHIO--1st and 3d Cavalry. PENNSYLVANIA--7th Cavalry.",NA,NA,NA,NA,NA,NA
232,Skirmish,AL,"Oct. 21: Skirmish, Drove Road Crossing",1864-10-21,1864-10-21,INDIANA--17th Mounted Infantry.,NA,NA,NA,NA,NA,NA
233,Skirmish,AL,"Oct. 23: Skirmish, Kings' Hill, near Gadsden",1864-10-23,1864-10-23,OHIO--3d Cavalry.,NA,NA,NA,NA,NA,NA
234,Reconnaissance,AL,Oct. 25: Reconn. from Gaylesville to Turkeytown,1864-10-25,1864-10-25,"ILLINOIS--26th, 40th, 48th, 55th, 90th, 103d, 111th, 116th and 127th Infantry. INDIANA--12th, 83d, 97th and 99th Infantry. IOWA--1st Battery Light Arty.; 4th, 6th, 9th, 25th, 30th and 31st Infantry. MICHIGAN--Battery ""B,"" 1st Light Arty.; 15th Infantry. MISSOURI--3d, 6th, 8th, 12th, 17th, 27th, 29th, 31st and 32d Infantry. OHIO--30th, 37th, 46th, 47th, 53d, 54th, 57th, 70th and 76th Infantry.",NA,NA,NA,NA,NA,NA
235,Skirmish,AL,"Oct. 25: Skirmishes, Turkeytown and Gadsden Road",1864-10-25,1864-10-25,"ILLINOIS--111th Infantry. INDIANA--83d Infantry. IOWA--1st Battery Light Arty. MICHIGAN--Battery ""B,"" 1st Light Arty. OHIO--37th, 47th, 53d and 54th Infantry.",NA,NA,NA,NA,NA,NA
236,Skirmish,AL,Oct. 25: Skirmish near Round Mountain,1864-10-25,1864-10-25,(No Reports.),NA,NA,NA,NA,NA,NA
237,Siege,AL,Oct. 26-29: Siege of Decatur,1864-10-26,1864-10-29,"ILLINOIS--Battery ""D,"" 2d Light Arty. INDIANA--10th Cavalry, Detachments of 11th, 12th and 13th Cavalry; 68th and 73d Infantry. MICHIGAN--3d, 4th (Detachment), 18th and 29th Infantry. MISSOURI--Battery ""D,"" 2d Light Arty. (Section). OHIO--Battery ""F,"" 1st Light Arty.; 102d Infantry. TENNESSEE--Battery ""A,"" 1st Light Arty.; 2d Cavalry. Union loss, 10 killed, 45 wounded, 100 missing. Total, 155.",155,10,45,55,100,NA
238,Skirmish,AL,"Oct. 27: Skirmish, Cedar Bluff",1864-10-27,1864-10-27,KENTUCKY--12th Infantry.,NA,NA,NA,NA,NA,NA
239,Skirmish,AL,"Oct. 27: Skirmish, Little River",1864-10-27,1864-10-27,OHIO--78th Infantry.,NA,NA,NA,NA,NA,NA
240,Action,AL,"Oct. 28: Action, Ladiga Terrapin Creek",1864-10-28,1864-10-28,"ILLINOIS--Chicago Board of Trade Battery Light Arty.; 98th and 123d Infantry. INDIANA--17th and 72d Mounted Infantry, KENTUCKY--4th, 6th and 7th Cavalry. OHIO--1st and 3d Cavalry. PENNSYLVANIA--7th Cavalry.",NA,NA,NA,NA,NA,NA
241,Skirmish,AL,"Oct. 28: Skirmish, Goshen",1864-10-28,1864-10-28,(No Reports.),NA,NA,NA,NA,NA,NA
242,Skirmish,AL,"Oct. 30: Skirmish, Florence",1864-10-30,1864-10-30,TENNESSEE--10th Cavalry.,NA,NA,NA,NA,NA,NA
243,Action,AL,"Oct. 30: Action, Mussel Shoals, Raccoon Ford",1864-10-30,1864-10-30,IOWA--8th Cavalry. KENTUCKY--4th Mounted Infantry. MICHIGAN--2d Cavalry. TENNESSEE--1st Cavalry.,NA,NA,NA,NA,NA,NA
244,Skirmish,AL,Oct. 31: Skirmish near Shoal Creek,1864-10-31,1864-10-31,IOWA--8th Cavalry. KENTUCKY--4th Mounted Infantry. MICHIGAN--2d Cavalry. TENNESSEE--1st Cavalry.,NA,NA,NA,NA,NA,NA
245,Skirmish,AL,"Nov. 5-6: Skirmishes, Shoal Creek, near Florence",1864-11-05,1864-11-06,IOWA--8th Cavalry. KENTUCKY--4th Mounted Infantry. MICHIGAN--2d Cavalry. TENNESSEE--1st Cavalry.,NA,NA,NA,NA,NA,NA
246,Skirmish,AL,"Nov. 9: Skirmish, Shoal Creek",1864-11-09,1864-11-09,(No Reports.),NA,NA,NA,NA,NA,NA
247,Skirmish,AL,"Nov. 11: Skirmish, Shoal Creek",1864-11-11,1864-11-11,"ILLINOIS--3rd, 6th, 7th and 9th Cavalry. Battery ""K,"" 1st Light Arty. IOWA--2nd Cavalry. MISSOURI--12th Cavalry.",NA,NA,NA,NA,NA,NA
248,Skirmish,AL,Nov. 16-20: Skirmishes on line of Shoal Creek,1864-11-16,1864-11-20,"ILLINOIS--Battery ""K,"" 1st Light Arty. Chicago Board of Trade Battery, Light Arty. 3rd, 6th, 7th and 9th Cavalry. INDIANA--11th Cavalry. IOWA--2nd and 8th Cavalry. KENTUCKY--4th Mounted Infantry. MICHIGAN--2nd Cavalry. MISSOURI--12th Cavalry. TENNESSEE--1st Cavalry.",NA,NA,NA,NA,NA,NA
249,Skirmish,AL,Nov. 17: Skirmishes near Maysville and near New Market,1864-11-17,1864-11-17,"INDIANA--11th and 12th Cavalry (Detachments). MICHIGAN--4th Infantry. Union loss, 2 wounded.",NA,NA,2,NA,NA,NA
